screen,file,line,operation,method,key_used,key_class,stable_id_available,rows_diverging_2021_2024,direction,evidence
exploration/E1_I0042_redistribution_replication,exploration/E1_I0042_redistribution_replication/scripts/s02_stratum_and_anchors.py,154,UNIQUE,unique,<none>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
exploration/E1_I0042_redistribution_replication,exploration/E1_I0042_redistribution_replication/scripts/s03_primary.py,65,UNIQUE,unique,<none>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
exploration/E1_I0042_redistribution_replication,exploration/E1_I0042_redistribution_replication/scripts/s03_primary.py,138,MEMBERSHIP,isin,<var:season>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
exploration/E1_I0042_redistribution_replication,exploration/E1_I0042_redistribution_replication/scripts/s04_threshold.py,154,UNIQUE,unique,<none>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
exploration/E1_I0042_redistribution_replication,exploration/E1_I0042_redistribution_replication/scripts/s04_threshold.py,186,UNIQUE,unique,<none>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
exploration/E1_I0042_redistribution_replication,exploration/E1_I0042_redistribution_replication/scripts/s05_spec_order.py,35,UNIQUE,unique,<none>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
exploration/E1_I0042_redistribution_replication,exploration/E1_I0042_redistribution_replication/scripts/s05_spec_order.py,45,GROUPBY,groupby,<none>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
exploration/E1_I0042_redistribution_replication,exploration/E1_I0042_redistribution_replication/scripts/s05_spec_order.py,55,GROUPBY,groupby,<none>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
exploration/E1_I0042_redistribution_replication,exploration/E1_I0042_redistribution_replication/scripts/s05_spec_order.py,56,GROUPBY,groupby,<none>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
exploration/E1_I0042_redistribution_replication,exploration/E1_I0042_redistribution_replication/scripts/s05_spec_order.py,104,UNIQUE,unique,<none>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
exploration/E1_I0042_redistribution_replication,exploration/E1_I0042_redistribution_replication/scripts/s05_spec_order.py,147,MEMBERSHIP,isin,<sub:season>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
exploration/E1_I0042_redistribution_replication,exploration/E1_I0042_redistribution_replication/scripts/s06_power_controls.py,59,UNIQUE,unique,<none>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
exploration/E1_I0042_redistribution_replication,exploration/E1_I0042_redistribution_replication/scripts/s06_power_controls.py,65,UNIQUE,unique,<none>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
exploration/E1_I0043_opponent_defence,exploration/E1_I0043_opponent_defence/scripts/od_base.py,79,UNIQUE,unique,<none>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
exploration/E1_I0043_opponent_defence,exploration/E1_I0043_opponent_defence/scripts/od_base.py,93,UNIQUE,unique,<none>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
exploration/E1_I0043_opponent_defence,exploration/E1_I0043_opponent_defence/scripts/od_base.py,327,UNIQUE,unique,<none>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
exploration/E1_I0043_opponent_defence,exploration/E1_I0043_opponent_defence/scripts/s02_stratum_and_ceiling.py,56,MEMBERSHIP,isin,<var:ssn>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
exploration/E1_I0043_opponent_defence,exploration/E1_I0043_opponent_defence/scripts/s02_stratum_and_ceiling.py,72,MEMBERSHIP,isin,<var:ssn>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
exploration/E1_I0043_opponent_defence,exploration/E1_I0043_opponent_defence/scripts/s04_ceiling_matched_and_controls.py,151,GROUPBY,groupby,<none>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
exploration/E1_I0043_opponent_defence,exploration/E1_I0043_opponent_defence/scripts/s04_ceiling_matched_and_controls.py,155,GROUPBY,groupby,<none>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
exploration/E1_I0043_opponent_defence,exploration/E1_I0043_opponent_defence/scripts/s05_injection.py,76,GROUPBY,groupby,<none>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
exploration/E1_I0043_opponent_defence,exploration/E1_I0043_opponent_defence/scripts/s06_leadlag_and_family.py,59,GROUPBY,groupby,<var:ots>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
exploration/E1_I0043_opponent_defence,exploration/E1_I0043_opponent_defence/scripts/s06_leadlag_and_family.py,63,UNIQUE,unique,<none>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
exploration/E1_I0044_broken_nulls_and_composites,exploration/E1_I0044_broken_nulls_and_composites/scripts/_rebuild_e14.py,41,UNIQUE,unique,<none>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
exploration/E1_I0044_broken_nulls_and_composites,exploration/E1_I0044_broken_nulls_and_composites/scripts/_rebuild_e14.py,67,UNIQUE,unique,<none>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
exploration/E1_I0044_broken_nulls_and_composites,exploration/E1_I0044_broken_nulls_and_composites/scripts/s02_diagnose.py,56,UNIQUE,unique,<none>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
exploration/E1_I0044_broken_nulls_and_composites,exploration/E1_I0044_broken_nulls_and_composites/scripts/s02_diagnose.py,86,UNIQUE,unique,<none>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
exploration/E1_I0044_broken_nulls_and_composites,exploration/E1_I0044_broken_nulls_and_composites/scripts/s02_diagnose.py,240,UNIQUE,unique,<none>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
exploration/E1_I0044_broken_nulls_and_composites,exploration/E1_I0044_broken_nulls_and_composites/scripts/s03_mechanism.py,38,UNIQUE,unique,<none>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
exploration/E1_I0044_broken_nulls_and_composites,exploration/E1_I0044_broken_nulls_and_composites/scripts/s03_mechanism.py,46,UNIQUE,unique,<none>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
exploration/E1_I0044_broken_nulls_and_composites,exploration/E1_I0044_broken_nulls_and_composites/scripts/s03_mechanism.py,46,UNIQUE,unique,<none>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
exploration/E1_I0044_broken_nulls_and_composites,exploration/E1_I0044_broken_nulls_and_composites/scripts/s03_mechanism.py,47,UNIQUE,unique,<none>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
exploration/E1_I0044_broken_nulls_and_composites,exploration/E1_I0044_broken_nulls_and_composites/scripts/s04_remeasure.py,150,UNIQUE,unique,<none>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
exploration/E1_I0044_broken_nulls_and_composites,exploration/E1_I0044_broken_nulls_and_composites/scripts/s06_sites_v2.py,30,DEDUP,drop_duplicates,<none>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
exploration/E1_I0044_broken_nulls_and_composites,exploration/E1_I0044_broken_nulls_and_composites/scripts/s07_remeasure_v2.py,164,UNIQUE,unique,<none>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
exploration/E1_I0044_broken_nulls_and_composites,exploration/E1_I0044_broken_nulls_and_composites/scripts/s09_e0i0019.py,66,UNIQUE,unique,<none>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
exploration/E1_I0044_broken_nulls_and_composites,exploration/E1_I0044_broken_nulls_and_composites/scripts/s12_typeI_and_fw.py,145,UNIQUE,unique,<none>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
exploration/E1_I0044_broken_nulls_and_composites,exploration/E1_I0044_broken_nulls_and_composites/scripts/s13_typeI_injection_fast.py,90,UNIQUE,unique,<none>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
exploration/E1_I0045_roster_currency,exploration/E1_I0045_roster_currency/scripts/rc_base.py,171,DEDUP,drop_duplicates,<none>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
exploration/E1_I0045_roster_currency,exploration/E1_I0045_roster_currency/scripts/rc_base.py,296,UNIQUE,unique,<none>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
exploration/E1_I0045_roster_currency,exploration/E1_I0045_roster_currency/scripts/rc_base.py,333,UNIQUE,unique,<none>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
exploration/E1_I0045_roster_currency,exploration/E1_I0045_roster_currency/scripts/rc_base.py,349,UNIQUE,unique,<none>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
exploration/E1_I0045_roster_currency,exploration/E1_I0045_roster_currency/scripts/s01_build_and_anchor.py,113,DEDUP,drop_duplicates,<none>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
exploration/E1_I0045_roster_currency,exploration/E1_I0045_roster_currency/scripts/s02_universe.py,70,DEDUP,drop_duplicates,<none>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
exploration/E1_I0045_roster_currency,exploration/E1_I0045_roster_currency/scripts/s03_currency.py,49,DEDUP,drop_duplicates,<none>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
exploration/E1_I0045_roster_currency,exploration/E1_I0045_roster_currency/scripts/s03_currency.py,201,GROUPBY,groupby,<sub:game_id>|<sub:team_id>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
exploration/E1_I0045_roster_currency,exploration/E1_I0045_roster_currency/scripts/s04_coverage_and_exposure.py,35,DEDUP,drop_duplicates,<none>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
exploration/E1_I0045_roster_currency,exploration/E1_I0045_roster_currency/scripts/s05_stratify_not_remove.py,39,DEDUP,drop_duplicates,<none>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
exploration/E1_I0046_allocation,exploration/E1_I0046_allocation/scripts/al_base.py,101,UNIQUE,unique,<none>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
exploration/E1_I0046_allocation,exploration/E1_I0046_allocation/scripts/al_base.py,115,UNIQUE,unique,<none>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
exploration/E1_I0046_allocation,exploration/E1_I0046_allocation/scripts/s00_probe.py,37,UNIQUE,unique,<none>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
exploration/E1_I0046_allocation,exploration/E1_I0046_allocation/scripts/s02_stability_reference_ceiling.py,261,UNIQUE,unique,<none>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
exploration/E1_I0046_allocation,exploration/E1_I0046_allocation/scripts/s03_primary_nulls.py,39,MEMBERSHIP,isin,<var:season>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
exploration/E1_I0046_allocation,exploration/E1_I0046_allocation/scripts/s04_power_controls.py,318,MEMBERSHIP,isin,<var:season>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
exploration/E1_I0046_allocation,exploration/E1_I0046_allocation/scripts/s04_power_controls.py,335,MEMBERSHIP,isin,<var:season>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
exploration/E1_I0046_allocation,exploration/E1_I0046_allocation/scripts/s05_controls.py,188,MEMBERSHIP,isin,<var:season>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
exploration/E1_I0047_ceiling_validity,exploration/E1_I0047_ceiling_validity/scripts/s05_nulls_and_injection.py,103,UNIQUE,unique,<none>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
exploration/E1_I0047_ceiling_validity,exploration/E1_I0047_ceiling_validity/scripts/s05_nulls_and_injection.py,105,UNIQUE,unique,<none>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
exploration/E1_I0047_ceiling_validity,exploration/E1_I0047_ceiling_validity/scripts/s05_nulls_and_injection.py,108,UNIQUE,unique,<none>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
exploration/E1_I0047_ceiling_validity,exploration/E1_I0047_ceiling_validity/scripts/s05_nulls_and_injection.py,168,UNIQUE,unique,<none>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
exploration/E1_I0047_ceiling_validity,exploration/E1_I0047_ceiling_validity/scripts/s05_nulls_and_injection.py,345,GROUPBY,groupby,<var:ecodes>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
exploration/E1_I0047_ceiling_validity,exploration/E1_I0047_ceiling_validity/scripts/s07_other_ceilings.py,73,UNIQUE,unique,<none>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
exploration/E1_I0048_shipped_roster_path,exploration/E1_I0048_shipped_roster_path/scripts/s05_name_key.py,90,DEDUP,drop_duplicates,<none>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
exploration/E1_I0048_shipped_roster_path,exploration/E1_I0048_shipped_roster_path/scripts/s05_name_key.py,108,DEDUP,drop_duplicates,<none>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
exploration/E1_I0050_queue_typeI,exploration/E1_I0050_queue_typeI/scripts/_peek.py,33,UNIQUE,unique,<none>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
exploration/E1_I0050_queue_typeI,exploration/E1_I0050_queue_typeI/scripts/s00_inventory_anchors.py,142,UNIQUE,unique,<none>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
exploration/E1_I0050_queue_typeI,exploration/E1_I0050_queue_typeI/scripts/s01_why1000.py,43,UNIQUE,unique,<none>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
exploration/E1_I0051_constraint_sweep,exploration/E1_I0051_constraint_sweep/scripts/s00b_probe.py,55,JOIN,join,<none>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
exploration/E1_I0051_constraint_sweep,exploration/E1_I0051_constraint_sweep/scripts/s00b_probe.py,69,JOIN,join,<none>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
exploration/E1_I0051_constraint_sweep,exploration/E1_I0051_constraint_sweep/scripts/s00b_probe.py,84,JOIN,join,<none>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
exploration/IDEATION_QUEUE,exploration/IDEATION_QUEUE/_scan_data.py,60,UNIQUE,unique,<none>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
exploration/IDEATION_QUEUE,exploration/IDEATION_QUEUE/_scan_data2.py,70,DEDUP,drop_duplicates,<none>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
exploration/IDEATION_QUEUE,exploration/IDEATION_QUEUE/_scan_data2.py,71,MEMBERSHIP,isin,<var:gids>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
exploration/IDEATION_QUEUE,exploration/IDEATION_QUEUE/_scan_data2.py,72,MEMBERSHIP,isin,<var:oids>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
exploration/IDEATION_QUEUE,exploration/IDEATION_QUEUE/_scan_data2.py,123,UNIQUE,unique,<none>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
exploration/IDEATION_QUEUE,exploration/IDEATION_QUEUE/_scan_data3.py,24,DEDUP,drop_duplicates,<none>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
exploration/IDEATION_QUEUE,exploration/IDEATION_QUEUE/_scan_data3.py,33,GROUPBY,groupby,<attr:year>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
exploration/IDEATION_QUEUE,exploration/IDEATION_QUEUE/_scan_data3.py,34,UNIQUE,unique,<none>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
exploration/IDEATION_QUEUE,exploration/IDEATION_QUEUE/_scan_data3.py,52,UNIQUE,unique,<none>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
exploration/IDEATION_QUEUE,exploration/IDEATION_QUEUE/_scan_data4.py,96,UNIQUE,unique,<none>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
exploration/IDEATION_QUEUE,exploration/IDEATION_QUEUE/_scan_data5.py,13,UNIQUE,unique,<none>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
exploration/MEASURE_F1_m13_fitpool,exploration/MEASURE_F1_m13_fitpool/m13_lib.py,400,GROUPBY,groupby,<var:q>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
exploration/MEASURE_F1_m13_fitpool,exploration/MEASURE_F1_m13_fitpool/m14_lib.py,479,DEDUP,drop_duplicates,<none>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
exploration/_screen_kit,exploration/_screen_kit/TESTS.py,429,UNIQUE,unique,<none>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
exploration/_screen_kit,exploration/_screen_kit/TESTS.py,1900,GROUPBY,groupby,<var:pcol>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
exploration/_screen_kit,exploration/_screen_kit/TESTS.py,1938,UNIQUE,unique,<none>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
exploration/_screen_kit,exploration/_screen_kit/TESTS.py,2214,GROUPBY,groupby,<none>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
exploration/_screen_kit,exploration/_screen_kit/TESTS.py,2252,DEDUP,drop_duplicates,<none>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
exploration/_screen_kit,exploration/_screen_kit/TESTS.py,2258,UNIQUE,unique,<none>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
exploration/_screen_kit,exploration/_screen_kit/TESTS.py,2273,UNIQUE,unique,<none>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
exploration/_screen_kit,exploration/_screen_kit/screenkit.py,970,GROUPBY,groupby,<var:codes>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
exploration/_screen_kit,exploration/_screen_kit/screenkit.py,973,GROUPBY,groupby,<var:codes>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
exploration/_screen_kit,exploration/_screen_kit/screenkit.py,1107,UNIQUE,unique,<none>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
exploration/_screen_kit,exploration/_screen_kit/screenkit.py,1109,GROUPBY,groupby,<var:codes>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
exploration/_screen_kit,exploration/_screen_kit/screenkit.py,1208,UNIQUE,unique,<none>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
exploration/_screen_kit,exploration/_screen_kit/screenkit.py,1212,UNIQUE,unique,<none>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
exploration/_screen_kit,exploration/_screen_kit/screenkit.py,1299,UNIQUE,unique,<none>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
exploration/_screen_kit,exploration/_screen_kit/screenkit.py,1505,UNIQUE,unique,<none>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
exploration/_screen_kit,exploration/_screen_kit/screenkit.py,1807,UNIQUE,unique,<none>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
exploration/_screen_kit,exploration/_screen_kit/screenkit.py,2286,UNIQUE,unique,<none>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
exploration/_screen_kit,exploration/_screen_kit/screenkit.py,2318,UNIQUE,unique,<none>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
exploration/_screen_kit,exploration/_screen_kit/screenkit.py,2321,LOOKUP,map,<none>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
exploration/_screen_kit,exploration/_screen_kit/screenkit.py,2549,UNIQUE,unique,<none>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
exploration/_screen_kit,exploration/_screen_kit/screenkit.py,2576,UNIQUE,unique,<none>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
exploration/_screen_kit,exploration/_screen_kit/screenkit.py,2598,UNIQUE,unique,<none>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
exploration/_screen_kit,exploration/_screen_kit/screenkit.py,2867,UNIQUE,unique,<none>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
exploration/_screen_kit,exploration/_screen_kit/screenkit.py,3130,GROUPBY,groupby,<var:ent>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
exploration/_screen_kit,exploration/_screen_kit/screenkit.py,3139,GROUPBY,groupby,<none>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
exploration/_screen_kit,exploration/_screen_kit/screenkit.py,3140,GROUPBY,groupby,<none>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
exploration/_screen_kit,exploration/_screen_kit/screenkit.py,3141,GROUPBY,groupby,<none>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
exploration/_screen_kit,exploration/_screen_kit/screenkit.py,3142,GROUPBY,groupby,<none>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
player_program/audit_candidacy_gap.py,player_program/audit_candidacy_gap.py,81,DEDUP,drop_duplicates,<none>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
player_program/audit_candidacy_gap.py,player_program/audit_candidacy_gap.py,91,DEDUP,drop_duplicates,<none>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
player_program/audit_candidacy_gap.py,player_program/audit_candidacy_gap.py,101,UNIQUE,unique,<none>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
player_program/audit_phase0_v14_player_oof.py,player_program/audit_phase0_v14_player_oof.py,215,UNIQUE,unique,<none>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
player_program/audit_phase0_v14_player_oof.py,player_program/audit_phase0_v14_player_oof.py,256,UNIQUE,unique,<none>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
player_program/audit_phase0_v14_player_oof.py,player_program/audit_phase0_v14_player_oof.py,258,UNIQUE,unique,<none>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
player_program/audit_phase0_v14_player_oof.py,player_program/audit_phase0_v14_player_oof.py,260,UNIQUE,unique,<none>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
player_program/audit_phase0_v14_player_oof.py,player_program/audit_phase0_v14_player_oof.py,260,UNIQUE,unique,<none>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
player_program/audit_roster_sources.py,player_program/audit_roster_sources.py,119,DEDUP,drop_duplicates,<none>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
player_program/audit_roster_sources.py,player_program/audit_roster_sources.py,143,LOOKUP,map,<none>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
player_program/audit_roster_sources.py,player_program/audit_roster_sources.py,172,DEDUP,drop_duplicates,<none>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
player_program/audit_roster_sources.py,player_program/audit_roster_sources.py,278,GROUPBY,groupby,<sub:cause>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
player_program/audit_roster_sources.py,player_program/audit_roster_sources.py,423,DEDUP,drop_duplicates,<none>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
player_program/build_canonical_events.py,player_program/build_canonical_events.py,145,DEDUP,drop_duplicates,<none>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
player_program/build_canonical_events.py,player_program/build_canonical_events.py,166,DEDUP,duplicated,<none>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
player_program/build_canonical_events.py,player_program/build_canonical_events.py,224,LOOKUP,map,<none>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
player_program/build_canonical_events.py,player_program/build_canonical_events.py,229,LOOKUP,map,<none>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
player_program/build_canonical_events.py,player_program/build_canonical_events.py,242,DEDUP,duplicated,<none>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
player_program/build_canonical_events.py,player_program/build_canonical_events.py,391,PIVOT,unstack,<none>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
player_program/build_projected_exposure.py,player_program/build_projected_exposure.py,205,UNIQUE,unique,<none>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
player_program/build_projected_exposure.py,player_program/build_projected_exposure.py,207,UNIQUE,unique,<none>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
player_program/build_projected_exposure.py,player_program/build_projected_exposure.py,762,UNIQUE,unique,<none>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
player_program/build_turnover_targets.py,player_program/build_turnover_targets.py,69,LOOKUP,map,<none>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
player_program/build_turnover_targets.py,player_program/build_turnover_targets.py,75,DEDUP,drop_duplicates,<none>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
player_program/build_turnover_targets.py,player_program/build_turnover_targets.py,79,MEMBERSHIP,isin,<var:team_ids>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
player_program/build_turnover_targets.py,player_program/build_turnover_targets.py,135,PIVOT,unstack,<none>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
player_program/construction_receipt.py,player_program/construction_receipt.py,507,DEDUP,duplicated,<none>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
player_program/data_lane,player_program/data_lane/D10_FIELD_AVAILABILITY_LEDGER/build_ledger.py,237,UNIQUE,unique,<none>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
player_program/data_lane,player_program/data_lane/D10_FIELD_AVAILABILITY_LEDGER/build_ledger.py,615,GROUPBY,groupby,<attr:abbr>|<attr:year>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
player_program/data_lane,player_program/data_lane/D12_COACHING_HISTORY/TESTS.py,63,LOOKUP,map,<none>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
player_program/data_lane,player_program/data_lane/D12_COACHING_HISTORY/TESTS.py,102,MEMBERSHIP,isin,<none>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
player_program/data_lane,player_program/data_lane/D12_COACHING_HISTORY/build_coaching_history.py,299,DEDUP,drop_duplicates,<none>,UNRESOLVED_KEY,NOT_APPLICABLE,,NOT_MEASURED,
