screen,candidate,components_named_in_expr,component_levels,components_without_a_recorded_level,null_scheme,null_permutes_or_clusters_at,null_kind,composite_verdict,verdict_reason,evidence
E1_I0021_heterogeneity_diagnostic,A02_opp_ts_allowed,"[""opp_pts"", ""opp_fga"", ""opp_fta""]",[],"[""opp_fga"", ""opp_fta"", ""opp_pts""]",within-player cyclic shift; statistic is the SD of per-player slopes on WITHIN-PLAYER DEMEANED x and y,player,PERMUTATION_OF_COLUMN__WITHIN_ESTIMAND,NOT_EXPOSED,"the estimand is a within-entity slope, so the between-entity component is annihilated before the statistic exists (E1_I0040 measured the consequence at 4.441e-16)",screen source
E1_I0030_home_advantage_accounting,ppp,"[""pts"", ""poss""]",[],"[""poss"", ""pts""]",paired game sign flip,game,PAIRED_CLUSTER,NOT_EXPOSED,"paired GAME sign flip; the game is the coarsest entity any component of a team-game statistic can vary at, so the cluster covers every component",screen source
E1_I0030_home_advantage_accounting,fg2a,"[""fga"", ""fg3a""]",[],"[""fg3a"", ""fga""]",paired game sign flip,game,PAIRED_CLUSTER,NOT_EXPOSED,"paired GAME sign flip; the game is the coarsest entity any component of a team-game statistic can vary at, so the cluster covers every component",screen source
E1_I0030_home_advantage_accounting,fg2m,"[""fgm"", ""fg3m""]",[],"[""fg3m"", ""fgm""]",paired game sign flip,game,PAIRED_CLUSTER,NOT_EXPOSED,"paired GAME sign flip; the game is the coarsest entity any component of a team-game statistic can vary at, so the cluster covers every component",screen source
E1_I0030_home_advantage_accounting,fg_pct,"[""fgm"", ""fga""]",[],"[""fga"", ""fgm""]",paired game sign flip,game,PAIRED_CLUSTER,NOT_EXPOSED,"paired GAME sign flip; the game is the coarsest entity any component of a team-game statistic can vary at, so the cluster covers every component",screen source
E1_I0030_home_advantage_accounting,fg2_pct,"[""fg2m"", ""fg2a""]",[],"[""fg2a"", ""fg2m""]",paired game sign flip,game,PAIRED_CLUSTER,NOT_EXPOSED,"paired GAME sign flip; the game is the coarsest entity any component of a team-game statistic can vary at, so the cluster covers every component",screen source
E1_I0030_home_advantage_accounting,fg3_pct,"[""fg3m"", ""fg3a""]",[],"[""fg3a"", ""fg3m""]",paired game sign flip,game,PAIRED_CLUSTER,NOT_EXPOSED,"paired GAME sign flip; the game is the coarsest entity any component of a team-game statistic can vary at, so the cluster covers every component",screen source
E1_I0030_home_advantage_accounting,ft_pct,"[""ftm"", ""fta""]",[],"[""fta"", ""ftm""]",paired game sign flip,game,PAIRED_CLUSTER,NOT_EXPOSED,"paired GAME sign flip; the game is the coarsest entity any component of a team-game statistic can vary at, so the cluster covers every component",screen source
E1_I0030_home_advantage_accounting,efg_pct,"[""fgm"", ""fg3m"", ""fga""]",[],"[""fg3m"", ""fga"", ""fgm""]",paired game sign flip,game,PAIRED_CLUSTER,NOT_EXPOSED,"paired GAME sign flip; the game is the coarsest entity any component of a team-game statistic can vary at, so the cluster covers every component",screen source
E1_I0030_home_advantage_accounting,ts_pct,"[""pts"", ""fga"", ""fta""]",[],"[""fga"", ""fta"", ""pts""]",paired game sign flip,game,PAIRED_CLUSTER,NOT_EXPOSED,"paired GAME sign flip; the game is the coarsest entity any component of a team-game statistic can vary at, so the cluster covers every component",screen source
E1_I0030_home_advantage_accounting,pts_per_min,"[""pts"", ""minutes""]",[],"[""minutes"", ""pts""]",paired game sign flip,game,PAIRED_CLUSTER,NOT_EXPOSED,"paired GAME sign flip; the game is the coarsest entity any component of a team-game statistic can vary at, so the cluster covers every component",screen source
E1_I0030_home_advantage_accounting,ppm_mw,"[""pts"", ""minutes""]",[],"[""minutes"", ""pts""]",paired game sign flip,game,PAIRED_CLUSTER,NOT_EXPOSED,"paired GAME sign flip; the game is the coarsest entity any component of a team-game statistic can vary at, so the cluster covers every component",screen source
E1_I0030_home_advantage_accounting,fga_per_min_mw,"[""fga"", ""minutes""]",[],"[""fga"", ""minutes""]",paired game sign flip,game,PAIRED_CLUSTER,NOT_EXPOSED,"paired GAME sign flip; the game is the coarsest entity any component of a team-game statistic can vary at, so the cluster covers every component",screen source
E1_I0030_home_advantage_accounting,fta_per_min_mw,"[""fta"", ""minutes""]",[],"[""fta"", ""minutes""]",paired game sign flip,game,PAIRED_CLUSTER,NOT_EXPOSED,"paired GAME sign flip; the game is the coarsest entity any component of a team-game statistic can vary at, so the cluster covers every component",screen source
E1_I0030_home_advantage_accounting,ppm,"[""appeared"", ""pts"", ""minutes""]",[],"[""appeared"", ""minutes"", ""pts""]",paired game sign flip,game,PAIRED_CLUSTER,NOT_EXPOSED,"paired GAME sign flip; the game is the coarsest entity any component of a team-game statistic can vary at, so the cluster covers every component",screen source
E1_I0036_level_artefact_sweep,ROSTER_RA_SHARE,[],[],[],re-run / fair-test cells,,UNDETERMINED,UNDETERMINABLE,null scheme for this screen not established from source in this screen's scope,screen source
E1_I0020_coldstart_tiering,ppm,"[""pp__poss"", ""lg_ppm"", ""pp__min""]",[],"[""lg_ppm"", ""pp__min"", ""pp__poss""]",clustered paired sign flip,player-season,PAIRED_CLUSTER,UNDETERMINABLE,null scheme for this screen not established from source in this screen's scope,screen source
E1_I0022_optimal_simple_estimator,ppm,"[""pp__poss"", ""lg_ppm"", ""pp__min""]",[],"[""lg_ppm"", ""pp__min"", ""pp__poss""]",block sign flip,player-season,PAIRED_CLUSTER,UNDETERMINABLE,null scheme for this screen not established from source in this screen's scope,screen source
E1_I0025_threshold_vs_refit,ppm,"[""pp__poss"", ""lg_ppm"", ""pp__min""]",[],"[""lg_ppm"", ""pp__min"", ""pp__poss""]",within-date opponent swap,team-game,PERMUTATION_OF_ONE_FACTOR,NOT_EXPOSED,"the permuted factor multiplies every tested term, so permuting it destroys the whole family including the interaction",screen source
