test,target,stratum,variant,draw,value
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1400,-0.00692035254931881
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1401,-0.005656497586325246
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1402,-0.004231642001705214
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1403,-0.002162211870451501
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1404,-0.007415704859870047
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1405,0.00011667950020933676
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1406,6.921758477476743e-05
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1407,-0.001343697985824398
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1408,0.005372635688765749
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1409,-0.0029702057253300305
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1410,0.0015823121946973164
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1411,-0.0025966926534814003
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1412,-0.004403050453063702
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1413,0.0007397901786650289
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1414,0.0031184808968574007
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1415,-0.010358799052318627
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1416,-0.0008395878366508319
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1417,-0.0032720587375950684
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1418,0.008246683987455915
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1419,-0.003400514514654981
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1420,0.0003539984947310166
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1421,-0.00771173365502544
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1422,0.006787129238139861
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1423,-0.003415714499939995
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1424,0.0034091556429243215
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1425,0.0033234880908541292
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1426,-0.0033028725702872247
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1427,0.006225206611222785
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1428,0.00132949936966408
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1429,0.0010261494854401974
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1430,-0.005722697373719843
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1431,-0.004465650444189521
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1432,0.0031693711564354165
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1433,0.002174666083855129
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1434,0.004165937810401213
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1435,0.0036428569262374304
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1436,-0.01256265682456155
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1437,0.0015259182012555398
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1438,0.004503821258236122
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1439,-0.005723712281113623
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1440,0.00965251546253858
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1441,0.0038189539345431923
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1442,0.014128704919793239
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1443,-0.0027330720953675914
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1444,-0.002686199081374019
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1445,-0.003952893357241299
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1446,5.0821585763720115e-05
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1447,-0.010521287841981763
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1448,0.0040149167449000074
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1449,0.002541349411667366
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1450,0.011345683550255274
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1451,-0.000868623115388045
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1452,0.004409435517935367
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1453,0.004121734328409191
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1454,-0.0015951061511128314
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1455,-0.0022152084029933698
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1456,6.806724623586553e-05
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1457,-0.004185857991324473
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1458,-0.00536634892427647
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1459,-0.005803798721879802
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1460,0.0029213367886661125
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1461,0.00014313154168694485
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1462,-0.0007561930757524907
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1463,-0.005941969769863099
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1464,0.006178466872885564
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1465,0.0022451448214527697
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1466,0.00045112580186799337
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1467,-0.0012041059689003046
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1468,-0.006016403014713111
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1469,-0.0005578423623999804
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1470,-0.007460500767166822
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1471,0.0016409334187012397
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1472,-0.008434010390785354
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1473,-0.002531190125576171
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1474,0.0026282852714606076
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1475,0.002584628256732
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1476,-0.01113025560594055
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1477,-0.0009755440289128957
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1478,-0.006354424325377781
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1479,-0.0023960703516080757
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1480,-0.007018827674434647
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1481,0.003759171159849601
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1482,0.0035355024887987066
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1483,-0.011738608647308616
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1484,0.0004598615064338688
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1485,0.005384848541103114
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1486,0.004152381437813114
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1487,-0.0028709274484003387
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1488,0.0018102257292333056
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1489,0.0010745602418520438
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1490,0.0023772422476039667
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1491,0.0035850193686817427
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1492,0.0005680209512391394
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1493,0.0008088446695055887
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1494,-0.0033764891195369445
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1495,-0.004035343599312168
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1496,-0.00421725816624
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1497,-0.0005141740954710258
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1498,-0.004775813928786085
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1499,-0.004180657781051687
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1500,0.007196380002007248
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1501,0.0071859567387360665
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1502,0.00311372687919147
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1503,0.011353240658247658
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1504,0.004229291233165451
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1505,-0.0006344242292539139
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1506,-0.0031728636585208344
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1507,0.00822244960134873
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1508,0.009055589739090347
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1509,-7.102530768452935e-05
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1510,0.0008609920083963948
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1511,0.0016944305602651618
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1512,-0.009136928079450005
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1513,-0.0007943075454674586
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1514,-0.00915776130949741
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1515,0.0078572035746512
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1516,-0.0030448655324100235
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1517,0.00010957010887183533
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1518,-0.006492977675422707
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1519,-0.0006612746051156212
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1520,-0.0005451746559754018
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1521,-0.008688302413196267
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1522,-0.00443347377917505
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1523,0.0025354123167358605
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1524,-0.0055229203559738925
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1525,-0.002681883729807399
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1526,-0.007541809278014823
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1527,-0.006009282558377222
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1528,-0.00041711512648270806
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1529,7.033399164287957e-05
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1530,0.012296645901705823
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1531,-0.0013076827916954975
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1532,0.00820004313771908
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1533,0.0008973452833377439
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1534,0.004460454113478114
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1535,0.000650432792383082
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1536,-0.004928216617916999
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1537,0.004966604649484382
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1538,-0.003935025743346062
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1539,0.0002390248940027907
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1540,-0.008063196151926985
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1541,0.0032089554622733493
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1542,0.0007950192789355605
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1543,-0.0015222584245060716
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1544,-0.0015005497401157683
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1545,-0.01144894442096252
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1546,-0.0015927327749376803
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1547,0.00024039343040249453
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1548,-0.002689754855309481
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1549,-0.0013431066336957128
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1550,-0.005740627673446319
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1551,0.0022823418239393293
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1552,0.009759428531919963
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1553,0.005961361608953281
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1554,0.0007734911030857087
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1555,0.008565675992577938
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1556,0.0006526458996485388
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1557,0.005528626317655189
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1558,-0.005987146874043101
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1559,-0.00960185595697293
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1560,-0.004571478619446973
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1561,-0.004316867619143888
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1562,-0.0007724907427300716
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1563,0.001596978311036146
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1564,0.008750283327447348
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1565,-0.0036612695024212855
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1566,-0.004437592054275342
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1567,-0.0016344898997025907
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1568,-0.0009199240438230203
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1569,0.0022077683182664364
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1570,-0.006415824086488364
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1571,-0.01406215611277735
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1572,0.0012832231428422211
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1573,-0.003657169580152081
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1574,-0.007106245350126283
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1575,0.008963372245463761
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1576,0.0014413290731554484
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1577,-0.0019462861461773129
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1578,-0.0008792346202912871
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1579,-0.00692023859388546
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1580,-0.0020638930492236666
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1581,-0.005978914239226296
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1582,0.0032949962435748215
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1583,0.00031583979828980513
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1584,0.005034982714467649
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1585,0.004390067092819019
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1586,0.0019671919639622135
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1587,0.002464505108595334
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1588,0.008784810302792174
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1589,-0.005742146052797778
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1590,0.004289112995020372
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1591,-0.008117657153045441
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1592,0.004089699610975335
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1593,0.003194022083977984
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1594,0.012894124549816031
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1595,-0.010484949959128863
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1596,0.00048055559761015236
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1597,-0.0003445864622159625
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1598,0.0032771876008598124
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1599,0.00010696677918312669
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1600,-0.004202111115543931
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1601,0.008935689769701095
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1602,-0.006549682086286566
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1603,0.006099767070162524
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1604,-0.00010924673562336023
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1605,-0.00825438685691231
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1606,0.002641069908816771
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1607,-0.0030660835277141548
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1608,0.0035457462040247617
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1609,-0.0072342059732377435
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1610,-0.0007805208647149399
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1611,-0.0022535199564378034
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1612,0.005344981645603496
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1613,0.011319641354252126
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1614,-0.0014598913433677225
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1615,0.003875161798625888
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1616,-0.008926806642897724
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1617,6.216997896630694e-05
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1618,0.006329796491221152
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1619,5.171665700349521e-05
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1620,-0.005488540122533262
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1621,-0.005638525110057765
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1622,-0.008233914900141947
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1623,-0.00404484251364119
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1624,-0.0001380349820290663
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1625,0.0011433473510090394
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1626,-0.003494190443760848
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1627,-0.0017112082076304281
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1628,0.005885208321561793
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1629,0.0008125723553510057
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1630,-0.0007924361837288434
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1631,0.003412970047450012
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1632,0.0080128807621667
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1633,-0.0021160342237232154
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1634,0.0027447234966063026
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1635,-0.004477820475989681
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1636,0.0032196082338559273
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1637,0.0007479644787459143
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1638,-0.00020519747122658727
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1639,0.0064452134153927185
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1640,-0.0020263934563781315
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1641,0.007810288901175234
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1642,-0.01003729752931498
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1643,0.001915760326248372
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1644,-0.00015922990618771397
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1645,-0.0017260096423852625
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1646,-0.012011033319399761
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1647,0.005693961255174528
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1648,0.002434965314839624
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1649,-0.005731883823926494
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1650,0.01339226540025495
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1651,-0.0008215031529985217
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1652,-0.0025291061144802054
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1653,-0.00655827201277279
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1654,0.003478065729305847
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1655,0.007198112548353931
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1656,0.0007662819338112837
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1657,0.0010710856366142778
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1658,0.007892587176200661
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1659,-0.0008324506171903405
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1660,-0.004073472417290858
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1661,-0.005191177543934921
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1662,0.007948161015280267
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1663,-0.0021932798981720222
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1664,-0.003492482223169298
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1665,0.006564554249628936
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1666,-0.01113824674155464
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1667,-0.011008940045242848
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1668,0.0013726221441626124
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1669,0.007520094505849109
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1670,0.001357196963475348
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1671,-0.005714959918504829
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1672,0.012529733488307805
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1673,0.002015330752252566
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1674,0.002548942550283238
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1675,-0.0030427609518431224
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1676,-0.0007064279370319106
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1677,0.0025810700295828006
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1678,0.0031077832425531146
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1679,-0.0008671966686832125
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1680,0.005736260339637417
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1681,0.001675484112383991
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1682,0.004601285496752616
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1683,-0.0036461297671075755
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1684,-0.0019331496288931892
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1685,-0.0027616585885424983
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1686,0.0029789438867994797
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1687,0.0017378296470993957
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1688,0.004683883302008407
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1689,9.430048951864989e-05
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1690,-0.00030286312668358783
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1691,0.010826087702570488
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1692,0.0009381097764917738
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1693,0.002892583172268362
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1694,-0.0023220514524262964
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1695,0.0031470567814349724
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1696,-0.00824099414951579
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1697,0.006629015445652141
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1698,-0.008314700346754671
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1699,0.0005647926056734795
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1700,-0.0037094871132088993
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1701,7.826856443509415e-06
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1702,0.0035525422636656363
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1703,0.003993218991765037
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1704,0.006340431931259906
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1705,0.002949986941313934
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1706,0.0024262038680923723
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1707,0.006345458734664986
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1708,-0.003149538084418036
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1709,0.003915848838389559
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1710,0.005130899651378487
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1711,2.8340400267532772e-05
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1712,-0.0046408497095191655
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1713,0.0045680993489762775
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1714,0.0036097693390768995
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1715,5.63360059748512e-05
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1716,-0.002766826563896487
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1717,-0.00045537018124227366
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1718,0.0014976096787876513
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1719,0.007550767697253994
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1720,-0.006003270363367682
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1721,-0.0014618707803076853
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1722,-0.005484649117328459
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1723,0.00011535919244480001
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1724,0.0022530886053611903
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1725,0.0025150879353210264
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1726,0.0009307505111557097
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1727,-0.00882944983312889
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1728,-0.0045351139116814685
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1729,0.002148491432776555
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1730,-0.007232518135879932
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1731,-0.00862274976188266
ref_variant_vs_D094,pts,wf_eval_2023_24,V4,1732,-0.008691660986738712
