capture_utc,game_date,game_id,away_team,home_team,official_name,official_num,crew_role,source
20260818T223002Z,2026-08-18,1022600263,Los Angeles Sparks,Connecticut Sun,Sarah Williams,44,Referee,official_nba_json
20260818T223002Z,2026-08-18,1022600263,Los Angeles Sparks,Connecticut Sun,Kelsey Reynolds,22,Umpire,official_nba_json
20260818T223002Z,2026-08-18,1022600264,Indiana Fever,Toronto Tempo,Kevin Fahy,43,Crew Chief,official_nba_json
20260818T223002Z,2026-08-18,1022600264,Indiana Fever,Toronto Tempo,Clare Simmons,28,Referee,official_nba_json
20260818T223002Z,2026-08-18,1022600264,Indiana Fever,Toronto Tempo,Ryan Sassano,3,Umpire,official_nba_json
20260818T223002Z,2026-08-18,1022600265,New York Liberty,Chicago Sky,Isaac Barnett,16,Crew Chief,official_nba_json
20260818T223002Z,2026-08-18,1022600265,New York Liberty,Chicago Sky,Ashley Gloss,10,Referee,official_nba_json
20260818T223002Z,2026-08-18,1022600265,New York Liberty,Chicago Sky,Agon Abazi,32,Umpire,official_nba_json
20260818T223002Z,2026-08-18,1022600266,Atlanta Dream,Las Vegas Aces,Roy Gulbeyan,42,Crew Chief,official_nba_json
20260818T223002Z,2026-08-18,1022600266,Atlanta Dream,Las Vegas Aces,Amy Bonner,31,Referee,official_nba_json
20260818T223002Z,2026-08-18,1022600266,Atlanta Dream,Las Vegas Aces,Toni Patillo,76,Umpire,official_nba_json
20260819T140003Z,2026-08-19,1022600267,Toronto Tempo,Washington Mystics,Isaac Barnett,16,Crew Chief,official_nba_json
20260819T140003Z,2026-08-19,1022600267,Toronto Tempo,Washington Mystics,Jason Alabanza,29,Referee,official_nba_json
20260819T140003Z,2026-08-19,1022600267,Toronto Tempo,Washington Mystics,Ken Jones,36,Umpire,official_nba_json
20260819T140003Z,2026-08-19,1022600268,Minnesota Lynx,Golden State Valkyries,Maj Forsberg,34,Crew Chief,official_nba_json
20260819T140003Z,2026-08-19,1022600268,Minnesota Lynx,Golden State Valkyries,Randy Richardson,11,Referee,official_nba_json
20260819T140003Z,2026-08-19,1022600268,Minnesota Lynx,Golden State Valkyries,Angel Kent,26,Umpire,official_nba_json
