source,key,value,screen,classification,evidence,effect_carrying_null
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0033_aggregation_level\FINDINGS.json,.s07_gap_decomposition.per_cell_power[5].MDE80_MAE_points,4.926402572053959,E1_I0033_aggregation_level,ANALYTIC_2.800xSD,value/null_sd = 2.800000 in the same record,True
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0033_aggregation_level\FINDINGS.json,.s08_which_level.which_level[0].MDE80_MAE,3.2332937905692,E1_I0033_aggregation_level,ANALYTIC_2.800xSD,value/null_sd = 2.800000 in the same record,True
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0033_aggregation_level\FINDINGS.json,.s08_which_level.which_level[0].NORM_MDE80_MAE,1.3059611095892183,E1_I0033_aggregation_level,ANALYTIC_2.800xSD,value/null_sd = 2.800000 in the same record,True
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0033_aggregation_level\FINDINGS.json,.s08_which_level.which_level[1].MDE80_MAE,2.9711695664841935,E1_I0033_aggregation_level,ANALYTIC_2.800xSD,value/null_sd = 2.800000 in the same record,True
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0033_aggregation_level\FINDINGS.json,.s08_which_level.which_level[1].NORM_MDE80_MAE,1.2367442450827257,E1_I0033_aggregation_level,ANALYTIC_2.800xSD,value/null_sd = 2.800000 in the same record,True
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0033_aggregation_level\FINDINGS.json,.s08_which_level.which_level[2].MDE80_MAE,0.5136514711125948,E1_I0033_aggregation_level,ANALYTIC_2.800xSD,value/null_sd = 2.800000 in the same record,True
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0033_aggregation_level\FINDINGS.json,.s08_which_level.which_level[2].NORM_MDE80_MAE,0.21319296700683954,E1_I0033_aggregation_level,ANALYTIC_2.800xSD,value/null_sd = 2.800000 in the same record,True
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0033_aggregation_level\FINDINGS.json,.s08_which_level.which_level[3].MDE80_MAE,0.399530907574123,E1_I0033_aggregation_level,ANALYTIC_2.800xSD,value/null_sd = 2.800000 in the same record,True
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0033_aggregation_level\FINDINGS.json,.s08_which_level.which_level[3].NORM_MDE80_MAE,0.18297965998778543,E1_I0033_aggregation_level,ANALYTIC_2.800xSD,value/null_sd = 2.800000 in the same record,True
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0033_aggregation_level\FINDINGS.json,.s08_which_level.which_level[4].MDE80_MAE,1.4110159742584187,E1_I0033_aggregation_level,ANALYTIC_2.800xSD,value/null_sd = 2.800000 in the same record,True
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0033_aggregation_level\FINDINGS.json,.s08_which_level.which_level[4].NORM_MDE80_MAE,0.4351746471637579,E1_I0033_aggregation_level,ANALYTIC_2.800xSD,value/null_sd = 2.800000 in the same record,True
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0033_aggregation_level\FINDINGS.json,.s08_which_level.which_level[5].MDE80_MAE,0.7424035637438177,E1_I0033_aggregation_level,ANALYTIC_2.800xSD,value/null_sd = 2.800000 in the same record,True
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0033_aggregation_level\FINDINGS.json,.s08_which_level.which_level[5].NORM_MDE80_MAE,0.23026106916747413,E1_I0033_aggregation_level,ANALYTIC_2.800xSD,value/null_sd = 2.800000 in the same record,True
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0033_aggregation_level\FINDINGS.json,.s09_ft_composition.arithmetic_ceiling.d103_single_cell_floor,0.00102,E1_I0033_aggregation_level,INJECTION_OR_OTHER,,False
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0033_aggregation_level\FINDINGS.json,.s09_ft_composition.arithmetic_ceiling.ratio_below_d103_floor,525.6486398959111,E1_I0033_aggregation_level,INJECTION_OR_OTHER,,False
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0033_aggregation_level\FINDINGS.json,.s09_ft_composition.ft_cells.P07.MDE80_MAE,0.00238584855071539,E1_I0033_aggregation_level,ANALYTIC_2.800xSD,value/null_sd = 2.800000 in the same record,True
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0033_aggregation_level\FINDINGS.json,.s09_ft_composition.ft_cells.P08.MDE80_MAE,0.04673738674487193,E1_I0033_aggregation_level,ANALYTIC_2.800xSD,value/null_sd = 2.800000 in the same record,True
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0033_aggregation_level\FINDINGS.json,.s09_ft_composition.ft_cells.P07b_EXPLORATORY.MDE80_MAE,0.04298270845997877,E1_I0033_aggregation_level,ANALYTIC_2.800xSD,value/null_sd = 2.800000 in the same record,True
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0033_aggregation_level\FINDINGS.json,.s10_player_value.absence_aware_forecast_ORACLE_ABSENCE.MDE80,0.00583683713091296,E1_I0033_aggregation_level,ANALYTIC_2.800xSD,value/null_sd = 2.800000 in the same record,True
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0033_aggregation_level\FINDINGS.json,.s10b_absence_precision.smallest_detected_beta,0.1,E1_I0033_aggregation_level,INJECTION_OR_OTHER,,False
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0034_redistribution\FINDINGS.json,.cells.P01_LEAKAGE_minutes.MDE80,0.04834974129887526,E1_I0034_redistribution,ANALYTIC_2.800xSD,value/null_sd = 2.800000 in the same record,True
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0034_redistribution\FINDINGS.json,.cells.P01_LEAKAGE_fga.MDE80,0.04754483151224397,E1_I0034_redistribution,ANALYTIC_2.800xSD,value/null_sd = 2.800000 in the same record,True
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0034_redistribution\FINDINGS.json,.cells.P01_LEAKAGE_pts.MDE80,0.05036121731520569,E1_I0034_redistribution,ANALYTIC_2.800xSD,value/null_sd = 2.800000 in the same record,True
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0034_redistribution\FINDINGS.json,.cells.P02_TILT_minutes.MDE80,0.08267000006642507,E1_I0034_redistribution,ANALYTIC_2.800xSD,value/null_sd = 2.800000 in the same record,True
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0034_redistribution\FINDINGS.json,.cells.P02_TILT_fga.MDE80,0.1306489418527687,E1_I0034_redistribution,ANALYTIC_2.800xSD,value/null_sd = 2.800000 in the same record,True
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0034_redistribution\FINDINGS.json,.cells.P02_TILT_pts.MDE80,0.18128947628421024,E1_I0034_redistribution,ANALYTIC_2.800xSD,value/null_sd = 2.800000 in the same record,True
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0034_redistribution\FINDINGS.json,.cells.P03_GAIN_vs_BASE5_ORACLEABS_minutes.MDE80,0.025291771187614717,E1_I0034_redistribution,ANALYTIC_2.800xSD,value/null_sd = 2.800000 in the same record,True
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0034_redistribution\FINDINGS.json,.cells.P03_GAIN_vs_BASE5_ORACLEABS_minutes.MDE80_analytic,0.025291771187614717,E1_I0034_redistribution,ANALYTIC_2.800xSD,value/null_sd = 2.800000 in the same record,True
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0034_redistribution\FINDINGS.json,.cells.P03_GAIN_vs_BASE5_ORACLEABS_minutes.MDE80_injection_verified,0.030787046438979403,E1_I0034_redistribution,INJECTION_OR_OTHER,"value/null_sd = 3.408, 0.009 (no constant fingerprint)",False
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0034_redistribution\FINDINGS.json,.cells.P03_GAIN_vs_BASE5_ORACLEABS_minutes.MDE80_injection_over_analytic,1.2172752240481957,E1_I0034_redistribution,INJECTION_OR_OTHER,"value/null_sd = 134.762, 0.357 (no constant fingerprint)",False
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0034_redistribution\FINDINGS.json,.cells.P03_GAIN_vs_BASE5_ORACLEABS_minutes.empirical_power_at_observed_effect,0.7833333333333338,E1_I0034_redistribution,INJECTION_OR_OTHER,"value/null_sd = 86.721, 0.230 (no constant fingerprint)",False
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0034_redistribution\FINDINGS.json,.cells.P03_GAIN_vs_BASE5_ORACLEABS_fga.MDE80,0.009187293067710975,E1_I0034_redistribution,ANALYTIC_2.800xSD,value/null_sd = 2.800000 in the same record,True
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0034_redistribution\FINDINGS.json,.cells.P03_GAIN_vs_BASE5_ORACLEABS_fga.MDE80_analytic,0.009187293067710975,E1_I0034_redistribution,ANALYTIC_2.800xSD,value/null_sd = 2.800000 in the same record,True
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0034_redistribution\FINDINGS.json,.cells.P03_GAIN_vs_BASE5_ORACLEABS_fga.MDE80_injection_verified,0.0147996239925531,E1_I0034_redistribution,INJECTION_OR_OTHER,"value/null_sd = 4.510, 0.003 (no constant fingerprint)",False
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0034_redistribution\FINDINGS.json,.cells.P03_GAIN_vs_BASE5_ORACLEABS_fga.MDE80_injection_over_analytic,1.610879709994975,E1_I0034_redistribution,INJECTION_OR_OTHER,"value/null_sd = 490.946, 0.357 (no constant fingerprint)",False
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0034_redistribution\FINDINGS.json,.cells.P03_GAIN_vs_BASE5_ORACLEABS_fga.empirical_power_at_observed_effect,0.3000000000000054,E1_I0034_redistribution,INJECTION_OR_OTHER,"value/null_sd = 91.431, 0.067 (no constant fingerprint)",False
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0034_redistribution\FINDINGS.json,.cells.P03_GAIN_vs_BASE5_ORACLEABS_pts.MDE80,0.008863947856756059,E1_I0034_redistribution,ANALYTIC_2.800xSD,value/null_sd = 2.800000 in the same record,True
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0034_redistribution\FINDINGS.json,.cells.P03_GAIN_vs_BASE5_ORACLEABS_pts.MDE80_analytic,0.008863947856756059,E1_I0034_redistribution,ANALYTIC_2.800xSD,value/null_sd = 2.800000 in the same record,True
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0034_redistribution\FINDINGS.json,.cells.P03_GAIN_vs_BASE5_ORACLEABS_pts.MDE80_injection_verified,0.030110400067300196,E1_I0034_redistribution,INJECTION_OR_OTHER,"value/null_sd = 9.511, 0.003 (no constant fingerprint)",False
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0034_redistribution\FINDINGS.json,.cells.P03_GAIN_vs_BASE5_ORACLEABS_pts.MDE80_injection_over_analytic,3.3969513983941355,E1_I0034_redistribution,INJECTION_OR_OTHER,"value/null_sd = 1073.051, 0.357 (no constant fingerprint)",False
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0034_redistribution\FINDINGS.json,.cells.P03_GAIN_vs_BASE5_ORACLEABS_pts.empirical_power_at_observed_effect,0.033333333333334825,E1_I0034_redistribution,INJECTION_OR_OTHER,"value/null_sd = 10.530, 0.004 (no constant fingerprint)",False
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0034_redistribution\FINDINGS.json,.cells.P04_GAIN_vs_CHAMPION_ORACLEABS_minutes.MDE80,0.02538340215537493,E1_I0034_redistribution,ANALYTIC_2.800xSD,value/null_sd = 2.800000 in the same record,True
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0034_redistribution\FINDINGS.json,.cells.P04_GAIN_vs_CHAMPION_ORACLEABS_fga.MDE80,0.010004615895619427,E1_I0034_redistribution,ANALYTIC_2.800xSD,value/null_sd = 2.800000 in the same record,True
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0034_redistribution\FINDINGS.json,.cells.P04_GAIN_vs_CHAMPION_ORACLEABS_pts.MDE80,0.013772401786782438,E1_I0034_redistribution,ANALYTIC_2.800xSD,value/null_sd = 2.800000 in the same record,True
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0034_redistribution\FINDINGS.json,.cells.P05_POSITION_MATCH_minutes.MDE80,0.15274776041526505,E1_I0034_redistribution,ANALYTIC_2.800xSD,value/null_sd = 2.800000 in the same record,True
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0034_redistribution\FINDINGS.json,.cells.P06_NEGCONTROL_PSEUDOABSENCE_minutes.MDE80,0.007957848373204604,E1_I0034_redistribution,ANALYTIC_2.800xSD,value/null_sd = 2.800000 in the same record,True
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0034_redistribution\FINDINGS.json,.power.injection_P03_fullpath[0].MDE80,0.024436126109567004,E1_I0034_redistribution,ANALYTIC_2.800xSD,value/null_sd = 2.800000 in the same record,True
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0034_redistribution\FINDINGS.json,.power.injection_P03_fullpath[1].MDE80,0.032494227338671355,E1_I0034_redistribution,ANALYTIC_2.800xSD,value/null_sd = 2.800000 in the same record,True
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0034_redistribution\FINDINGS.json,.power.injection_P03_fullpath[2].MDE80,0.04596909254027298,E1_I0034_redistribution,ANALYTIC_2.800xSD,value/null_sd = 2.800000 in the same record,True
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0034_redistribution\FINDINGS.json,.power.injection_P03_fullpath[3].MDE80,0.07429508843216838,E1_I0034_redistribution,ANALYTIC_2.800xSD,value/null_sd = 2.800000 in the same record,True
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0034_redistribution\FINDINGS.json,.power.injection_P03_fullpath[4].MDE80,0.14366440147667892,E1_I0034_redistribution,ANALYTIC_2.800xSD,value/null_sd = 2.800000 in the same record,True
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0034_redistribution\FINDINGS.json,.power.injection_P03_fullpath[5].MDE80,0.009162369735218159,E1_I0034_redistribution,ANALYTIC_2.800xSD,value/null_sd = 2.800000 in the same record,True
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0034_redistribution\FINDINGS.json,.power.injection_P03_fullpath[6].MDE80,0.01116387930552895,E1_I0034_redistribution,ANALYTIC_2.800xSD,value/null_sd = 2.800000 in the same record,True
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0034_redistribution\FINDINGS.json,.power.injection_P03_fullpath[7].MDE80,0.015458549514446003,E1_I0034_redistribution,ANALYTIC_2.800xSD,value/null_sd = 2.800000 in the same record,True
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0034_redistribution\FINDINGS.json,.power.injection_P03_fullpath[8].MDE80,0.022095150375816986,E1_I0034_redistribution,ANALYTIC_2.800xSD,value/null_sd = 2.800000 in the same record,True
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0034_redistribution\FINDINGS.json,.power.injection_P03_fullpath[9].MDE80,0.04149451101738357,E1_I0034_redistribution,ANALYTIC_2.800xSD,value/null_sd = 2.800000 in the same record,True
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0034_redistribution\FINDINGS.json,.power.injection_P03_fullpath[10].MDE80,0.009239097501952157,E1_I0034_redistribution,ANALYTIC_2.800xSD,value/null_sd = 2.800000 in the same record,True
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0034_redistribution\FINDINGS.json,.power.injection_P03_fullpath[11].MDE80,0.011548832201908934,E1_I0034_redistribution,ANALYTIC_2.800xSD,value/null_sd = 2.800000 in the same record,True
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0034_redistribution\FINDINGS.json,.power.injection_P03_fullpath[12].MDE80,0.01574155701032595,E1_I0034_redistribution,ANALYTIC_2.800xSD,value/null_sd = 2.800000 in the same record,True
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0034_redistribution\FINDINGS.json,.power.injection_P03_fullpath[13].MDE80,0.021485319692488025,E1_I0034_redistribution,ANALYTIC_2.800xSD,value/null_sd = 2.800000 in the same record,True
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0034_redistribution\FINDINGS.json,.power.injection_P03_fullpath[14].MDE80,0.03847071713844348,E1_I0034_redistribution,ANALYTIC_2.800xSD,value/null_sd = 2.800000 in the same record,True
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0034_redistribution\FINDINGS.json,.null_audit_ADDED_AFTER_HASH.bootstrap_floors[0].analytic_MDE80,0.025291771187614717,E1_I0034_redistribution,ANALYTIC_2.800xSD,value/null_sd = 2.800000 in the same record,True
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0034_redistribution\FINDINGS.json,.null_audit_ADDED_AFTER_HASH.bootstrap_floors[0].bootstrap_MDE80,0.024347739416623118,E1_I0034_redistribution,INJECTION_OR_OTHER,value/null_sd = 2.695 (no constant fingerprint),False
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0034_redistribution\FINDINGS.json,.null_audit_ADDED_AFTER_HASH.bootstrap_floors[1].analytic_MDE80,0.02538340215537493,E1_I0034_redistribution,ANALYTIC_2.800xSD,value/null_sd = 2.800000 in the same record,True
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0034_redistribution\FINDINGS.json,.null_audit_ADDED_AFTER_HASH.bootstrap_floors[1].bootstrap_MDE80,0.024612195366816674,E1_I0034_redistribution,INJECTION_OR_OTHER,value/null_sd = 2.715 (no constant fingerprint),False
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0034_redistribution\FINDINGS.json,.null_audit_ADDED_AFTER_HASH.bootstrap_floors[2].analytic_MDE80,0.009187293067710975,E1_I0034_redistribution,ANALYTIC_2.800xSD,value/null_sd = 2.800000 in the same record,True
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0034_redistribution\FINDINGS.json,.null_audit_ADDED_AFTER_HASH.bootstrap_floors[2].bootstrap_MDE80,0.00915257636040267,E1_I0034_redistribution,INJECTION_OR_OTHER,value/null_sd = 2.789 (no constant fingerprint),False
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0034_redistribution\FINDINGS.json,.null_audit_ADDED_AFTER_HASH.bootstrap_floors[3].analytic_MDE80,0.010004615895619427,E1_I0034_redistribution,ANALYTIC_2.800xSD,value/null_sd = 2.800000 in the same record,True
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0034_redistribution\FINDINGS.json,.null_audit_ADDED_AFTER_HASH.bootstrap_floors[3].bootstrap_MDE80,0.01013681181319948,E1_I0034_redistribution,INJECTION_OR_OTHER,value/null_sd = 2.837 (no constant fingerprint),False
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0034_redistribution\FINDINGS.json,.null_audit_ADDED_AFTER_HASH.bootstrap_floors[4].analytic_MDE80,0.008863947856756059,E1_I0034_redistribution,ANALYTIC_2.800xSD,value/null_sd = 2.800000 in the same record,True
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0034_redistribution\FINDINGS.json,.null_audit_ADDED_AFTER_HASH.bootstrap_floors[4].bootstrap_MDE80,0.00897137363196833,E1_I0034_redistribution,INJECTION_OR_OTHER,value/null_sd = 2.834 (no constant fingerprint),False
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0034_redistribution\FINDINGS.json,.null_audit_ADDED_AFTER_HASH.bootstrap_floors[5].analytic_MDE80,0.013772401786782438,E1_I0034_redistribution,ANALYTIC_2.800xSD,value/null_sd = 2.800000 in the same record,True
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0034_redistribution\FINDINGS.json,.null_audit_ADDED_AFTER_HASH.bootstrap_floors[5].bootstrap_MDE80,0.013453673689517552,E1_I0034_redistribution,INJECTION_OR_OTHER,value/null_sd = 2.735 (no constant fingerprint),False
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0034_redistribution\FINDINGS.json,.null_audit_ADDED_AFTER_HASH.simulated_power_curve[0].empirical_power,0.7833333333333333,E1_I0034_redistribution,INJECTION_OR_OTHER,value/null_sd =  (no constant fingerprint),False
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0034_redistribution\FINDINGS.json,.null_audit_ADDED_AFTER_HASH.simulated_power_curve[1].empirical_power,0.9,E1_I0034_redistribution,INJECTION_OR_OTHER,value/null_sd = 0.900 (no constant fingerprint),False
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0034_redistribution\FINDINGS.json,.null_audit_ADDED_AFTER_HASH.simulated_power_curve[2].empirical_power,1.0,E1_I0034_redistribution,INJECTION_OR_OTHER,value/null_sd = 0.500 (no constant fingerprint),False
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0034_redistribution\FINDINGS.json,.null_audit_ADDED_AFTER_HASH.simulated_power_curve[3].empirical_power,1.0,E1_I0034_redistribution,INJECTION_OR_OTHER,value/null_sd = 0.357 (no constant fingerprint),False
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0034_redistribution\FINDINGS.json,.null_audit_ADDED_AFTER_HASH.simulated_power_curve[4].empirical_power,1.0,E1_I0034_redistribution,INJECTION_OR_OTHER,value/null_sd = 0.250 (no constant fingerprint),False
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0034_redistribution\FINDINGS.json,.null_audit_ADDED_AFTER_HASH.simulated_power_curve[5].empirical_power,0.3,E1_I0034_redistribution,INJECTION_OR_OTHER,value/null_sd =  (no constant fingerprint),False
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0034_redistribution\FINDINGS.json,.null_audit_ADDED_AFTER_HASH.simulated_power_curve[6].empirical_power,0.6333333333333333,E1_I0034_redistribution,INJECTION_OR_OTHER,value/null_sd = 0.633 (no constant fingerprint),False
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0034_redistribution\FINDINGS.json,.null_audit_ADDED_AFTER_HASH.simulated_power_curve[7].empirical_power,0.75,E1_I0034_redistribution,INJECTION_OR_OTHER,value/null_sd = 0.375 (no constant fingerprint),False
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0034_redistribution\FINDINGS.json,.null_audit_ADDED_AFTER_HASH.simulated_power_curve[8].empirical_power,0.9,E1_I0034_redistribution,INJECTION_OR_OTHER,value/null_sd = 0.321 (no constant fingerprint),False
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0034_redistribution\FINDINGS.json,.null_audit_ADDED_AFTER_HASH.simulated_power_curve[9].empirical_power,0.95,E1_I0034_redistribution,INJECTION_OR_OTHER,value/null_sd = 0.237 (no constant fingerprint),False
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0034_redistribution\FINDINGS.json,.null_audit_ADDED_AFTER_HASH.simulated_power_curve[10].empirical_power,0.03333333333333333,E1_I0034_redistribution,INJECTION_OR_OTHER,value/null_sd =  (no constant fingerprint),False
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0034_redistribution\FINDINGS.json,.null_audit_ADDED_AFTER_HASH.simulated_power_curve[11].empirical_power,0.1,E1_I0034_redistribution,INJECTION_OR_OTHER,value/null_sd = 0.100 (no constant fingerprint),False
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0034_redistribution\FINDINGS.json,.null_audit_ADDED_AFTER_HASH.simulated_power_curve[12].empirical_power,0.23333333333333334,E1_I0034_redistribution,INJECTION_OR_OTHER,value/null_sd = 0.117 (no constant fingerprint),False
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0034_redistribution\FINDINGS.json,.null_audit_ADDED_AFTER_HASH.simulated_power_curve[13].empirical_power,0.38333333333333336,E1_I0034_redistribution,INJECTION_OR_OTHER,value/null_sd = 0.137 (no constant fingerprint),False
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0034_redistribution\FINDINGS.json,.null_audit_ADDED_AFTER_HASH.simulated_power_curve[14].empirical_power,0.4666666666666667,E1_I0034_redistribution,INJECTION_OR_OTHER,value/null_sd = 0.117 (no constant fingerprint),False
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0034_redistribution\FINDINGS.json,.secondary_and_stratification.secondary_W1[0].W1_MDE80,0.05057555046975206,E1_I0034_redistribution,ANALYTIC_2.800xSD,value/null_sd = 2.800000 in the same record,True
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0034_redistribution\FINDINGS.json,.secondary_and_stratification.secondary_W1[1].W1_MDE80,0.050361722552911735,E1_I0034_redistribution,ANALYTIC_2.800xSD,value/null_sd = 2.800000 in the same record,True
