file,line,op,method,keys,class,name_evidence,src
exploration/E1_I0004_fga_forecast/build_forecasts.py,207,GROUPBY,groupby,OPP_TEAM_ID|season|GAME_ID|game_date|zone,NOT_PLAYER_KEYED,,"shots5.groupby(['OPP_TEAM_ID', 'season', 'GAME_ID', 'game_date', 'zone'])"
exploration/E1_I0004_fga_forecast/build_forecasts.py,408,GROUPBY,groupby,season|game_date,NOT_PLAYER_KEYED,,"pg.groupby(['season', 'game_date'])"
exploration/E1_I0004_fga_forecast/build_forecasts.py,414,GROUPBY,groupby,season|game_date,NOT_PLAYER_KEYED,,"pg.dropna(subset=['min_played']).groupby(['season', 'game_date'])"
exploration/E1_I0004_fga_forecast/build_forecasts.py,455,GROUPBY,groupby,season|game_date,NOT_PLAYER_KEYED,,"tgw.groupby(['season', 'game_date'])"
exploration/E1_I0004_fga_forecast/build_forecasts.py,536,GROUPBY,groupby,season|game_date|zone,NOT_PLAYER_KEYED,,"shots5.groupby(['season', 'game_date', 'zone'])"
exploration/E1_I0004_fga_forecast/build_forecasts.py,158,GROUPBY,groupby,PLAYER_ID|season|GAME_ID|zone,PLAYER_ID_KEYED,player_id,"shots5.groupby(['PLAYER_ID', 'season', 'GAME_ID', 'zone'])"
exploration/E1_I0004_fga_forecast/build_forecasts.py,378,GROUPBY,groupby,PLAYER_ID|season|GAME_ID,PLAYER_ID_KEYED,player_id,"shots5.assign(v=shots5['zone'].map(ZONE_PTS) * shots5['made']).groupby(['PLAYER_ID', 'season', 'GAME_ID'])"
exploration/E1_I0004_fga_forecast/build_forecasts.py,193,GROUPBY,groupby,season|game_date,NOT_PLAYER_KEYED,,"shots5.groupby(['season', 'game_date'])"
exploration/E1_I0004_fga_forecast/build_forecasts.py,378,LOOKUP,map,zone,NOT_PLAYER_KEYED,,shots5['zone'].map(ZONE_PTS)
exploration/E1_I0004_fga_forecast/check_pooled_vs_wf.py,23,UNIQUE,unique,season,NOT_PLAYER_KEYED,,F['season'].unique()
exploration/E1_I0004_fga_forecast/check_pooled_vs_wf.py,32,UNIQUE,unique,<none>,UNRESOLVED_KEY,,"np.unique(dc, return_index=True)"
exploration/E1_I0004_fga_forecast/check_pooled_vs_wf.py,22,MEMBERSHIP,isin,<var:PARTITION>|season,NOT_PLAYER_KEYED,,F['season'].isin(PARTITION)
exploration/E1_I0004_fga_forecast/check_pooled_vs_wf.py,62,SORT,sort_values,game_date|game_id|player_id,PLAYER_ID_KEYED,player_id,"d.sort_values(['game_date', 'game_id', 'player_id'], kind='stable')"
exploration/E1_I0004_fga_forecast/end_to_end.py,351,JOIN,merge,player_id|season|game_id,PLAYER_ID_KEYED,player_id,"full.merge(meta, on=['player_id', 'season', 'game_id'], how='left')"
exploration/E1_I0004_fga_forecast/end_to_end.py,146,UNIQUE,unique,<none>,UNRESOLVED_KEY,,"np.unique(key, return_inverse=True)"
exploration/E1_I0004_fga_forecast/end_to_end.py,348,DEDUP,drop_duplicates,player_id|season|game_id,PLAYER_ID_KEYED,player_id,"F.drop_duplicates(subset=['player_id', 'season', 'game_id'])"
exploration/E1_I0004_fga_forecast/end_to_end.py,78,UNIQUE,unique,season,NOT_PLAYER_KEYED,,F['season'].unique()
exploration/E1_I0004_fga_forecast/end_to_end.py,100,UNIQUE,unique,<none>,UNRESOLVED_KEY,,"np.unique(date_codes, return_index=True)"
exploration/E1_I0004_fga_forecast/end_to_end.py,343,PIVOT,pivot_table,player_id|season|game_id|OPP_TEAM_ID|game_date|zone,PLAYER_ID_KEYED,player_id,"F.pivot_table(index=['player_id', 'season', 'game_id', 'OPP_TEAM_ID', 'game_date'], columns='zone', values=['S1', 'OS', "
exploration/E1_I0004_fga_forecast/end_to_end.py,352,SORT,sort_values,game_date|game_id|player_id,PLAYER_ID_KEYED,player_id,"full.sort_values(['game_date', 'game_id', 'player_id'], kind='stable')"
exploration/E1_I0004_fga_forecast/end_to_end.py,587,UNIQUE,unique,season,NOT_PLAYER_KEYED,,F['season'].unique()
exploration/E1_I0004_fga_forecast/end_to_end.py,77,MEMBERSHIP,isin,<var:PARTITION>|season,NOT_PLAYER_KEYED,,F['season'].isin(PARTITION)
exploration/E1_I0004_fga_forecast/end_to_end.py,134,UNIQUE,unique,<none>,UNRESOLVED_KEY,,np.unique(ss)
exploration/E1_I0004_fga_forecast/end_to_end.py,169,SORT,sort_values,game_date|game_id|player_id,PLAYER_ID_KEYED,player_id,"d.sort_values(['game_date', 'game_id', 'player_id'], kind='stable')"
exploration/E1_I0004_fga_forecast/end_to_end.py,79,UNIQUE,unique,season,NOT_PLAYER_KEYED,,F['season'].unique()
exploration/E1_I0004_fga_forecast/end_to_end.py,557,MEMBERSHIP,isin,<var:PARTITION>|season,NOT_PLAYER_KEYED,,G['season'].isin(PARTITION)
exploration/E1_I0004_fga_forecast/end_to_end.py,561,SORT,sort_values,game_date|game_id|player_id,PLAYER_ID_KEYED,player_id,"d.sort_values(['game_date', 'game_id', 'player_id'], kind='stable')"
exploration/E1_I0004_fga_forecast/end_to_end.py,592,UNIQUE,unique,season,NOT_PLAYER_KEYED,,F['season'].unique()
exploration/E1_I0004_fga_forecast/probe_sources.py,97,UNIQUE,unique,<none>,UNRESOLVED_KEY,,sh['SHOT_ZONE_BASIC'].dropna().unique()
exploration/E1_I0004_fga_forecast/probe_sources.py,99,UNIQUE,unique,<none>,UNRESOLVED_KEY,,sh['SHOT_TYPE'].dropna().unique()
exploration/E1_I0004_fga_forecast/probe_sources.py,84,MEMBERSHIP,isin,<expr>|<expr>,UNRESOLVED_KEY,,"s.isin([2025, 2026])"
exploration/E1_I0004_fga_forecast/probe_sources.py,106,UNIQUE,unique,season,NOT_PLAYER_KEYED,,sf['season'].unique()
exploration/E1_I0004_fga_forecast/probe_sources.py,108,DEDUP,drop_duplicates,<none>,UNRESOLVED_KEY,,"sf[['player_id', 'season', 'game_id']].drop_duplicates()"
exploration/E1_I0004_fga_forecast/verify_partition.py,22,UNIQUE,unique,season,NOT_PLAYER_KEYED,,d['season'].unique()
exploration/E1_I0004_rim_finishing/build_and_measure.py,76,LOOKUP,map,SHOT_ZONE_BASIC,NOT_PLAYER_KEYED,,"shots['SHOT_ZONE_BASIC'].map(lambda z: 'Corner 3' if z in ('Left Corner 3', 'Right Corner 3') else z)"
exploration/E1_I0004_rim_finishing/build_and_measure.py,80,UNIQUE,unique,TEAM_ID,NOT_PLAYER_KEYED,,shots.groupby('GAME_ID')['TEAM_ID'].unique()
exploration/E1_I0004_rim_finishing/build_and_measure.py,106,JOIN,merge,OPP_TEAM_ID|season|zone,NOT_PLAYER_KEYED,,"s.merge(season_tot, on=['OPP_TEAM_ID', 'season', 'zone'], how='left')"
exploration/E1_I0004_rim_finishing/build_and_measure.py,107,JOIN,merge,OPP_TEAM_ID|season,NOT_PLAYER_KEYED,,"s.merge(season_pool, on=['OPP_TEAM_ID', 'season'], how='left')"
exploration/E1_I0004_rim_finishing/build_and_measure.py,108,JOIN,merge,OPP_TEAM_ID|season|GAME_ID|zone,NOT_PLAYER_KEYED,,"s.merge(game_zone, on=['OPP_TEAM_ID', 'season', 'GAME_ID', 'zone'], how='left')"
exploration/E1_I0004_rim_finishing/build_and_measure.py,109,JOIN,merge,OPP_TEAM_ID|season|GAME_ID,NOT_PLAYER_KEYED,,"s.merge(game_pool, on=['OPP_TEAM_ID', 'season', 'GAME_ID'], how='left')"
exploration/E1_I0004_rim_finishing/build_and_measure.py,123,GROUPBY,groupby,PLAYER_ID|zone,PLAYER_ID_KEYED,player_id,"pz.groupby(['PLAYER_ID', 'zone'])"
exploration/E1_I0004_rim_finishing/build_and_measure.py,129,JOIN,merge,PLAYER_ID|season|zone,PLAYER_ID_KEYED,player_id,"s.merge(b0, on=['PLAYER_ID', 'season', 'zone'], how='inner')"
exploration/E1_I0004_rim_finishing/build_and_measure.py,147,GROUPBY,groupby,zone,NOT_PLAYER_KEYED,,s.groupby('zone')
exploration/E1_I0004_rim_finishing/build_and_measure.py,202,JOIN,merge,OPP_TEAM_ID|season|GAME_ID,NOT_PLAYER_KEYED,,"og.merge(ogz, on=['OPP_TEAM_ID', 'season', 'GAME_ID'], how='left')"
exploration/E1_I0004_rim_finishing/build_and_measure.py,238,GROUPTRANSFORM,transform,<none>,UNRESOLVED_KEY,,"(_v['ra_mk'] / _v['ra_att']).groupby(_kk, sort=False).transform(lambda x: x.ewm(alpha=ALPHA_EFF, adjust=True, ignore_na="
exploration/E1_I0004_rim_finishing/build_and_measure.py,259,JOIN,merge,player_id|season|game_id,PLAYER_ID_KEYED,player_id,"pg.merge(lg[['player_id', 'season', 'game_id', 'lg_prior']], on=['player_id', 'season', 'game_id'], how='left')"
exploration/E1_I0004_rim_finishing/build_and_measure.py,261,GROUPTRANSFORM,transform,<none>,UNRESOLVED_KEY,,pg.groupby('season')['lg_prior'].transform(lambda x: x.bfill().ffill())
exploration/E1_I0004_rim_finishing/build_and_measure.py,273,JOIN,merge,GAME_ID|GAME_EVENT_ID,NOT_PLAYER_KEYED,,"ras.merge(s[['GAME_ID', 'GAME_EVENT_ID', 'opp_loo', 'opp_pool_loo']].rename(columns={'opp_loo': 'O1'}), on=['GAME_ID', '"
exploration/E1_I0004_rim_finishing/build_and_measure.py,276,JOIN,merge,OPP_TEAM_ID|season|GAME_ID,NOT_PLAYER_KEYED,,"ras.merge(og[['OPP_TEAM_ID', 'season', 'GAME_ID', 'O2']], on=['OPP_TEAM_ID', 'season', 'GAME_ID'], how='left')"
exploration/E1_I0004_rim_finishing/build_and_measure.py,278,JOIN,merge,PLAYER_ID|season,PLAYER_ID_KEYED,player_id,"ras.merge(b0[b0['zone'] == RA][['PLAYER_ID', 'season', 'B0_loso_zone_rate']], on=['PLAYER_ID', 'season'], how='left')"
exploration/E1_I0004_rim_finishing/build_and_measure.py,280,JOIN,merge,PLAYER_ID|season|GAME_ID,PLAYER_ID_KEYED,player_id,"ras.merge(pg[['player_id', 'season', 'game_id', 'B1_split_alpha_rate', 'B2_shrunk_pregame_rate', 'n_prior', 'exp_att']]."
exploration/E1_I0004_rim_finishing/build_and_measure.py,422,JOIN,merge,player_id|game_id,PLAYER_ID_KEYED,player_id,"pg.merge(shots[['GAME_ID', 'TEAM_ID', 'PLAYER_ID', 'OPP_TEAM_ID']].drop_duplicates(['GAME_ID', 'PLAYER_ID']).rename(colu"
exploration/E1_I0004_rim_finishing/build_and_measure.py,426,JOIN,merge,OPP_TEAM_ID|season|game_id,NOT_PLAYER_KEYED,,"pgm.merge(og[['OPP_TEAM_ID', 'season', 'GAME_ID', 'O2']].rename(columns={'GAME_ID': 'game_id'}), on=['OPP_TEAM_ID', 'sea"
exploration/E1_I0004_rim_finishing/build_and_measure.py,431,JOIN,merge,OPP_TEAM_ID|season|game_id,NOT_PLAYER_KEYED,,"pgm.merge(o1g, on=['OPP_TEAM_ID', 'season', 'game_id'], how='left')"
exploration/E1_I0004_rim_finishing/build_and_measure.py,323,CARDINALITY,nunique,<none>,UNRESOLVED_KEY,,cl.nunique()
exploration/E1_I0004_rim_finishing/build_and_measure.py,62,MEMBERSHIP,isin,<var:PARTITION>|season,NOT_PLAYER_KEYED,,d['season'].isin(PARTITION)
exploration/E1_I0004_rim_finishing/build_and_measure.py,72,UNIQUE,unique,season,NOT_PLAYER_KEYED,,shots['season'].unique()
exploration/E1_I0004_rim_finishing/build_and_measure.py,98,GROUPAGG,agg,<none>,UNRESOLVED_KEY,,"s.groupby(['OPP_TEAM_ID', 'season', 'zone']).agg(season_att=('made', 'size'), season_mk=('made', 'sum'))"
exploration/E1_I0004_rim_finishing/build_and_measure.py,100,GROUPAGG,agg,<none>,UNRESOLVED_KEY,,"s.groupby(['OPP_TEAM_ID', 'season']).agg(pool_att=('made', 'size'), pool_mk=('made', 'sum'))"
exploration/E1_I0004_rim_finishing/build_and_measure.py,102,GROUPAGG,agg,<none>,UNRESOLVED_KEY,,"s.groupby(['OPP_TEAM_ID', 'season', 'GAME_ID', 'zone']).agg(game_att=('made', 'size'), game_mk=('made', 'sum'))"
exploration/E1_I0004_rim_finishing/build_and_measure.py,104,GROUPAGG,agg,<none>,UNRESOLVED_KEY,,"s.groupby(['OPP_TEAM_ID', 'season', 'GAME_ID']).agg(gpool_att=('made', 'size'), gpool_mk=('made', 'sum'))"
exploration/E1_I0004_rim_finishing/build_and_measure.py,120,GROUPAGG,agg,<none>,UNRESOLVED_KEY,,"s.groupby(['PLAYER_ID', 'season', 'zone']).agg(att=('made', 'size'), mk=('made', 'sum'))"
exploration/E1_I0004_rim_finishing/build_and_measure.py,197,GROUPAGG,agg,<none>,UNRESOLVED_KEY,,"shots.groupby(['OPP_TEAM_ID', 'season', 'GAME_ID', 'game_date']).agg(pool_att=('made', 'size'), pool_mk=('made', 'sum'))"
exploration/E1_I0004_rim_finishing/build_and_measure.py,199,GROUPAGG,agg,<none>,UNRESOLVED_KEY,,"shots[shots['zone'] == RA].groupby(['OPP_TEAM_ID', 'season', 'GAME_ID']).agg(z_att=('made', 'size'), z_mk=('made', 'sum'"
exploration/E1_I0004_rim_finishing/build_and_measure.py,204,SORT,sort_values,OPP_TEAM_ID|season|game_date|GAME_ID,NOT_PLAYER_KEYED,,"og.sort_values(['OPP_TEAM_ID', 'season', 'game_date', 'GAME_ID'], kind='stable')"
exploration/E1_I0004_rim_finishing/build_and_measure.py,216,GROUPAGG,agg,<none>,UNRESOLVED_KEY,,"shots[shots['zone'] == RA].groupby(['PLAYER_ID', 'season', 'GAME_ID', 'game_date']).agg(ra_att=('made', 'size'), ra_mk=("
exploration/E1_I0004_rim_finishing/build_and_measure.py,236,SORT,sort_values,player_id|season|game_date|game_id,PLAYER_ID_KEYED,player_id,"pg.sort_values(['player_id', 'season', 'game_date', 'game_id'], kind='stable')"
exploration/E1_I0004_rim_finishing/build_and_measure.py,238,GROUPBY,groupby,<var:_kk>,UNRESOLVED_KEY,,"(_v['ra_mk'] / _v['ra_att']).groupby(_kk, sort=False)"
exploration/E1_I0004_rim_finishing/build_and_measure.py,240,GROUPBY,groupby,<var:_kk>,UNRESOLVED_KEY,,"_eff.groupby(_kk, sort=False)"
exploration/E1_I0004_rim_finishing/build_and_measure.py,250,SORT,sort_values,player_id|season|game_date|game_id,PLAYER_ID_KEYED,player_id,"pg.sort_values(['player_id', 'season', 'game_date', 'game_id'], kind='stable')"
exploration/E1_I0004_rim_finishing/build_and_measure.py,255,SORT,sort_values,season|game_date|game_id,NOT_PLAYER_KEYED,,"pg.sort_values(['season', 'game_date', 'game_id'], kind='stable')"
exploration/E1_I0004_rim_finishing/build_and_measure.py,485,UNIQUE,unique,season,NOT_PLAYER_KEYED,,COMMON['season'].unique()
exploration/E1_I0004_rim_finishing/build_and_measure.py,486,UNIQUE,unique,season,NOT_PLAYER_KEYED,,pgm['season'].unique()
exploration/E1_I0004_rim_finishing/build_and_measure.py,67,MEMBERSHIP,isin,<var:PARTITION>|season,NOT_PLAYER_KEYED,,shots['season'].isin(PARTITION)
exploration/E1_I0004_rim_finishing/build_and_measure.py,80,GROUPBY,groupby,GAME_ID,NOT_PLAYER_KEYED,,shots.groupby('GAME_ID')
exploration/E1_I0004_rim_finishing/build_and_measure.py,90,CARDINALITY,nunique,GAME_ID,NOT_PLAYER_KEYED,,shots['GAME_ID'].nunique()
exploration/E1_I0004_rim_finishing/build_and_measure.py,256,GROUPBY,groupby,season,NOT_PLAYER_KEYED,,"lg.groupby('season', sort=False)"
exploration/E1_I0004_rim_finishing/build_and_measure.py,257,GROUPBY,groupby,season,NOT_PLAYER_KEYED,,"lg.groupby('season', sort=False)"
exploration/E1_I0004_rim_finishing/build_and_measure.py,261,GROUPBY,groupby,season,NOT_PLAYER_KEYED,,pg.groupby('season')
exploration/E1_I0004_rim_finishing/build_and_measure.py,285,MEMBERSHIP,isin,<var:PARTITION>|season,NOT_PLAYER_KEYED,,ras['season'].isin(PARTITION)
exploration/E1_I0004_rim_finishing/build_and_measure.py,422,DEDUP,drop_duplicates,GAME_ID|PLAYER_ID,PLAYER_ID_KEYED,player_id,"shots[['GAME_ID', 'TEAM_ID', 'PLAYER_ID', 'OPP_TEAM_ID']].drop_duplicates(['GAME_ID', 'PLAYER_ID'])"
exploration/E1_I0004_rim_finishing/build_and_measure.py,433,MEMBERSHIP,isin,<var:PARTITION>|season,NOT_PLAYER_KEYED,,pgm['season'].isin(PARTITION)
exploration/E1_I0004_rim_finishing/build_and_measure.py,439,MEMBERSHIP,isin,<var:seasons>|season,NOT_PLAYER_KEYED,,df['season'].isin(seasons)
exploration/E1_I0004_rim_finishing/build_and_measure.py,69,UNIQUE,unique,season,NOT_PLAYER_KEYED,,shots['season'].unique()
exploration/E1_I0004_rim_finishing/build_and_measure.py,98,GROUPBY,groupby,OPP_TEAM_ID|season|zone,NOT_PLAYER_KEYED,,"s.groupby(['OPP_TEAM_ID', 'season', 'zone'])"
exploration/E1_I0004_rim_finishing/build_and_measure.py,100,GROUPBY,groupby,OPP_TEAM_ID|season,NOT_PLAYER_KEYED,,"s.groupby(['OPP_TEAM_ID', 'season'])"
exploration/E1_I0004_rim_finishing/build_and_measure.py,102,GROUPBY,groupby,OPP_TEAM_ID|season|GAME_ID|zone,NOT_PLAYER_KEYED,,"s.groupby(['OPP_TEAM_ID', 'season', 'GAME_ID', 'zone'])"
exploration/E1_I0004_rim_finishing/build_and_measure.py,104,GROUPBY,groupby,OPP_TEAM_ID|season|GAME_ID,NOT_PLAYER_KEYED,,"s.groupby(['OPP_TEAM_ID', 'season', 'GAME_ID'])"
exploration/E1_I0004_rim_finishing/build_and_measure.py,120,GROUPBY,groupby,PLAYER_ID|season|zone,PLAYER_ID_KEYED,player_id,"s.groupby(['PLAYER_ID', 'season', 'zone'])"
exploration/E1_I0004_rim_finishing/build_and_measure.py,197,GROUPBY,groupby,OPP_TEAM_ID|season|GAME_ID|game_date,NOT_PLAYER_KEYED,,"shots.groupby(['OPP_TEAM_ID', 'season', 'GAME_ID', 'game_date'])"
exploration/E1_I0004_rim_finishing/build_and_measure.py,199,GROUPBY,groupby,OPP_TEAM_ID|season|GAME_ID,NOT_PLAYER_KEYED,,"shots[shots['zone'] == RA].groupby(['OPP_TEAM_ID', 'season', 'GAME_ID'])"
exploration/E1_I0004_rim_finishing/build_and_measure.py,216,GROUPBY,groupby,PLAYER_ID|season|GAME_ID|game_date,PLAYER_ID_KEYED,player_id,"shots[shots['zone'] == RA].groupby(['PLAYER_ID', 'season', 'GAME_ID', 'game_date'])"
exploration/E1_I0004_rim_finishing/build_and_measure.py,226,UNIQUE,unique,season,NOT_PLAYER_KEYED,,pg['season'].unique()
exploration/E1_I0004_rim_finishing/build_and_measure.py,253,GROUPBY,groupby,<var:kk>,UNRESOLVED_KEY,,"pg.groupby(kk, sort=False)"
exploration/E1_I0004_rim_finishing/build_and_measure.py,254,GROUPBY,groupby,<var:kk>,UNRESOLVED_KEY,,"pg.groupby(kk, sort=False)"
exploration/E1_I0004_rim_finishing/build_and_measure.py,286,UNIQUE,unique,season,NOT_PLAYER_KEYED,,ras['season'].unique()
exploration/E1_I0004_rim_finishing/build_and_measure.py,319,GROUPBY,groupby,<attr:values>,UNRESOLVED_KEY,,"cl.groupby(cl.values, sort=False)"
exploration/E1_I0004_rim_finishing/build_and_measure.py,435,UNIQUE,unique,season,NOT_PLAYER_KEYED,,pgm['season'].unique()
exploration/E1_I0004_rim_finishing/build_and_measure.py,484,UNIQUE,unique,season,NOT_PLAYER_KEYED,,COMMON['season'].unique()
exploration/E1_I0004_rim_finishing/build_and_measure.py,484,UNIQUE,unique,season,NOT_PLAYER_KEYED,,pgm['season'].unique()
exploration/E1_I0004_rim_finishing/build_and_measure.py,63,UNIQUE,unique,season,NOT_PLAYER_KEYED,,d['season'].unique()
exploration/E1_I0004_rim_finishing/build_and_measure.py,208,GROUPBY,groupby,<var:k>,UNRESOLVED_KEY,,"og.groupby(k, sort=False)"
exploration/E1_I0004_rim_finishing/build_and_measure.py,476,UNIQUE,unique,season,NOT_PLAYER_KEYED,,COMMON['season'].unique()
exploration/E1_I0004_rim_finishing/build_and_measure.py,429,GROUPBY,groupby,OPP_TEAM_ID|season|GAME_ID,NOT_PLAYER_KEYED,,"ras.groupby(['OPP_TEAM_ID', 'season', 'GAME_ID'])"
exploration/E1_I0004_rim_finishing/placebo.py,90,JOIN,merge,season|OPP_TEAM_ID,NOT_PLAYER_KEYED,,"d.merge(tsv, on=['season', 'OPP_TEAM_ID'], how='left')"
exploration/E1_I0004_rim_finishing/placebo.py,40,UNIQUE,unique,season,NOT_PLAYER_KEYED,,frame['season'].unique()
exploration/E1_I0004_rim_finishing/placebo.py,110,LOOKUP,map,OPP_TEAM_ID,NOT_PLAYER_KEYED,,pgp['OPP_TEAM_ID'].map(maps)
exploration/E1_I0004_rim_finishing/placebo.py,113,LOOKUP,map,OPP_TEAM_ID,NOT_PLAYER_KEYED,,dd['OPP_TEAM_ID'].map(maps)
exploration/E1_I0004_rim_finishing/placebo.py,114,JOIN,merge,season|key_perm,NOT_PLAYER_KEYED,,"dd.merge(agg, on=['season', 'key_perm'], how='left')"
exploration/E1_I0004_rim_finishing/placebo.py,125,GROUPBY,groupby,season,NOT_PLAYER_KEYED,,per_game.groupby('season')
exploration/E1_I0004_rim_finishing/placebo.py,158,GROUPBY,groupby,season,NOT_PLAYER_KEYED,,tsv.groupby('season')
exploration/E1_I0004_rim_finishing/placebo.py,232,UNIQUE,unique,season,NOT_PLAYER_KEYED,,frame['season'].unique()
exploration/E1_I0004_rim_finishing/placebo.py,37,MEMBERSHIP,isin,<var:PARTITION>|season,NOT_PLAYER_KEYED,,frame['season'].isin(PARTITION)
exploration/E1_I0004_rim_finishing/placebo.py,120,UNIQUE,unique,OPP_TEAM_ID,NOT_PLAYER_KEYED,,per_game['OPP_TEAM_ID'].unique()
exploration/E1_I0004_rim_finishing/placebo.py,126,UNIQUE,unique,OPP_TEAM_ID,NOT_PLAYER_KEYED,,g['OPP_TEAM_ID'].unique()
exploration/E1_I0004_rim_finishing/placebo.py,39,UNIQUE,unique,season,NOT_PLAYER_KEYED,,frame['season'].unique()
exploration/E1_I0004_rim_finishing/placebo.py,236,UNIQUE,unique,season,NOT_PLAYER_KEYED,,frame['season'].unique()
exploration/E1_I0004_rim_finishing/placebo.py,106,GROUPBY,groupby,season|OPP_TEAM_ID|GAME_ID,NOT_PLAYER_KEYED,,"d.groupby(['season', 'OPP_TEAM_ID', 'GAME_ID'])"
exploration/E1_I0004_rim_finishing/placebo.py,89,GROUPBY,groupby,season|OPP_TEAM_ID,NOT_PLAYER_KEYED,,"d.groupby(['season', 'OPP_TEAM_ID'])"
exploration/E1_I0004_rim_finishing/placebo.py,111,GROUPBY,groupby,season|key_perm,NOT_PLAYER_KEYED,,"pgp.groupby(['season', 'key_perm'])"
exploration/E1_I0004_rim_finishing/robustness.py,51,CARDINALITY,nunique,<none>,UNRESOLVED_KEY,,cl.nunique()
exploration/E1_I0004_rim_finishing/robustness.py,31,UNIQUE,unique,season,NOT_PLAYER_KEYED,,frame['season'].unique()
exploration/E1_I0004_rim_finishing/robustness.py,108,UNIQUE,unique,season,NOT_PLAYER_KEYED,,frame['season'].unique()
exploration/E1_I0004_rim_finishing/robustness.py,28,MEMBERSHIP,isin,<var:PARTITION>|season,NOT_PLAYER_KEYED,,frame['season'].isin(PARTITION)
exploration/E1_I0004_rim_finishing/robustness.py,94,GROUPBY,groupby,<var:gcols>,UNRESOLVED_KEY,,"d.groupby(gcols, sort=False)"
exploration/E1_I0004_rim_finishing/robustness.py,30,UNIQUE,unique,season,NOT_PLAYER_KEYED,,frame['season'].unique()
exploration/E1_I0004_rim_finishing/robustness.py,48,GROUPBY,groupby,<attr:values>,UNRESOLVED_KEY,,"cl.groupby(cl.values, sort=False)"
exploration/E1_I0004_rim_finishing/robustness.py,95,GROUPTRANSFORM,transform,<none>,UNRESOLVED_KEY,,g[yc].transform('mean')
exploration/E1_I0004_rim_finishing/robustness.py,96,GROUPTRANSFORM,transform,<none>,UNRESOLVED_KEY,,g[oc].transform('mean')
exploration/E1_I0004_rim_finishing/robustness.py,107,UNIQUE,unique,season,NOT_PLAYER_KEYED,,frame['season'].unique()
exploration/E1_I0004_rim_finishing/verify_partition.py,57,UNIQUE,unique,<none>,UNRESOLVED_KEY,,pd.unique(d['season'].dropna())
exploration/E1_I0004_rim_finishing/_validate_sandbox/baseline/corrected_baseline.py,75,GROUPTRANSFORM,transform,<none>,UNRESOLVED_KEY,,"series.groupby(keys, sort=False).transform(lambda x: x.ewm(alpha=alpha, adjust=True, ignore_na=True).mean())"
exploration/E1_I0004_rim_finishing/_validate_sandbox/baseline/corrected_baseline.py,73,GROUPTRANSFORM,transform,<none>,UNRESOLVED_KEY,,"series.groupby(keys, sort=False).transform(lambda x: x.expanding(min_periods=1).mean())"
exploration/E1_I0004_rim_finishing/_validate_sandbox/baseline/corrected_baseline.py,75,GROUPBY,groupby,<var:keys>,UNRESOLVED_KEY,,"series.groupby(keys, sort=False)"
exploration/E1_I0004_rim_finishing/_validate_sandbox/baseline/corrected_baseline.py,81,GROUPBY,groupby,<var:keys>,UNRESOLVED_KEY,,"s.groupby(keys, sort=False)"
exploration/E1_I0004_rim_finishing/_validate_sandbox/baseline/corrected_baseline.py,73,GROUPBY,groupby,<var:keys>,UNRESOLVED_KEY,,"series.groupby(keys, sort=False)"
exploration/E1_I0004_rim_finishing/_validate_sandbox/baseline/corrected_baseline.py,151,SORT,sort_values,player_id|season|game_date|game_id,PLAYER_ID_KEYED,player_id,"d.sort_values(SORT_KEYS, kind='stable')"
exploration/E1_I0004_rim_finishing/_validate_sandbox/baseline/corrected_baseline.py,185,SORT,sort_values,player_id|season|game_date|game_id,PLAYER_ID_KEYED,player_id,"d.sort_values(SORT_KEYS, kind='stable')"
exploration/E1_I0004_rim_finishing/_validate_sandbox/baseline/corrected_baseline.py,164,GROUPBY,groupby,<var:keys>,UNRESOLVED_KEY,,"played.astype(float).groupby(keys, sort=False)"
exploration/E1_I0004_rim_finishing/_validate_sandbox/baseline/corrected_baseline.py,188,GROUPBY,groupby,<var:keys>,UNRESOLVED_KEY,,"played.astype(float).groupby(keys, sort=False)"
exploration/E1_I0004_rim_finishing/_validate_sandbox/baseline/validate_baseline.py,33,UNIQUE,unique,season,NOT_PLAYER_KEYED,,frame['season'].unique()
exploration/E1_I0004_rim_finishing/_validate_sandbox/baseline/validate_baseline.py,146,MEMBERSHIP,isin,season,NOT_PLAYER_KEYED,,frame['season'].isin([x for x in PARTITION if x != s])
exploration/E1_I0004_rim_finishing/_validate_sandbox/baseline/validate_baseline.py,36,UNIQUE,unique,season,NOT_PLAYER_KEYED,,frame['season'].unique()
exploration/E1_I0004_shot_selection/addendum.py,71,MEMBERSHIP,isin,<var:PARTITION>|season,NOT_PLAYER_KEYED,,SEL['season'].isin(PARTITION)
exploration/E1_I0004_shot_selection/addendum.py,73,MEMBERSHIP,isin,<var:PARTITION>|season,NOT_PLAYER_KEYED,,CONV['season'].isin(PARTITION)
exploration/E1_I0004_shot_selection/addendum.py,74,UNIQUE,unique,season,NOT_PLAYER_KEYED,,SEL['season'].unique()
exploration/E1_I0004_shot_selection/addendum.py,75,UNIQUE,unique,season,NOT_PLAYER_KEYED,,CONV['season'].unique()
exploration/E1_I0004_shot_selection/addendum.py,45,SORT,sort_values,draw,NOT_PLAYER_KEYED,,sub[sub['zone'] == z].sort_values('draw')
exploration/E1_I0004_shot_selection/analyze.py,89,CARDINALITY,nunique,<none>,UNRESOLVED_KEY,,cl.nunique()
exploration/E1_I0004_shot_selection/analyze.py,409,GROUPBY,groupby,season,NOT_PLAYER_KEYED,,df.groupby('season')
