extracted_utc,published_utc,capture_utc,source,player_name,team,status_signal,body_part,reported_limitation,source_tier,game_date_referenced,is_speculation,quoted_evidence,url,model,prompt_version
2026-07-30T19:48:59+00:00,2026-07-29T03:38:00Z,20260730T162550Z,gnews_fever,Aliyah Boston,Indiana Fever,unknown,none stated,none stated,aggregator,none,True,"Aliyah Boston Draws Immediate Reaction From Caitlin Clark, Lexie Hull & Others After Painful Flau’jae Johnson Incident",https://news.google.com/rss/articles/CBMikAFBVV95cUxPQjZ6ZUR5NDc5QUlQUUVGR2hmdXlLaThkNUhPWTVLQk9rQWpkcDRMS1hFZklYeTc5UGpOSDRldjgxaU5fS0pxOTB5eHJ5czVLQmtIeVE1YzMyNUhNNEpab2N4aTdwRVROOS1EbGtWR0NuamwyNzhTSjVaaDZ2ZGI2OTVzZzNscE91eDI0R1lYMUo?oc=5,claude-sonnet-5,83bf6a71cc4b
2026-07-30T19:48:59+00:00,2026-07-29T03:38:00Z,20260730T162550Z,gnews_fever,Flau'jae Johnson,unknown,unknown,none stated,none stated,aggregator,none,True,After Painful Flau’jae Johnson Incident,https://news.google.com/rss/articles/CBMikAFBVV95cUxPQjZ6ZUR5NDc5QUlQUUVGR2hmdXlLaThkNUhPWTVLQk9rQWpkcDRMS1hFZklYeTc5UGpOSDRldjgxaU5fS0pxOTB5eHJ5czVLQmtIeVE1YzMyNUhNNEpab2N4aTdwRVROOS1EbGtWR0NuamwyNzhTSjVaaDZ2ZGI2OTVzZzNscE91eDI0R1lYMUo?oc=5,claude-sonnet-5,83bf6a71cc4b
2026-07-30T19:48:59+00:00,2026-07-29T03:28:58Z,20260730T162550Z,gnews_fever,Aliyah Boston,Indiana Fever,questionable,none stated,none stated,aggregator,none,False,Aliyah Boston's Questionable Status Is Good Sign After Injury in Fever vs Storm,https://news.google.com/rss/articles/CBMipwFBVV95cUxOTFVhaFJpVXZqeFZBT0s0NVZxV3hJZVJYNmg3R1hiQTdzSnhxcW94TmRERHJQdmxoa2tTZVNJNkhTeWQ1UVQzckZMM1NLRVpfeXFlcEt4b2ZtSzB5Slpub3VoM0JSeVJzT1EzSF9uRnQwalc5LWZPQlU0TU1BTkpQOEFCM1E3Y21XQS1STmU5dWxGUWlqdXNZNG1oNnJ3OEk0NnZkQ0phNA?oc=5,claude-sonnet-5,83bf6a71cc4b
2026-07-30T19:48:59+00:00,2026-07-29T08:11:23Z,20260730T162550Z,gnews_fever,Caitlin Clark,Indiana Fever,unknown,none stated,none stated,aggregator,none,True,Caitlin Clark Injury Has Indiana Fever Fans In Panic Mode,https://news.google.com/rss/articles/CBMiYEFVX3lxTE43LVFTQzl0b2tTRTVJZ3dBZjdJZjNacDYxTXcyWjktTkY4dmJWVlZIZ3JSckVwcGdiYVZEbElkUURJWWFPWDhIbFdmWjBrQWdCNVRCS085VERUUllfSjBxcg?oc=5,claude-sonnet-5,83bf6a71cc4b
2026-07-30T19:48:59+00:00,2026-07-20T18:35:13Z,20260730T162550Z,cbs_wnba,Paige Bueckers,unknown,out,head/collision (no concussion),none stated,aggregator,none,False,Paige Bueckers ruled out for Liberty game but avoids concussion in scary collision with Nneka Ogwumike,https://www.cbssports.com/wnba/news/paige-bueckers-injury-collision-nneka-ogwumike-wings-sparks/,claude-sonnet-5,83bf6a71cc4b
2026-07-30T19:48:59+00:00,2026-07-20T18:35:13Z,20260730T162550Z,cbs_wnba,Paige Bueckers,unknown,unknown,none stated,none stated,aggregator,none,True,"Bueckers is set to play in her second All-Star Game this weekend, but her status is unknown",https://www.cbssports.com/wnba/news/paige-bueckers-injury-collision-nneka-ogwumike-wings-sparks/,claude-sonnet-5,83bf6a71cc4b
2026-07-30T19:48:59+00:00,2026-07-30T12:42:09Z,20260730T162550Z,gnews_fever,Caitlin Clark,Indiana Fever,unknown,none stated,none stated,coach,none,True,BREAKING: Coach Stephanie White Gives Big Update On Caitlin Clark’s Injury,https://news.google.com/rss/articles/CBMiYEFVX3lxTE4tNHBHWHF3N2x3dmVHb3FYSE1NZUcySHFTdUVibXBIZHFvUXV2Qk1KcVRzdDBRWkJKZnNBQ29LaHRldHMyV0p0WE9oeGZXUGJqZmlQb1JwLXBWVHhwQWV6bg?oc=5,claude-sonnet-5,83bf6a71cc4b
2026-07-30T19:48:59+00:00,2026-07-29T21:37:55Z,20260730T162855Z,gnews_league,Caitlin Clark,Indiana Fever,unknown,none stated,none stated,aggregator,none,True,WNBA Viewership COLLAPSES After Caitlin Clark Injury!,https://news.google.com/rss/articles/CBMiW0FVX3lxTE9sRkxXY09hdW5HLVlEUEhva200RzRFRGFQbTh0UzRBdG1iRWdTN2VOeGhiZ2RfcjBiS1NMdWoxTHA1ck5vanZrM0NZTXRJaEFreS1NN1FBZXNVOUE?oc=5,claude-sonnet-5,83bf6a71cc4b
2026-07-30T19:48:59+00:00,2026-07-29T04:43:00Z,20260730T163247Z,gnews_mercury,Kelsey Plum,Los Angeles Sparks,unknown,none stated,none stated,aggregator,none,True,Nate Tibbetts Credits Cathy Engelbert for Recognizing Mercury Star to Replace Kelsey Plum in All-Star Game,https://news.google.com/rss/articles/CBMijwFBVV95cUxOQTVTUUlONDBCYjBWTXBqTGIwNUZ6Vkpxd2xNOTUtMVhyQVFHX3Q5OENkX2xRVDhwYTV0cTlCRDA5MFYxMUVjZnMxLWU0cUZwVXQtcEVua0NDNmJJdzBhV0ctV1Q3Rlo2NnhPQlU5YzllRGZraW5Sa0lWTmVUekVZVmJCRXpGRHBDaXY0VkY2TQ?oc=5,claude-sonnet-5,83bf6a71cc4b
2026-07-30T19:48:59+00:00,2026-07-28T23:43:26Z,20260730T162550Z,gnews_lynx,Kiki Rice,Toronto Tempo,returning,ankle,none stated,aggregator,none,False,Kiki Rice Set to Return for Toronto Tempo After Ankle Injury,https://news.google.com/rss/articles/CBMikAFBVV95cUxQRHRtN3NWMGxyV3ZfcjRnOGFSNVZzNHVXUGwzNlVrVmNiRVZoNGYxZy1HZ2R1dDZ1aXExN3lDM2I0cC0yTmZJS3ZDdWIyaTZvY2lUNUl3TlFoTlBzdUVHRHdxSkI5aFFkTzZXZEJiaHdUVTBIRjFwbmVQSm9tM3pWT3RfbVBiWlk4Q29ZajZaMXM?oc=5,claude-sonnet-5,83bf6a71cc4b
2026-07-30T19:48:59+00:00,2026-07-29T18:18:32Z,20260730T162550Z,gnews_fire,Aliyah Boston,Indiana Fever,unknown,unknown,none stated,aggregator,none,True,Concern Pours in for Aliyah Boston After Scary Injury During Fever Game,https://news.google.com/rss/articles/CBMiggFBVV95cUxNbmlSRlRTdkRpUG1DWHpQNHV5ZElIVUtJOGZiUEVSWWtCRGx0MnZidl9OZUNQTWJTZENoNWJKUjFmc0dtOW1VTWhESURjWGZER2VwRXpRbGY2NnotYy0zMDJ4Nkk4Zi1jbFBqa1BMN3czaGthSjJ4c200ZWRTZFZpWGd3?oc=5,claude-sonnet-5,83bf6a71cc4b
2026-07-30T19:48:59+00:00,2026-07-30T07:34:20Z,20260730T162550Z,gnews_league,Caitlin Clark,Indiana Fever,unknown,none stated,none stated,aggregator,none,True,Caitlin Clark’s Injury DESTROYS WNBA Playoff Hopes – Fans & League In CHAOS!,https://news.google.com/rss/articles/CBMiW0FVX3lxTE0yZ25VZFFBeHoxRVFEVVhXTUJFZ2JzWmFldDF5eGJyNVo0SjlLY21kZVFoM2hFLVFYZWdxeExObXVORzVIcWQ1MEFjcG9GTjVHYlBiLXhyWnQtNzg?oc=5,claude-sonnet-5,83bf6a71cc4b
2026-07-30T19:48:59+00:00,2026-07-29T11:00:00Z,20260730T162550Z,gnews_lynx,Kiki Rice,unknown,returning,ankle,none stated,aggregator,none,False,WNBA Reacts To Kiki Rice’s Comeback Following 16-Game Absence With Ankle Injury,https://news.google.com/rss/articles/CBMi1gFBVV95cUxQdTM5OE45YWRCWFh1cnlrNm53YjRKTUhwZV9BVDJGTWVPcG1PcWwwYWVsTU9LdDY4cDFGdjZDYWFqNFpkb25sOGtBNWt3WjRoZmU4cUNDSDJUMFp3OUpxU3pyQmRmWUlZcGx3d2c1UGNDRFBMdWlpaUFRcEFxbXJDM0VWVHpfM3dORTR3Ulg5VXp5SFBYZVNYRFAxOFlGcVp4U1RZb1AtV0llaG02bDI5Q3lOVTZnWklHTHAxQzdDdmY2SWcyazBUWWtYRGJOUzRRZFl0dFRR?oc=5,claude-sonnet-5,83bf6a71cc4b
2026-07-30T19:48:59+00:00,2026-07-28T12:00:00Z,20260730T162550Z,gnews_valkyries,Kelsey Plum,Los Angeles Sparks,day_to_day,none stated,none stated,coach,none,False,“We’re in That Buildup Phase”: Sparks HC Lynne Roberts Opens Up on Kelsey Plum’s Injury Status Ahead of Liberty Clash,https://news.google.com/rss/articles/CBMi_AFBVV95cUxOdWl0SU5yQ050YUNHZWNCcXBNdDhldHpxWjJuU2NDRXZDeXB3Mk1hRHo3QXZoNjNtNjJ2R01qeFd5Qk1sZ2FjeFpxOW5Za3VQc3prZHZJaVlmdVZWd2ZRVmN4S0Z2QllEMWlMRXBtajRsNXZyYlAyYlc0OWtKZzZfZ2JOa1ozb2JYOFhiTng4Z3BQNS10SlN4d1hvYTl6MU5NQWhrQ2d6ZjhJZk91eGp5X0VjZ2VEWGk1YjJYNDBWdnRHOTNjQmhmem9LbDhES1JPWjBVMnFRMkc5dDhUZTkzNDhDeUo1aTIxZkpxRkdYZmlQMkVFamRXUVRBZlk?oc=5,claude-sonnet-5,83bf6a71cc4b
2026-07-30T19:48:59+00:00,2026-07-28T20:00:00Z,20260730T162550Z,gnews_dream,Kiki Rice,Toronto Tempo,unknown,none stated,none stated,aggregator,none,True,"Final Injury Report for Tempo-Lynx: Will Kiki Rice, Brittney Sykes Play?",https://news.google.com/rss/articles/CBMiswFBVV95cUxQNnZ4VGw1YUFIVmo2ZkliMjZiMHZ0MHJaTHFzLVZ4V2JKaDBfV3BYZXVIaEFzT2RhWXNySnJkR1lsQmIzTXR3ZjRkeXpEdUgyRmdERmxfbXpQVFNfV0x1VkxYZl9KVU44dWZzcUFndG5SN3I3S1A5N1p2UjZsRXQ3WnY5R1BobUpTQ2hZWkh3TFgzcnFUUncxSjd0UzRvS0xHaXF1bHNJU2xaWjcycmNKa183OA?oc=5,claude-sonnet-5,83bf6a71cc4b
2026-07-30T19:48:59+00:00,2026-07-28T20:00:00Z,20260730T162550Z,gnews_dream,Brittney Sykes,Minnesota Lynx,unknown,none stated,none stated,aggregator,none,True,"Final Injury Report for Tempo-Lynx: Will Kiki Rice, Brittney Sykes Play?",https://news.google.com/rss/articles/CBMiswFBVV95cUxQNnZ4VGw1YUFIVmo2ZkliMjZiMHZ0MHJaTHFzLVZ4V2JKaDBfV3BYZXVIaEFzT2RhWXNySnJkR1lsQmIzTXR3ZjRkeXpEdUgyRmdERmxfbXpQVFNfV0x1VkxYZl9KVU44dWZzcUFndG5SN3I3S1A5N1p2UjZsRXQ3WnY5R1BobUpTQ2hZWkh3TFgzcnFUUncxSjd0UzRvS0xHaXF1bHNJU2xaWjcycmNKa183OA?oc=5,claude-sonnet-5,83bf6a71cc4b
2026-07-30T19:48:59+00:00,2026-07-21T02:56:46Z,20260730T162550Z,ap_wnba,Breanna Stewart,New York Liberty,available,none stated,none stated,aggregator,none,False,"Breanna Stewart, Sabrina Ionescu lead Liberty to 99-98 OT win over short-handed Wings",https://apnews.com/article/liberty-wings-score-f2c7bb8a983556b4eb7ce14bf43ca59b,claude-sonnet-5,83bf6a71cc4b
2026-07-30T19:48:59+00:00,2026-07-21T02:56:46Z,20260730T162550Z,ap_wnba,Sabrina Ionescu,New York Liberty,available,none stated,none stated,aggregator,none,False,"Breanna Stewart, Sabrina Ionescu lead Liberty to 99-98 OT win over short-handed Wings",https://apnews.com/article/liberty-wings-score-f2c7bb8a983556b4eb7ce14bf43ca59b,claude-sonnet-5,83bf6a71cc4b
2026-07-30T19:48:59+00:00,2026-07-28T19:30:00Z,20260730T162550Z,gnews_sun,Brittney Griner,unknown,unknown,none stated,none stated,aggregator,none,True,"Final Injury Report for Sun-Mystics: Will Brittney Griner, Aaliyah Edwards Play?",https://news.google.com/rss/articles/CBMihwFBVV95cUxOTnNEYXczRG8wU3JycGZjUkk2MDJoaklzSjliaUJGVk9DakRoZ1I4ZzRMMFdKckNPTGF5cDBLdTVJNG5nTkR4REFjeWZqWTFrSFZYcHY5MEJnY2NmQzUwQzZfNUpfZkIyeE93Y21Bb3NRVERmYnFiNVU5QjR3Q0pHbXJDOVB0dzQ?oc=5,claude-sonnet-5,83bf6a71cc4b
2026-07-30T19:48:59+00:00,2026-07-28T19:30:00Z,20260730T162550Z,gnews_sun,Aaliyah Edwards,Washington Mystics,unknown,none stated,none stated,aggregator,none,True,"Final Injury Report for Sun-Mystics: Will Brittney Griner, Aaliyah Edwards Play?",https://news.google.com/rss/articles/CBMihwFBVV95cUxOTnNEYXczRG8wU3JycGZjUkk2MDJoaklzSjliaUJGVk9DakRoZ1I4ZzRMMFdKckNPTGF5cDBLdTVJNG5nTkR4REFjeWZqWTFrSFZYcHY5MEJnY2NmQzUwQzZfNUpfZkIyeE93Y21Bb3NRVERmYnFiNVU5QjR3Q0pHbXJDOVB0dzQ?oc=5,claude-sonnet-5,83bf6a71cc4b
2026-07-30T19:48:59+00:00,2026-07-23T03:10:17Z,20260730T162550Z,ap_wnba,Sarah Ashlee Barker,Portland Fire,unknown,left leg,none stated,aggregator,none,False,Fire guard Sarah Ashlee Barker injures left leg in early fall against Wings,https://apnews.com/article/sarah-ashlee-barker-portland-fire-wnba-f9dfcc6bbe87241bcd3d716ff63810dd,claude-sonnet-5,83bf6a71cc4b
2026-07-30T19:48:59+00:00,2026-07-30T14:47:00Z,20260730T162550Z,gnews_dream,Caitlin Clark,Indiana Fever,unknown,none stated,none stated,aggregator,2026-07-31,True,Is Caitlin Clark playing for Fever vs. Fire tomorrow?,https://news.google.com/rss/articles/CBMi8AFBVV95cUxPQ0g3ZUJ0d1RQLVlYM0FrN1MweUtRTnFBZ25ZU05FNlFOTEltd2NaM21IQnM1LVdWbFBIVHIxaG9QLXJfSzVSLWM3WGppaXlVX3ZlZjVxNkVySkRmM0E4WnZjczM0QjZLU1YxX3RFcTBXd2ZPeTFrT3VwTWlnQWRhYng0RjVVWmxrVDRPUjEwLUdpc2FuOHlRdUdNNkxSTFRuYk1SbF95WG9IdUpaSzFLa21Pb2ItaXFtbkpRQWtKa3h6bW00TUtsaFhVZzN0SkJyZDRsX1lRbmZGVGJNbGRhTnhkNklBX3JNMDZkQmdCRHI?oc=5,claude-sonnet-5,83bf6a71cc4b
2026-07-30T19:48:59+00:00,2026-07-28T19:06:12Z,20260730T162550Z,gnews_league,Kelsey Plum,Los Angeles Sparks,questionable,none stated,none stated,aggregator,none,True,Is Sparks’ Kelsey Plum returning from injury vs. Liberty as trade rumors ramp up?,https://news.google.com/rss/articles/CBMivgFBVV95cUxOX1FVU05xRFQyQjFGVlk5WXdaV1p5WmdfX200MHJYWkNTVHBTcVd3RkpndmNZSFFPQVpuSEx3aXZWMnhNUFYtTkFvWHBNbVowTWZEOUp0MGxxR3R0Y0VLLU80dy1BUVVtNTNlVERKMXZkdEFZM2xPVG5JUWllTXhHX09heG9tTmpCYTNrcExnRTNlUG1jZUZMM0hmUHpmdURGOWp1bHhKMkMxNW51czlQdTJFZXBTTVE2WnkyMTJR?oc=5,claude-sonnet-5,83bf6a71cc4b
2026-07-30T19:48:59+00:00,2026-07-30T13:17:00Z,20260730T162550Z,gnews_mercury,Alyssa Thomas,unknown,unknown,none stated,none stated,aggregator,none,True,WNBA to Warn Alyssa Thomas After Phoenix Mercury Game,https://news.google.com/rss/articles/CBMilAFBVV95cUxOWVg1bmVvdXh6enEyTnVsVi1LR3JRWHlNYkljRmt4Y1BsdlJlb3BvTnVMcDVDNi1abmM4Q1gya0tXMW5wODRZTDNWUE9EdFgzMDZTX0ZHNHhnWTJzVi1EaWpENURheExHTGltQ3BZdEhmcUVNcllKUTh2a0NGUGc4ekpBS3VuWGRzQ0tuZVhrQjYteW95?oc=5,claude-sonnet-5,83bf6a71cc4b
2026-07-30T19:48:59+00:00,2026-07-29T01:18:00Z,20260730T162550Z,gnews_sun,Caitlin Clark,Indiana Fever,unknown,none stated,none stated,aggregator,none,True,Is Caitlin Clark playing today? Indiana Fever injury update vs. Storm,https://news.google.com/rss/articles/CBMi9wFBVV95cUxOSFBfdEszZ2NmYVhuS2xWWThacHdxbDlqTEgxMVFPdWZna19mSEhIYWRYbldjeXo1NFJ5aVZSOERPZHZqZWdSREJySlNfMzRwRVhORk0wTGhIa2pfaUtnM0I0ckxuOFE3b0l2MlRQZFB1dWZWUVM2VEtsLU9mb0dwRG5KSmRPZzBTZFlkWmdVbG5mOTdHUDg2UkUtQTQ4UUNPdC12aVRyQ2psQlZrck9XTWYyTmw2YzVDUFlWUWlvS2dWRTMxMmtnRjRMT1g4THJXakZSb05qTU1FcEFQdC1DdmJJSzFIS1ZfcTdMM0ctRzJUcUZjWUlN?oc=5,claude-sonnet-5,83bf6a71cc4b
2026-07-30T19:48:59+00:00,2026-07-30T12:41:53Z,20260730T162550Z,gnews_league,Caitlin Clark,Indiana Fever,unknown,none stated,none stated,aggregator,none,True,“NEVER AGAIN!” — Caitlin Clark SHOCKS Fans With WNBA Exit Over Injury Fears Sea Level Rise,https://news.google.com/rss/articles/CBMiYEFVX3lxTE8tTlR1SnhWVmh5aDlNcl94NjFtdEFUSVZxVDQ3YkJMSVBFRS1XNXZlRlNyNHM2UmdCUVRoLXdtalFOS01XUU13QU5mMmZXMHcxY3VnQWp0ZmdPck9YLXplSQ?oc=5,claude-sonnet-5,83bf6a71cc4b
2026-07-30T19:48:59+00:00,2026-07-29T04:23:11Z,20260730T162550Z,gnews_dream,Aliyah Boston,Indiana Fever,out,none stated,none stated,aggregator,none,False,"Caitlin Clark, Kelsey Mitchell take over in Aliyah Boston's absence",https://news.google.com/rss/articles/CBMiiAJBVV95cUxPR05KaldwTjNmX2dobzlDd2l5ZHI0TndpLWJmZDNZUUFFbm5aYXpCVEtuYkg2YjFTeXB6dDFLeTlCcF82UWFwQVM5OV9qcmt3eGpDSFUwUzJDTGVLRUdJUXE1aDRsTi03QTdWR3RHZ3F5SXlzMFdkcUx3T1YtNHVnTnBkc2xRWmEyOF9XcDRJcjBfSlJmXzNWclhIYjN6Ykg1V0NBZjlyX0hNbWtmMkk4WlhHNzRNVXFjMmJmZHp5MDRib1ZSR2xSclp3WlBJMHA2VjJhWHk1ajg5WFJPZHdqX1ZhMTZiVEtZb2lfMEdmRGZ6Nl9NTjJiMUN1R0RFMHAwVlBrQ1FoNWY?oc=5,claude-sonnet-5,83bf6a71cc4b
2026-07-30T19:48:59+00:00,2026-07-29T18:55:09Z,20260730T162550Z,gnews_dream,Paige Bueckers,Dallas Wings,available,none stated,none stated,aggregator,none,True,"Paige Bueckers, clean injury report have Dallas buzzing",https://news.google.com/rss/articles/CBMigwJBVV95cUxObkg3bnp4NHgtV1lmRHptcGpoS0d5Nmg2STRLREhFa2JKTVVwMGotZlJ0UVpwU0NlY19sdzZwMXA5Vi1YcGJEV2FQbk9MOXZieTVlbXV6WlRmbTY2VkZYZ0pBdGhENS1jMExLZXYyYnIxdWVRVWxFMlFLNS00eUZISERjTVJsMXZXUnpKQXFWZk54ZG9KalJjMTdTOGRObHRTb2dTNnRTZC1oUzBrRGNwWExJV0hYTUlMLW45NkdxSnIwR1VlMWZ0dk5rTGRGOThJZW5CRjFZTTZHaG1fc1NtcW9QLU1RMHhGSDJ4NG00cUpLZVdrY2Z6aXdPelhkQ1ZaU1Fn?oc=5,claude-sonnet-5,83bf6a71cc4b
2026-07-30T19:48:59+00:00,2026-07-30T04:19:39Z,20260730T162550Z,gnews_sun,Alyssa Thomas,Connecticut Sun,unknown,none stated,none stated,aggregator,none,True,Alyssa Thomas Injured Early In The Fourth Quarter Magistrate (ilrmnS9jyM),https://news.google.com/rss/articles/CBMiYEFVX3lxTFBWZDZZelRGelh2aElGVzNMYk9DNWsxTl9hbDVXOGItNTFlSGxBaFJUT1VWWTZkVFQ2Qm9nREdORDJsQzM5c012NmU5S1ZqWi1fQmVFZHkwTHFwVG4xVEdBNg?oc=5,claude-sonnet-5,83bf6a71cc4b
2026-07-30T19:48:59+00:00,2026-07-29T03:06:07Z,20260730T162550Z,gnews_fever,Aliyah Boston,Indiana Fever,out,leg,none stated,aggregator,none,False,Aliyah Boston Exits Fever Game Following Second-Quarter Leg Injury,https://news.google.com/rss/articles/CBMicEFVX3lxTE5RT0VUNndIYXJEWDI4ODZkSjhOUnVlZGs2VnQ4YTFVYVQ1dnNfeGpEMEl6MDBnYWdicW1hdDRkS2Y5MDBLQ0tNWWs5TEp5TE5IbnJCOXRzUk5NTEFiZERPQkYwek5wV3NUMWhoekZZUUI?oc=5,claude-sonnet-5,83bf6a71cc4b
2026-07-30T19:48:59+00:00,2026-07-27T22:54:48Z,20260730T162550Z,gnews_wings,unknown,Dallas Wings,available,none stated,none stated,aggregator,none,True,Full Healthy Roster Available Vs New York Liberty,https://news.google.com/rss/articles/CBMiYEFVX3lxTE1xdDJPOTBYRUxWc3Q1X1FfeXZLM0FtcXk0TnpSa1EwVW5KZXZyNmJ3ZUZLaDFrdlFmeVZqa3hFZHhhNGl4SHZ1OW1UNEJmLVdLY201NFl6Ym9XNUxmUlJrdg?oc=5,claude-sonnet-5,83bf6a71cc4b
2026-07-30T19:48:59+00:00,2026-07-29T04:04:56Z,20260730T162550Z,gnews_fever,Aliyah Boston,Indiana Fever,unknown,none stated,none stated,aggregator,none,False,Aliyah Boston injury update: Fever star exits Storm game after frightening fall,https://news.google.com/rss/articles/CBMi3gFBVV95cUxNQlBOczZIY042Yk94ZnJoLV9QN1JHRnlGLTJIZ0JsWmlqY1l1YlFGYVllTG03TjRjLVpwZTFDcjkwM0xrMVdMMnJTaXdGdFNUNTNUQ25iLVFPVk8zVHdKQjJfUHlRSVdIVUdLVHBwUkREZGswSjVPMWV0d0Jra2xYeWVzbDBkamNuUlBQR2dhX0tEd1JFMlhRamZ6U3VnZllJWmN4UGFFcFRabVp3bDFxSzFxT3dLUEtGcXBBdlFaTW4tZ2I3NDNJV2JSenNWVDkzVlFMazVySXE0RjR5akE?oc=5,claude-sonnet-5,83bf6a71cc4b
2026-07-30T19:48:59+00:00,2026-07-30T15:53:00Z,20260730T162855Z,gnews_fever,Aliyah Boston,Indiana Fever,unknown,none stated,none stated,aggregator,none,True,Aliyah Boston's Injury Scare Could Change the Fever's Playoff RaceWill Indiana's Star Return in Time?,https://news.google.com/rss/articles/CBMi6AFBVV95cUxPaVlyd1B0ZGttZ0FqZEJvbkpLM3pBUGJnU29aMS16SjBuWHhxamI1ZzUwZGJ1NGREUDhTVGJfTmE4WUNVZlJLcmZvSXdMcDN6Vi05THh5UmxZMEtqTXJjRlZPcFMtTW1nSWV5SGp5cHNFMVEyMU5VQ3lfMlJBZjNrSVhUVmVGMDBBX0tkYURnaDZ6ODRJdmtLNDNSdTZsZFZ0SEF3Wko4Q1FEN3NPSHFBalY5WjI3Z1djeE9JVHE5dUFxNHg4a2IwQ0VYVmhuTFA5RFhrVGxFbVA3azJCQmhIUmlZQVZPWUhs?oc=5,claude-sonnet-5,83bf6a71cc4b
2026-07-30T19:48:59+00:00,2026-07-30T13:45:00Z,20260730T162550Z,gnews_fever,Aliyah Boston,Indiana Fever,unknown,none stated,none stated,aggregator,none,True,“Desperately Need Aliyah Boston”: ESPN Analyst Pinpoints Concerning Reality Surrounding Stephanie White After Fever Star’s Injury,https://news.google.com/rss/articles/CBMijgJBVV95cUxPbm84OGhEX2cxOU1ETGVVa0NOU2NkRGtQTWEyX1pSYkVJNk43R0dJZktRd0VkcHBEdkJ4TG5MNTZDU3V5Z2NiNjFCWVM0M3p0VUlhRTY1TnFvam03YlZkZ01QZWttS3BiamItV3FleG9MdG9maGMzUnJ5bmhfdlRIQ3FpZ2QwR2hXQlgyd1VQcHp5OWVJZWowczlERzFqYnRzT3o0WVJFYkRoVWp5QXoyaDZxbHF6cUo1YWMxNUtsR3lnOEcxUm14YzBqVjJZemlxelcyR0RWUGFDcWo0VF9INno1V2xCaElXalpXcE5tQ1RKWlhEQVo2aHc5a1U0RXNRLXhqQVZIN1Z4NHNUY0E?oc=5,claude-sonnet-5,83bf6a71cc4b
2026-07-30T19:48:59+00:00,2026-07-28T20:00:00Z,20260730T162550Z,gnews_lynx,Kiki Rice,unknown,unknown,none stated,none stated,aggregator,none,True,"Final Injury Report for Tempo-Lynx: Will Kiki Rice, Brittney Sykes Play?",https://news.google.com/rss/articles/CBMihgFBVV95cUxNbTBuS09yX1hZdFByNVpVS3UyTXhMSEpQNHppWHNGdFJvYnJLajJxekFIZG13RWRDOHBfQzN5WGFlOXdoWFFvTWtDaE80S0E3djNBejNpNDNQVjlBNjd6UGNtMlpIclMwUkpNWjlhYURwQUZUS1hFbEVpTDRFU19OM3huMnU5Zw?oc=5,claude-sonnet-5,83bf6a71cc4b
2026-07-30T19:48:59+00:00,2026-07-28T20:00:00Z,20260730T162550Z,gnews_lynx,Brittney Sykes,unknown,unknown,none stated,none stated,aggregator,none,True,"Final Injury Report for Tempo-Lynx: Will Kiki Rice, Brittney Sykes Play?",https://news.google.com/rss/articles/CBMihgFBVV95cUxNbTBuS09yX1hZdFByNVpVS3UyTXhMSEpQNHppWHNGdFJvYnJLajJxekFIZG13RWRDOHBfQzN5WGFlOXdoWFFvTWtDaE80S0E3djNBejNpNDNQVjlBNjd6UGNtMlpIclMwUkpNWjlhYURwQUZUS1hFbEVpTDRFU19OM3huMnU5Zw?oc=5,claude-sonnet-5,83bf6a71cc4b
2026-07-30T19:48:59+00:00,2026-07-29T04:22:00Z,20260730T162550Z,gnews_fire,NaLyssa Smith,Las Vegas Aces,unknown,none stated,none stated,aggregator,none,True,Aces make surprising NaLyssa Smith roster decision after DiJonai Carrington allegations,https://news.google.com/rss/articles/CBMijgFBVV95cUxOV2FQb0lYMUdCZG5WRnNkS3Yza3F5Y0tEV3Y2c0ZmbFRlVFpIZ3NuWFJhbWQ5cHcwUGg4OGlscVZRbDQ2QnhlV3JaLXpGd3lLS1lpRnFMcDYyZXJMYXJkRXNsa2tvcndBSjFUREVlRnBWREZYcmx5NmNYVW9wdkJNNmt6S0VkeGVhV0tHaDV3?oc=5,claude-sonnet-5,83bf6a71cc4b
2026-07-30T19:48:59+00:00,2026-07-29T03:56:00Z,20260730T162550Z,gnews_fever,Aliyah Boston,Indiana Fever,unknown,knee,none stated,aggregator,none,True,Fever star Aliyah Boston leaves win over Storm early after apparent knee injury,https://news.google.com/rss/articles/CBMi3gFBVV95cUxOTXpwdEhZREFZSGROU1dEbzJUd2FoLXV5WE9Xa1VBc3BsTDZEOWZHZjExTTIwbjJFcGV4bWZMZDN4d18xakhsSE1FRXpNWWtlY1hRR3dDMEdjQ21tbkctWDFBYXkzRmhvdXN6dFBtNlNOTTl0S2EzblBzLUlLSFdvNjV2dTYwSV9GdDZPZy1LSzgtVkxMamxpZTRkUTl2Q0pBWmluaUs1U25vTDR6UWItbWNvXzVhQ3l1dm42RGFOVS1GT2FWNzF5c051T0c3ZHdTVlJ5b3JYTmdycDMzbFE?oc=5,claude-sonnet-5,83bf6a71cc4b
