team_game_uid,game_id,team_id,game_date,season,season_type,head_coach_named,head_coach_event_present,in_season_change_determinable,prior_head_coach_events,coach_tenure_games,cutoff_valid
1022200143:1611661319,1022200143,1611661319,2022-07-14,2022,Regular Season,True,True,False,1,23.0,False
1022200144:1611661321,1022200144,1611661321,2022-07-14,2022,Regular Season,False,False,False,0,,False
1022200144:1611661324,1022200144,1611661324,2022-07-14,2022,Regular Season,False,False,False,0,,False
1022200145:1611661317,1022200145,1611661317,2022-07-14,2022,Regular Season,True,True,True,2,25.0,False
1022200145:1611661322,1022200145,1611661322,2022-07-14,2022,Regular Season,False,False,False,0,,False
1022200146:1611661320,1022200146,1611661320,2022-07-14,2022,Regular Season,False,True,True,2,,False
1022200146:1611661329,1022200146,1611661329,2022-07-14,2022,Regular Season,False,False,False,0,,False
1022200147:1611661324,1022200147,1611661324,2022-07-15,2022,Regular Season,False,False,False,0,,False
1022200147:1611661325,1022200147,1611661325,2022-07-15,2022,Regular Season,True,True,True,2,16.0,False
1022200148:1611661323,1022200148,1611661323,2022-07-15,2022,Regular Season,False,False,False,0,,False
1022200148:1611661330,1022200148,1611661330,2022-07-15,2022,Regular Season,True,True,False,4,23.0,False
1022200149:1611661321,1022200149,1611661321,2022-07-16,2022,Regular Season,False,False,False,0,,False
1022200149:1611661329,1022200149,1611661329,2022-07-16,2022,Regular Season,False,False,False,0,,False
1022200150:1611661319,1022200150,1611661319,2022-07-17,2022,Regular Season,True,True,False,1,24.0,False
1022200150:1611661323,1022200150,1611661323,2022-07-17,2022,Regular Season,False,False,False,0,,False
1022200151:1611661322,1022200151,1611661322,2022-07-17,2022,Regular Season,False,False,False,0,,False
1022200151:1611661324,1022200151,1611661324,2022-07-17,2022,Regular Season,False,False,False,0,,False
1022200152:1611661317,1022200152,1611661317,2022-07-17,2022,Regular Season,True,True,True,2,26.0,False
1022200152:1611661330,1022200152,1611661330,2022-07-17,2022,Regular Season,True,True,False,4,24.0,False
1022200153:1611661325,1022200153,1611661325,2022-07-17,2022,Regular Season,True,True,True,2,17.0,False
1022200153:1611661328,1022200153,1611661328,2022-07-17,2022,Regular Season,True,True,False,1,51.0,False
1022200154:1611661313,1022200154,1611661313,2022-07-19,2022,Regular Season,True,True,True,2,3.0,False
1022200154:1611661323,1022200154,1611661323,2022-07-19,2022,Regular Season,False,False,False,0,,False
1022200155:1611661319,1022200155,1611661319,2022-07-19,2022,Regular Season,True,True,False,1,25.0,False
1022200155:1611661330,1022200155,1611661330,2022-07-19,2022,Regular Season,True,True,False,4,25.0,False
1022200156:1611661320,1022200156,1611661320,2022-07-19,2022,Regular Season,False,True,True,2,,False
1022200156:1611661325,1022200156,1611661325,2022-07-19,2022,Regular Season,True,True,True,2,18.0,False
1022200157:1611661328,1022200157,1611661328,2022-07-20,2022,Regular Season,True,True,False,1,52.0,False
1022200157:1611661329,1022200157,1611661329,2022-07-20,2022,Regular Season,False,False,False,0,,False
1022200158:1611661313,1022200158,1611661313,2022-07-21,2022,Regular Season,True,True,True,2,4.0,False
1022200158:1611661322,1022200158,1611661322,2022-07-21,2022,Regular Season,False,False,False,0,,False
1022200159:1611661320,1022200159,1611661320,2022-07-21,2022,Regular Season,False,True,True,2,,False
1022200159:1611661330,1022200159,1611661330,2022-07-21,2022,Regular Season,True,True,False,4,26.0,False
1022200160:1611661319,1022200160,1611661319,2022-07-21,2022,Regular Season,True,True,False,1,26.0,False
1022200160:1611661325,1022200160,1611661325,2022-07-21,2022,Regular Season,True,True,True,2,19.0,False
1022200161:1611661323,1022200161,1611661323,2022-07-22,2022,Regular Season,False,False,False,0,,False
1022200161:1611661324,1022200161,1611661324,2022-07-22,2022,Regular Season,False,False,False,0,,False
1022200162:1611661321,1022200162,1611661321,2022-07-22,2022,Regular Season,False,False,False,0,,False
1022200162:1611661329,1022200162,1611661329,2022-07-22,2022,Regular Season,False,False,False,0,,False
1022200163:1611661317,1022200163,1611661317,2022-07-22,2022,Regular Season,True,True,True,2,27.0,False
1022200163:1611661328,1022200163,1611661328,2022-07-22,2022,Regular Season,True,True,False,1,53.0,False
1022200164:1611661313,1022200164,1611661313,2022-07-23,2022,Regular Season,True,True,True,2,5.0,False
1022200164:1611661329,1022200164,1611661329,2022-07-23,2022,Regular Season,False,False,False,0,,False
1022200165:1611661319,1022200165,1611661319,2022-07-23,2022,Regular Season,True,True,False,1,27.0,False
1022200165:1611661320,1022200165,1611661320,2022-07-23,2022,Regular Season,False,True,True,2,,False
1022200166:1611661321,1022200166,1611661321,2022-07-24,2022,Regular Season,False,False,False,0,,False
1022200166:1611661325,1022200166,1611661325,2022-07-24,2022,Regular Season,True,True,True,2,20.0,False
1022200167:1611661328,1022200167,1611661328,2022-07-24,2022,Regular Season,True,True,False,1,54.0,False
1022200167:1611661330,1022200167,1611661330,2022-07-24,2022,Regular Season,True,True,False,4,27.0,False
1022200168:1611661323,1022200168,1611661323,2022-07-24,2022,Regular Season,False,False,False,0,,False
1022200168:1611661324,1022200168,1611661324,2022-07-24,2022,Regular Season,False,False,False,0,,False
1022200169:1611661324,1022200169,1611661324,2022-07-28,2022,Regular Season,False,False,False,0,,False
1022200169:1611661330,1022200169,1611661330,2022-07-28,2022,Regular Season,True,True,False,4,28.0,False
1022200170:1611661323,1022200170,1611661323,2022-07-28,2022,Regular Season,False,False,False,0,,False
1022200170:1611661328,1022200170,1611661328,2022-07-28,2022,Regular Season,True,True,False,1,55.0,False
1022200171:1611661321,1022200171,1611661321,2022-07-28,2022,Regular Season,False,False,False,0,,False
1022200171:1611661322,1022200171,1611661322,2022-07-28,2022,Regular Season,False,False,False,0,,False
1022200172:1611661317,1022200172,1611661317,2022-07-28,2022,Regular Season,True,True,True,2,28.0,False
1022200172:1611661320,1022200172,1611661320,2022-07-28,2022,Regular Season,False,True,True,2,,False
1022200173:1611661319,1022200173,1611661319,2022-07-29,2022,Regular Season,True,True,False,1,28.0,False
1022200173:1611661325,1022200173,1611661325,2022-07-29,2022,Regular Season,True,True,True,2,21.0,False
1022200174:1611661313,1022200174,1611661313,2022-07-29,2022,Regular Season,True,True,True,2,6.0,False
1022200174:1611661329,1022200174,1611661329,2022-07-29,2022,Regular Season,False,False,False,0,,False
1022200175:1611661322,1022200175,1611661322,2022-07-30,2022,Regular Season,False,False,False,0,,False
1022200175:1611661328,1022200175,1611661328,2022-07-30,2022,Regular Season,True,True,False,1,56.0,False
1022200176:1611661321,1022200176,1611661321,2022-07-30,2022,Regular Season,False,False,False,0,,False
1022200176:1611661330,1022200176,1611661330,2022-07-30,2022,Regular Season,True,True,False,4,29.0,False
1022200177:1611661323,1022200177,1611661323,2022-07-31,2022,Regular Season,False,False,False,0,,False
1022200177:1611661329,1022200177,1611661329,2022-07-31,2022,Regular Season,False,False,False,0,,False
1022200178:1611661313,1022200178,1611661313,2022-07-31,2022,Regular Season,True,True,True,2,7.0,False
1022200178:1611661317,1022200178,1611661317,2022-07-31,2022,Regular Season,True,True,True,2,29.0,False
1022200179:1611661319,1022200179,1611661319,2022-07-31,2022,Regular Season,True,True,False,1,29.0,False
1022200179:1611661325,1022200179,1611661325,2022-07-31,2022,Regular Season,True,True,True,2,22.0,False
1022200180:1611661322,1022200180,1611661322,2022-07-31,2022,Regular Season,False,False,False,0,,False
1022200180:1611661328,1022200180,1611661328,2022-07-31,2022,Regular Season,True,True,False,1,57.0,False
1022200181:1611661320,1022200181,1611661320,2022-07-31,2022,Regular Season,False,True,True,2,,False
1022200181:1611661324,1022200181,1611661324,2022-07-31,2022,Regular Season,False,False,False,0,,False
1022200182:1611661317,1022200182,1611661317,2022-08-02,2022,Regular Season,True,True,True,2,30.0,False
1022200182:1611661323,1022200182,1611661323,2022-08-02,2022,Regular Season,False,False,False,0,,False
1022200183:1611661313,1022200183,1611661313,2022-08-02,2022,Regular Season,True,True,True,2,8.0,False
1022200183:1611661320,1022200183,1611661320,2022-08-02,2022,Regular Season,False,True,True,2,,False
1022200184:1611661319,1022200184,1611661319,2022-08-02,2022,Regular Season,True,True,False,1,30.0,False
1022200184:1611661322,1022200184,1611661322,2022-08-02,2022,Regular Season,False,False,False,0,,False
1022200185:1611661321,1022200185,1611661321,2022-08-02,2022,Regular Season,False,False,False,0,,False
1022200185:1611661329,1022200185,1611661329,2022-08-02,2022,Regular Season,False,False,False,0,,False
1022200186:1611661325,1022200186,1611661325,2022-08-03,2022,Regular Season,True,True,True,2,23.0,False
1022200186:1611661330,1022200186,1611661330,2022-08-03,2022,Regular Season,True,True,False,4,30.0,False
1022200187:1611661313,1022200187,1611661313,2022-08-03,2022,Regular Season,True,True,True,2,9.0,False
1022200187:1611661320,1022200187,1611661320,2022-08-03,2022,Regular Season,False,True,True,2,,False
1022200188:1611661324,1022200188,1611661324,2022-08-03,2022,Regular Season,False,False,False,0,,False
1022200188:1611661328,1022200188,1611661328,2022-08-03,2022,Regular Season,True,True,False,1,58.0,False
1022200189:1611661317,1022200189,1611661317,2022-08-04,2022,Regular Season,True,True,True,2,31.0,False
1022200189:1611661323,1022200189,1611661323,2022-08-04,2022,Regular Season,False,False,False,0,,False
1022200190:1611661319,1022200190,1611661319,2022-08-04,2022,Regular Season,True,True,False,1,31.0,False
1022200190:1611661321,1022200190,1611661321,2022-08-04,2022,Regular Season,False,False,False,0,,False
1022200191:1611661320,1022200191,1611661320,2022-08-05,2022,Regular Season,False,True,True,2,,False
1022200191:1611661330,1022200191,1611661330,2022-08-05,2022,Regular Season,True,True,False,4,31.0,False
1022200192:1611661322,1022200192,1611661322,2022-08-05,2022,Regular Season,False,False,False,0,,False
1022200192:1611661329,1022200192,1611661329,2022-08-05,2022,Regular Season,False,False,False,0,,False
1022200193:1611661321,1022200193,1611661321,2022-08-06,2022,Regular Season,False,False,False,0,,False
1022200193:1611661325,1022200193,1611661325,2022-08-06,2022,Regular Season,True,True,True,2,24.0,False
1022200194:1611661313,1022200194,1611661313,2022-08-06,2022,Regular Season,True,True,True,2,10.0,False
1022200194:1611661317,1022200194,1611661317,2022-08-06,2022,Regular Season,True,True,True,2,32.0,False
1022200195:1611661323,1022200195,1611661323,2022-08-07,2022,Regular Season,False,False,False,0,,False
1022200195:1611661329,1022200195,1611661329,2022-08-07,2022,Regular Season,False,False,False,0,,False
1022200196:1611661320,1022200196,1611661320,2022-08-07,2022,Regular Season,False,True,True,2,,False
1022200196:1611661322,1022200196,1611661322,2022-08-07,2022,Regular Season,False,False,False,0,,False
1022200197:1611661319,1022200197,1611661319,2022-08-07,2022,Regular Season,True,True,False,1,32.0,False
1022200197:1611661328,1022200197,1611661328,2022-08-07,2022,Regular Season,True,True,False,1,59.0,False
1022200198:1611661324,1022200198,1611661324,2022-08-07,2022,Regular Season,False,False,False,0,,False
1022200198:1611661330,1022200198,1611661330,2022-08-07,2022,Regular Season,True,True,False,4,32.0,False
1022200199:1611661313,1022200199,1611661313,2022-08-08,2022,Regular Season,True,True,True,2,11.0,False
1022200199:1611661321,1022200199,1611661321,2022-08-08,2022,Regular Season,False,False,False,0,,False
1022200200:1611661328,1022200200,1611661328,2022-08-09,2022,Regular Season,True,True,False,1,60.0,False
1022200200:1611661329,1022200200,1611661329,2022-08-09,2022,Regular Season,False,False,False,0,,False
1022200201:1611661319,1022200201,1611661319,2022-08-09,2022,Regular Season,True,True,False,1,33.0,False
1022200201:1611661330,1022200201,1611661330,2022-08-09,2022,Regular Season,True,True,False,4,33.0,False
1022200202:1611661320,1022200202,1611661320,2022-08-09,2022,Regular Season,False,True,True,2,,False
1022200202:1611661323,1022200202,1611661323,2022-08-09,2022,Regular Season,False,False,False,0,,False
1022200203:1611661313,1022200203,1611661313,2022-08-10,2022,Regular Season,True,True,True,2,12.0,False
1022200203:1611661321,1022200203,1611661321,2022-08-10,2022,Regular Season,False,False,False,0,,False
1022200204:1611661317,1022200204,1611661317,2022-08-10,2022,Regular Season,True,True,True,2,33.0,False
1022200204:1611661324,1022200204,1611661324,2022-08-10,2022,Regular Season,False,False,False,0,,False
1022200205:1611661319,1022200205,1611661319,2022-08-11,2022,Regular Season,True,True,False,1,34.0,False
1022200205:1611661329,1022200205,1611661329,2022-08-11,2022,Regular Season,False,False,False,0,,False
1022200206:1611661320,1022200206,1611661320,2022-08-11,2022,Regular Season,False,True,True,2,,False
1022200206:1611661323,1022200206,1611661323,2022-08-11,2022,Regular Season,False,False,False,0,,False
1022200207:1611661322,1022200207,1611661322,2022-08-12,2022,Regular Season,False,False,False,0,,False
1022200207:1611661325,1022200207,1611661325,2022-08-12,2022,Regular Season,True,True,True,2,25.0,False
1022200208:1611661313,1022200208,1611661313,2022-08-12,2022,Regular Season,True,True,True,2,13.0,False
1022200208:1611661330,1022200208,1611661330,2022-08-12,2022,Regular Season,True,True,False,4,34.0,False
1022200209:1611661324,1022200209,1611661324,2022-08-12,2022,Regular Season,False,False,False,0,,False
1022200209:1611661328,1022200209,1611661328,2022-08-12,2022,Regular Season,True,True,False,1,61.0,False
1022200210:1611661317,1022200210,1611661317,2022-08-12,2022,Regular Season,True,True,True,2,34.0,False
1022200210:1611661321,1022200210,1611661321,2022-08-12,2022,Regular Season,False,False,False,0,,False
1022200211:1611661323,1022200211,1611661323,2022-08-14,2022,Regular Season,False,False,False,0,,False
1022200211:1611661324,1022200211,1611661324,2022-08-14,2022,Regular Season,False,False,False,0,,False
1022200212:1611661313,1022200212,1611661313,2022-08-14,2022,Regular Season,True,True,True,2,14.0,False
1022200212:1611661330,1022200212,1611661330,2022-08-14,2022,Regular Season,True,True,False,4,35.0,False
1022200213:1611661322,1022200213,1611661322,2022-08-14,2022,Regular Season,False,False,False,0,,False
1022200213:1611661325,1022200213,1611661325,2022-08-14,2022,Regular Season,True,True,True,2,26.0,False
1022200214:1611661317,1022200214,1611661317,2022-08-14,2022,Regular Season,True,True,True,2,35.0,False
1022200214:1611661329,1022200214,1611661329,2022-08-14,2022,Regular Season,False,False,False,0,,False
1022200215:1611661319,1022200215,1611661319,2022-08-14,2022,Regular Season,True,True,False,1,35.0,False
1022200215:1611661328,1022200215,1611661328,2022-08-14,2022,Regular Season,True,True,False,1,62.0,False
1022200216:1611661320,1022200216,1611661320,2022-08-14,2022,Regular Season,False,True,True,2,,False
1022200216:1611661321,1022200216,1611661321,2022-08-14,2022,Regular Season,False,False,False,0,,False
1042200101:1611661317,1042200101,1611661317,2022-08-17,2022,Playoffs,True,True,True,2,36.0,False
1042200101:1611661319,1042200101,1611661319,2022-08-17,2022,Playoffs,True,True,False,1,36.0,False
1042200111:1611661313,1042200111,1611661313,2022-08-17,2022,Playoffs,True,True,True,2,15.0,False
1042200111:1611661329,1042200111,1611661329,2022-08-17,2022,Playoffs,False,False,False,0,,False
1042200121:1611661321,1042200121,1611661321,2022-08-18,2022,Playoffs,False,False,False,0,,False
1042200121:1611661323,1042200121,1611661323,2022-08-18,2022,Playoffs,False,False,False,0,,False
1042200131:1611661322,1042200131,1611661322,2022-08-18,2022,Playoffs,False,False,False,0,,False
1042200131:1611661328,1042200131,1611661328,2022-08-18,2022,Playoffs,True,True,False,1,63.0,False
1042200102:1611661317,1042200102,1611661317,2022-08-20,2022,Playoffs,True,True,True,2,37.0,False
1042200102:1611661319,1042200102,1611661319,2022-08-20,2022,Playoffs,True,True,False,1,37.0,False
1042200112:1611661313,1042200112,1611661313,2022-08-20,2022,Playoffs,True,True,True,2,16.0,False
1042200112:1611661329,1042200112,1611661329,2022-08-20,2022,Playoffs,False,False,False,0,,False
1042200122:1611661321,1042200122,1611661321,2022-08-21,2022,Playoffs,False,False,False,0,,False
1042200122:1611661323,1042200122,1611661323,2022-08-21,2022,Playoffs,False,False,False,0,,False
1042200132:1611661322,1042200132,1611661322,2022-08-21,2022,Playoffs,False,False,False,0,,False
1042200132:1611661328,1042200132,1611661328,2022-08-21,2022,Playoffs,True,True,False,1,64.0,False
1042200113:1611661313,1042200113,1611661313,2022-08-23,2022,Playoffs,True,True,True,2,17.0,False
1042200113:1611661329,1042200113,1611661329,2022-08-23,2022,Playoffs,False,False,False,0,,False
1042200123:1611661321,1042200123,1611661321,2022-08-24,2022,Playoffs,False,False,False,0,,False
1042200123:1611661323,1042200123,1611661323,2022-08-24,2022,Playoffs,False,False,False,0,,False
1042200201:1611661319,1042200201,1611661319,2022-08-28,2022,Playoffs,True,True,False,1,38.0,False
1042200201:1611661328,1042200201,1611661328,2022-08-28,2022,Playoffs,True,True,False,1,65.0,False
1042200211:1611661323,1042200211,1611661323,2022-08-28,2022,Playoffs,False,False,False,0,,False
1042200211:1611661329,1042200211,1611661329,2022-08-28,2022,Playoffs,False,False,False,0,,False
1042200202:1611661319,1042200202,1611661319,2022-08-31,2022,Playoffs,True,True,False,1,39.0,False
1042200202:1611661328,1042200202,1611661328,2022-08-31,2022,Playoffs,True,True,False,1,66.0,False
1042200212:1611661323,1042200212,1611661323,2022-08-31,2022,Playoffs,False,False,False,0,,False
1042200212:1611661329,1042200212,1611661329,2022-08-31,2022,Playoffs,False,False,False,0,,False
1042200203:1611661319,1042200203,1611661319,2022-09-04,2022,Playoffs,True,True,False,1,40.0,False
1042200203:1611661328,1042200203,1611661328,2022-09-04,2022,Playoffs,True,True,False,1,67.0,False
1042200213:1611661323,1042200213,1611661323,2022-09-04,2022,Playoffs,False,False,False,0,,False
1042200213:1611661329,1042200213,1611661329,2022-09-04,2022,Playoffs,False,False,False,0,,False
1042200204:1611661319,1042200204,1611661319,2022-09-06,2022,Playoffs,True,True,False,1,41.0,False
1042200204:1611661328,1042200204,1611661328,2022-09-06,2022,Playoffs,True,True,False,1,68.0,False
1042200214:1611661323,1042200214,1611661323,2022-09-06,2022,Playoffs,False,False,False,0,,False
1042200214:1611661329,1042200214,1611661329,2022-09-06,2022,Playoffs,False,False,False,0,,False
1042200215:1611661323,1042200215,1611661323,2022-09-08,2022,Playoffs,False,False,False,0,,False
1042200215:1611661329,1042200215,1611661329,2022-09-08,2022,Playoffs,False,False,False,0,,False
1042200301:1611661319,1042200301,1611661319,2022-09-11,2022,Playoffs,True,True,False,1,42.0,False
1042200301:1611661323,1042200301,1611661323,2022-09-11,2022,Playoffs,False,False,False,0,,False
1042200302:1611661319,1042200302,1611661319,2022-09-13,2022,Playoffs,True,True,False,1,43.0,False
1042200302:1611661323,1042200302,1611661323,2022-09-13,2022,Playoffs,False,False,False,0,,False
1042200303:1611661319,1042200303,1611661319,2022-09-15,2022,Playoffs,True,True,False,1,44.0,False
1042200303:1611661323,1042200303,1611661323,2022-09-15,2022,Playoffs,False,False,False,0,,False
1042200304:1611661319,1042200304,1611661319,2022-09-18,2022,Playoffs,True,True,False,1,45.0,False
1042200304:1611661323,1042200304,1611661323,2022-09-18,2022,Playoffs,False,False,False,0,,False
1022300001:1611661323,1022300001,1611661323,2023-05-19,2023,Regular Season,True,True,False,1,0.0,False
1022300001:1611661325,1022300001,1611661325,2023-05-19,2023,Regular Season,True,True,False,3,0.0,False
1022300002:1611661313,1022300002,1611661313,2023-05-19,2023,Regular Season,True,True,False,2,18.0,False
1022300002:1611661322,1022300002,1611661322,2023-05-19,2023,Regular Season,True,True,False,1,0.0,False
1022300003:1611661324,1022300003,1611661324,2023-05-19,2023,Regular Season,False,False,False,0,,False
1022300003:1611661329,1022300003,1611661329,2023-05-19,2023,Regular Season,False,False,False,0,,False
1022300004:1611661317,1022300004,1611661317,2023-05-19,2023,Regular Season,True,True,False,2,38.0,False
1022300004:1611661320,1022300004,1611661320,2023-05-19,2023,Regular Season,True,True,False,4,0.0,False
1022300005:1611661319,1022300005,1611661319,2023-05-20,2023,Regular Season,True,True,False,1,46.0,False
1022300005:1611661328,1022300005,1611661328,2023-05-20,2023,Regular Season,True,True,False,1,69.0,False
1022300006:1611661321,1022300006,1611661321,2023-05-20,2023,Regular Season,True,True,False,2,0.0,False
1022300006:1611661330,1022300006,1611661330,2023-05-20,2023,Regular Season,True,True,False,4,36.0,False
1022300007:1611661322,1022300007,1611661322,2023-05-21,2023,Regular Season,True,True,False,1,1.0,False
1022300007:1611661323,1022300007,1611661323,2023-05-21,2023,Regular Season,True,True,False,1,1.0,False
1022300008:1611661313,1022300008,1611661313,2023-05-21,2023,Regular Season,True,True,False,2,19.0,False
1022300008:1611661325,1022300008,1611661325,2023-05-21,2023,Regular Season,True,True,False,3,1.0,False
1022300009:1611661317,1022300009,1611661317,2023-05-21,2023,Regular Season,True,True,False,2,39.0,False
1022300009:1611661329,1022300009,1611661329,2023-05-21,2023,Regular Season,False,False,False,0,,False
1022300010:1611661322,1022300010,1611661322,2023-05-23,2023,Regular Season,True,True,False,1,2.0,False
1022300010:1611661323,1022300010,1611661323,2023-05-23,2023,Regular Season,True,True,False,1,2.0,False
1022300011:1611661324,1022300011,1611661324,2023-05-23,2023,Regular Season,False,False,False,0,,False
1022300011:1611661330,1022300011,1611661330,2023-05-23,2023,Regular Season,True,True,False,4,37.0,False
1022300012:1611661319,1022300012,1611661319,2023-05-25,2023,Regular Season,True,True,False,1,47.0,False
1022300012:1611661320,1022300012,1611661320,2023-05-25,2023,Regular Season,True,True,False,4,1.0,False
1022300013:1611661317,1022300013,1611661317,2023-05-25,2023,Regular Season,True,True,False,2,40.0,False
1022300013:1611661324,1022300013,1611661324,2023-05-25,2023,Regular Season,False,False,False,0,,False
1022300014:1611661322,1022300014,1611661322,2023-05-26,2023,Regular Season,True,True,False,1,3.0,False
1022300014:1611661329,1022300014,1611661329,2023-05-26,2023,Regular Season,False,False,False,0,,False
1022300015:1611661321,1022300015,1611661321,2023-05-26,2023,Regular Season,True,True,False,2,1.0,False
1022300015:1611661328,1022300015,1611661328,2023-05-26,2023,Regular Season,True,True,False,1,70.0,False
1022300016:1611661313,1022300016,1611661313,2023-05-27,2023,Regular Season,True,True,False,2,20.0,False
1022300016:1611661323,1022300016,1611661323,2023-05-27,2023,Regular Season,True,True,False,1,3.0,False
1022300017:1611661319,1022300017,1611661319,2023-05-27,2023,Regular Season,True,True,False,1,48.0,False
1022300017:1611661320,1022300017,1611661320,2023-05-27,2023,Regular Season,True,True,False,4,2.0,False
1022300018:1611661325,1022300018,1611661325,2023-05-28,2023,Regular Season,True,True,False,3,2.0,False
1022300018:1611661330,1022300018,1611661330,2023-05-28,2023,Regular Season,True,True,False,4,38.0,False
1022300019:1611661321,1022300019,1611661321,2023-05-28,2023,Regular Season,True,True,False,2,2.0,False
1022300019:1611661329,1022300019,1611661329,2023-05-28,2023,Regular Season,False,False,False,0,,False
1022300020:1611661319,1022300020,1611661319,2023-05-28,2023,Regular Season,True,True,False,1,49.0,False
1022300020:1611661324,1022300020,1611661324,2023-05-28,2023,Regular Season,False,False,False,0,,False
1022300021:1611661329,1022300021,1611661329,2023-05-30,2023,Regular Season,False,False,False,0,,False
1022300021:1611661330,1022300021,1611661330,2023-05-30,2023,Regular Season,True,True,False,4,39.0,False
1022300022:1611661323,1022300022,1611661323,2023-05-30,2023,Regular Season,True,True,False,1,4.0,False
1022300022:1611661325,1022300022,1611661325,2023-05-30,2023,Regular Season,True,True,False,3,3.0,False
1022300023:1611661321,1022300023,1611661321,2023-05-30,2023,Regular Season,True,True,False,2,3.0,False
1022300023:1611661324,1022300023,1611661324,2023-05-30,2023,Regular Season,False,False,False,0,,False
1022300024:1611661313,1022300024,1611661313,2023-05-30,2023,Regular Season,True,True,False,2,21.0,False
1022300024:1611661328,1022300024,1611661328,2023-05-30,2023,Regular Season,True,True,False,1,71.0,False
1022300025:1611661323,1022300025,1611661323,2023-06-01,2023,Regular Season,True,True,False,1,5.0,False
1022300025:1611661324,1022300025,1611661324,2023-06-01,2023,Regular Season,False,False,False,0,,False
1022300026:1611661321,1022300026,1611661321,2023-06-02,2023,Regular Season,True,True,False,2,4.0,False
1022300026:1611661322,1022300026,1611661322,2023-06-02,2023,Regular Season,True,True,False,1,4.0,False
1022300027:1611661319,1022300027,1611661319,2023-06-02,2023,Regular Season,True,True,False,1,50.0,False
1022300027:1611661330,1022300027,1611661330,2023-06-02,2023,Regular Season,True,True,False,4,40.0,False
1022300028:1611661313,1022300028,1611661313,2023-06-02,2023,Regular Season,True,True,False,2,22.0,False
1022300028:1611661329,1022300028,1611661329,2023-06-02,2023,Regular Season,False,False,False,0,,False
1022300029:1611661317,1022300029,1611661317,2023-06-02,2023,Regular Season,True,True,False,2,41.0,False
1022300029:1611661320,1022300029,1611661320,2023-06-02,2023,Regular Season,True,True,False,4,3.0,False
1022300030:1611661322,1022300030,1611661322,2023-06-03,2023,Regular Season,True,True,False,1,5.0,False
1022300030:1611661324,1022300030,1611661324,2023-06-03,2023,Regular Season,False,False,False,0,,False
1022300031:1611661320,1022300031,1611661320,2023-06-03,2023,Regular Season,True,True,False,4,4.0,False
1022300031:1611661328,1022300031,1611661328,2023-06-03,2023,Regular Season,True,True,False,1,72.0,False
1022300032:1611661321,1022300032,1611661321,2023-06-04,2023,Regular Season,True,True,False,2,5.0,False
1022300032:1611661323,1022300032,1611661323,2023-06-04,2023,Regular Season,True,True,False,1,6.0,False
1022300033:1611661313,1022300033,1611661313,2023-06-04,2023,Regular Season,True,True,False,2,23.0,False
1022300033:1611661329,1022300033,1611661329,2023-06-04,2023,Regular Season,False,False,False,0,,False
1022300034:1611661319,1022300034,1611661319,2023-06-04,2023,Regular Season,True,True,False,1,51.0,False
1022300034:1611661325,1022300034,1611661325,2023-06-04,2023,Regular Season,True,True,False,3,4.0,False
1022300035:1611661319,1022300035,1611661319,2023-06-06,2023,Regular Season,True,True,False,1,52.0,False
1022300035:1611661323,1022300035,1611661323,2023-06-06,2023,Regular Season,True,True,False,1,7.0,False
1022300036:1611661325,1022300036,1611661325,2023-06-06,2023,Regular Season,True,True,False,3,5.0,False
1022300036:1611661329,1022300036,1611661329,2023-06-06,2023,Regular Season,False,False,False,0,,False
1022300037:1611661320,1022300037,1611661320,2023-06-06,2023,Regular Season,True,True,False,4,5.0,False
1022300037:1611661328,1022300037,1611661328,2023-06-06,2023,Regular Season,True,True,False,1,73.0,False
1022300039:1611661317,1022300039,1611661317,2023-06-07,2023,Regular Season,True,True,False,2,42.0,False
1022300039:1611661321,1022300039,1611661321,2023-06-07,2023,Regular Season,True,True,False,2,6.0,False
1022300040:1611661319,1022300040,1611661319,2023-06-08,2023,Regular Season,True,True,False,1,53.0,False
1022300040:1611661323,1022300040,1611661323,2023-06-08,2023,Regular Season,True,True,False,1,8.0,False
1022300041:1611661313,1022300041,1611661313,2023-06-09,2023,Regular Season,True,True,False,2,24.0,False
1022300041:1611661330,1022300041,1611661330,2023-06-09,2023,Regular Season,True,True,False,4,41.0,False
1022300042:1611661317,1022300042,1611661317,2023-06-09,2023,Regular Season,True,True,False,2,43.0,False
1022300042:1611661321,1022300042,1611661321,2023-06-09,2023,Regular Season,True,True,False,2,7.0,False
1022300043:1611661324,1022300043,1611661324,2023-06-09,2023,Regular Season,False,False,False,0,,False
1022300043:1611661325,1022300043,1611661325,2023-06-09,2023,Regular Season,True,True,False,3,6.0,False
1022300044:1611661320,1022300044,1611661320,2023-06-09,2023,Regular Season,True,True,False,4,6.0,False
1022300044:1611661329,1022300044,1611661329,2023-06-09,2023,Regular Season,False,False,False,0,,False
1022300045:1611661322,1022300045,1611661322,2023-06-09,2023,Regular Season,True,True,False,1,6.0,False
1022300045:1611661328,1022300045,1611661328,2023-06-09,2023,Regular Season,True,True,False,1,74.0,False
1022300046:1611661313,1022300046,1611661313,2023-06-11,2023,Regular Season,True,True,False,2,25.0,False
1022300046:1611661321,1022300046,1611661321,2023-06-11,2023,Regular Season,True,True,False,2,8.0,False
1022300047:1611661319,1022300047,1611661319,2023-06-11,2023,Regular Season,True,True,False,1,54.0,False
1022300047:1611661329,1022300047,1611661329,2023-06-11,2023,Regular Season,False,False,False,0,,False
