pattern,channel,player_id,player_name,n_rows,sxx,raw_dev_slope,trait_pred_slope,shrunken_dev,posterior_z,half1_slope,half2_slope,half_signs,survives_shrinkage,replicates_sign,reported,K_star
TALL_SHOOTERS [fg3],fg3,1642290,Aaliyah Edwards,29,26.41,0.07426,-0.07998,0.00694,0.026,0.06708,0.08043,++,False,True,False,256.0
TALL_SHOOTERS [fg3],fg3,1642291,Angel Reese,29,29.47,-0.25409,0.00197,-0.02623,-0.1,-0.27131,-0.16996,--,False,True,False,256.0
TALL_SHOOTERS [fg3],fg3,1642292,Jacy Sheldon,33,36.33,-0.57415,-0.01877,-0.07135,-0.276,-2.21587,0.35102,-+,False,False,False,256.0
TALL_SHOOTERS [paint],paint,100720,Sue Bird,51,33.52,-0.38077,0.12127,0.0,0.0,-0.75785,0.5198,-+,False,False,False,
TALL_SHOOTERS [paint],paint,100940,Diana Taurasi,89,76.32,-0.20861,0.1031,0.0,0.0,0.25345,-0.62332,+-,False,False,False,
TALL_SHOOTERS [paint],paint,201480,Sylvia Fowles,51,47.88,0.74413,0.05346,0.0,0.0,1.76675,0.47784,++,False,False,False,
TALL_SHOOTERS [paint],paint,201496,Candace Parker,58,66.69,0.11467,0.03261,0.0,0.0,0.62966,-0.47074,+-,False,False,False,
TALL_SHOOTERS [paint],paint,201507,Leilani Mitchell,26,28.39,0.23349,0.20638,0.0,0.0,0.0385,0.40715,++,False,False,False,
TALL_SHOOTERS [paint],paint,201516,Allie Quigley,50,53.39,-0.4347,0.10648,0.0,0.0,-0.37301,-0.43767,--,False,False,False,
TALL_SHOOTERS [paint],paint,201886,DeWanna Bonner,123,125.88,0.11877,0.02374,0.0,0.0,0.36987,-0.13361,+-,False,False,False,
TALL_SHOOTERS [paint],paint,201896,Briann January,55,37.94,-0.04588,0.12997,0.0,0.0,-0.03545,-0.53509,--,False,False,False,
TALL_SHOOTERS [paint],paint,201911,Kristi Toliver,22,14.38,-0.79524,0.14897,0.0,0.0,-2.50037,0.31887,-+,False,False,False,
TALL_SHOOTERS [paint],paint,201913,Kia Vaughn,42,47.57,-0.20253,-0.02072,0.0,0.0,-1.43096,1.0259,-+,False,False,False,
TALL_SHOOTERS [paint],paint,201919,Shavonte Zellous,20,14.15,-0.28264,0.09268,0.0,0.0,-1.00245,0.13385,-+,False,False,False,
TALL_SHOOTERS [paint],paint,202250,Tina Charles,85,78.74,-0.0104,0.00654,0.0,0.0,0.18052,-0.19549,+-,False,False,False,
TALL_SHOOTERS [paint],paint,202252,Alysha Clark,93,98.82,-0.4957,0.09115,0.0,0.0,-1.04673,0.15806,-+,False,False,False,
TALL_SHOOTERS [paint],paint,202259,Epiphanny Prince,46,40.17,-0.02826,0.1287,0.0,0.0,0.4783,-1.27468,+-,False,False,False,
TALL_SHOOTERS [paint],paint,202633,Liz Cambage,40,52.03,-0.37253,-0.07439,0.0,0.0,-1.02898,-0.02575,--,False,False,False,
TALL_SHOOTERS [paint],paint,202638,Jessica Breland,20,25.25,1.08238,0.02548,0.0,0.0,1.57721,0.65262,++,False,False,False,
TALL_SHOOTERS [paint],paint,202641,Sydney Colson,20,27.47,-0.07224,0.13011,0.0,0.0,-0.81871,0.6528,-+,False,False,False,
TALL_SHOOTERS [paint],paint,202650,Jantel Lavender,37,42.9,0.43826,-0.00556,0.0,0.0,0.87424,-0.1634,+-,False,False,False,
TALL_SHOOTERS [paint],paint,202658,Danielle Robinson,72,65.9,-0.54359,0.18321,0.0,0.0,-0.56009,-0.71996,--,False,False,False,
TALL_SHOOTERS [paint],paint,202662,Jasmine Thomas,44,42.88,0.1002,0.14992,0.0,0.0,0.24113,-0.03203,+-,False,False,False,
TALL_SHOOTERS [paint],paint,202664,Courtney Vandersloot,114,91.52,0.99083,0.21098,0.0,0.0,1.09547,0.57501,++,False,False,False,
TALL_SHOOTERS [paint],paint,203014,Nneka Ogwumike,105,108.56,0.19311,0.06269,0.0,0.0,0.2161,0.18943,++,False,False,False,
TALL_SHOOTERS [paint],paint,203024,Damiris Dantas,39,35.29,-0.41138,0.02677,0.0,0.0,0.24664,-1.83436,+-,False,False,False,
TALL_SHOOTERS [paint],paint,203026,Tiffany Hayes,85,84.88,-0.5993,0.1755,0.0,0.0,0.0295,-1.30844,+-,False,False,False,
TALL_SHOOTERS [paint],paint,203029,Riquna Williams,43,50.33,0.05482,0.16267,0.0,0.0,-0.29709,0.13747,-+,False,False,False,
TALL_SHOOTERS [paint],paint,203035,Shey Peddy,65,60.96,0.52247,0.20482,0.0,0.0,0.23722,0.66452,++,False,False,False,
TALL_SHOOTERS [paint],paint,203398,Brittney Griner,76,66.82,0.76483,-0.11166,0.0,0.0,1.15784,0.12535,++,False,False,False,
TALL_SHOOTERS [paint],paint,203399,Elena Delle Donne,37,40.5,0.09492,-0.0572,0.0,0.0,-0.07515,0.03191,-+,False,False,False,
TALL_SHOOTERS [paint],paint,203400,Skylar Diggins-Smith,86,72.28,-0.20178,0.17062,0.0,0.0,-0.72303,0.17499,-+,False,False,False,
TALL_SHOOTERS [paint],paint,203403,Tianna Hawkins,67,70.41,-1.36349,0.07364,0.0,0.0,-1.29758,-1.41948,--,False,False,False,
TALL_SHOOTERS [paint],paint,203406,Layshia Clarendon,52,48.13,-0.35533,0.16515,0.0,0.0,0.01435,-0.69836,+-,False,False,False,
TALL_SHOOTERS [paint],paint,203416,Emma Meesseman,31,32.94,-1.03327,0.00929,0.0,0.0,0.27107,-2.3235,+-,False,False,False,
TALL_SHOOTERS [paint],paint,203822,Rebekah Gardner,30,32.56,-0.83117,0.11892,0.0,0.0,-1.61378,-0.04856,--,False,False,False,
TALL_SHOOTERS [paint],paint,203823,Chiney Ogwumike,26,28.39,1.33265,0.06954,0.0,0.0,0.14215,3.49778,++,False,False,False,
TALL_SHOOTERS [paint],paint,203824,Odyssey Sims,62,70.89,-0.23945,0.1829,0.0,0.0,0.46359,-0.99743,+-,False,False,False,
TALL_SHOOTERS [paint],paint,203825,Kayla McBride,120,127.6,0.22024,0.09904,0.0,0.0,0.59193,-0.16872,+-,False,False,False,
TALL_SHOOTERS [paint],paint,203826,Alyssa Thomas,100,104.06,-0.30228,0.10093,0.0,0.0,-0.39813,-0.15998,--,False,False,False,
TALL_SHOOTERS [paint],paint,203827,Natasha Howard,94,99.19,0.74266,0.08104,0.0,0.0,1.70733,0.10163,++,False,False,False,
TALL_SHOOTERS [paint],paint,203828,Stefanie Dolson,98,85.0,-0.10835,-0.00335,0.0,0.0,-0.291,0.15915,-+,False,False,False,
TALL_SHOOTERS [paint],paint,203831,Natalie Achonwa,27,25.9,-1.40064,0.06975,0.0,0.0,-1.8317,-1.02647,--,False,False,False,
TALL_SHOOTERS [paint],paint,203833,Chelsea Gray,114,120.0,0.4655,0.06938,0.0,0.0,0.42376,0.51497,++,False,False,False,
TALL_SHOOTERS [paint],paint,203849,Theresa Plaisance,39,28.18,-0.68672,-0.03532,0.0,0.0,-0.07874,-1.2788,--,False,False,False,
TALL_SHOOTERS [paint],paint,203855,Stephanie Talbot,77,67.03,-0.47272,0.04651,0.0,0.0,-0.5629,-0.40532,--,False,False,False,
TALL_SHOOTERS [paint],paint,203866,Kayla Thornton,125,81.51,-0.52293,0.07989,0.0,0.0,-0.05815,-1.20602,--,False,False,False,
TALL_SHOOTERS [paint],paint,204296,Rebecca Allen,82,74.79,-0.15491,0.03978,0.0,0.0,-0.49978,0.13267,-+,False,False,False,
TALL_SHOOTERS [paint],paint,204319,Jewell Loyd,122,103.58,-0.52146,0.12177,0.0,0.0,0.17293,-1.37013,+-,False,False,False,
TALL_SHOOTERS [paint],paint,204320,Amanda Zahui B,37,37.8,-0.00906,0.01035,0.0,0.0,-1.1464,1.04678,-+,False,False,False,
TALL_SHOOTERS [paint],paint,204322,Elizabeth Williams,88,103.87,0.34382,0.11542,0.0,0.0,1.97942,-1.35111,+-,False,False,False,
TALL_SHOOTERS [paint],paint,204323,Cheyenne Parker-Tyus,93,90.23,-0.21575,0.04596,0.0,0.0,-0.46403,0.03331,-+,False,False,False,
TALL_SHOOTERS [paint],paint,204324,Dearica Hamby,121,119.43,0.08241,0.09892,0.0,0.0,-0.27598,0.40948,-+,False,False,False,
TALL_SHOOTERS [paint],paint,204329,Kiah Stokes,104,108.22,-0.22324,0.04984,0.0,0.0,0.06499,-0.68634,+-,False,False,False,
TALL_SHOOTERS [paint],paint,204330,Isabelle Harrison,79,67.44,0.10105,0.06843,0.0,0.0,2.08776,-1.66809,+-,False,False,False,
TALL_SHOOTERS [paint],paint,204333,Natasha Cloud,116,105.64,0.54135,0.13939,0.0,0.0,0.23431,0.98176,++,False,False,False,
TALL_SHOOTERS [paint],paint,204335,Betnijah Laney-Hamilton,89,53.48,-0.37286,0.09845,0.0,0.0,-0.70109,0.4148,-+,False,False,False,
TALL_SHOOTERS [paint],paint,204365,Erica Wheeler,112,110.8,0.94146,0.19748,0.0,0.0,0.76841,1.12726,++,False,False,False,
TALL_SHOOTERS [paint],paint,1627668,Breanna Stewart,120,72.84,0.15543,0.01388,0.0,0.0,0.45125,-0.16137,+-,False,False,False,
TALL_SHOOTERS [paint],paint,1627669,Moriah Jefferson,87,101.17,0.61465,0.18916,0.0,0.0,0.86537,0.37888,++,False,False,False,
TALL_SHOOTERS [paint],paint,1627671,Rachel Banham,94,99.19,0.12102,0.10938,0.0,0.0,0.26237,-0.02033,+-,False,False,False,
TALL_SHOOTERS [paint],paint,1627672,Aerial Powers,59,69.42,0.15675,0.0909,0.0,0.0,-0.64037,1.12036,-+,False,False,False,
TALL_SHOOTERS [paint],paint,1627673,Jonquel Jones,119,80.87,-0.02834,0.03046,0.0,0.0,-0.06455,-0.1135,--,False,False,False,
TALL_SHOOTERS [paint],paint,1627674,Kahleah Copper,118,121.39,-0.37305,0.1196,0.0,0.0,-0.28791,-0.60119,--,False,False,False,
TALL_SHOOTERS [paint],paint,1627675,Courtney Williams,126,135.17,-0.30328,0.11178,0.0,0.0,-0.06505,-0.62576,--,False,False,False,
TALL_SHOOTERS [paint],paint,1627676,Tiffany Mitchell,92,98.45,0.80223,0.18345,0.0,0.0,0.83141,0.77306,++,False,False,False,
TALL_SHOOTERS [paint],paint,1627700,Julie Allemand,20,17.76,-0.24512,0.20805,0.0,0.0,1.52547,-0.81141,+-,False,False,False,
TALL_SHOOTERS [paint],paint,1628242,Emma Cannon,44,45.78,1.1107,0.06415,0.0,0.0,-1.28707,3.80231,-+,False,False,False,
TALL_SHOOTERS [paint],paint,1628244,Sami Whitcomb,120,99.54,0.07522,0.13128,0.0,0.0,-0.35573,0.50696,-+,False,False,False,
TALL_SHOOTERS [paint],paint,1628263,Lindsay Allen,83,92.27,-0.60801,0.17538,0.0,0.0,-0.59967,-0.65336,--,False,False,False,
TALL_SHOOTERS [paint],paint,1628269,Nia Coffey,91,89.65,0.22501,0.06056,0.0,0.0,0.59411,-0.1421,+-,False,False,False,
TALL_SHOOTERS [paint],paint,1628276,Kelsey Plum,119,121.72,-0.00711,0.19341,0.0,0.0,0.47537,-0.53533,+-,False,False,False,
TALL_SHOOTERS [paint],paint,1628277,Allisha Gray,116,105.64,0.30695,0.09804,0.0,0.0,-0.97118,1.44485,-+,False,False,False,
TALL_SHOOTERS [paint],paint,1628278,Shatori Walker-Kimbrough,110,110.19,0.20273,0.13254,0.0,0.0,-0.1589,0.68481,-+,False,False,False,
TALL_SHOOTERS [paint],paint,1628279,Brittney Sykes,102,104.74,0.4257,0.16381,0.0,0.0,-0.14991,1.24262,-+,False,False,False,
TALL_SHOOTERS [paint],paint,1628280,Brionna Jones,101,101.54,-0.64427,0.10742,0.0,0.0,-0.14033,-1.14815,--,False,False,False,
TALL_SHOOTERS [paint],paint,1628282,Sydney Wiese,21,23.78,0.20006,0.07075,0.0,0.0,0.11501,0.2574,++,False,False,False,
TALL_SHOOTERS [paint],paint,1628317,Karlie Samuelson,59,56.25,-0.12013,0.04901,0.0,0.0,0.09791,-0.30736,+-,False,False,False,
TALL_SHOOTERS [paint],paint,1628508,Cecilia Zandalasini,29,26.41,0.33431,0.01273,0.0,0.0,1.41617,-0.03284,+-,False,False,False,
TALL_SHOOTERS [paint],paint,1628878,Ariel Atkins,113,116.89,-0.55867,0.13408,0.0,0.0,-0.80624,-0.28393,--,False,False,False,
TALL_SHOOTERS [paint],paint,1628881,Monique Billings,105,99.68,0.54324,0.04731,0.0,0.0,0.26703,0.76557,++,False,False,False,
TALL_SHOOTERS [paint],paint,1628882,Lexie Brown,50,53.39,0.39517,0.14491,0.0,0.0,0.71123,-0.70426,+-,False,False,False,
TALL_SHOOTERS [paint],paint,1628886,Jordin Canada,99,111.44,-0.08412,0.22454,0.0,0.0,-0.04516,-0.03305,--,False,False,False,
TALL_SHOOTERS [paint],paint,1628890,Diamond DeShields,70,62.16,0.45739,0.08582,0.0,0.0,0.84233,-0.01293,+-,False,False,False,
TALL_SHOOTERS [paint],paint,1628899,Myisha Hines-Allen,105,111.31,-0.184,0.1004,0.0,0.0,-1.28016,1.2307,-+,False,False,False,
TALL_SHOOTERS [paint],paint,1628909,Kelsey Mitchell,122,128.33,-0.45489,0.20267,0.0,0.0,-0.59282,-0.25028,--,False,False,False,
TALL_SHOOTERS [paint],paint,1628915,Kia Nurse,95,90.78,0.25027,0.08685,0.0,0.0,0.10269,0.43669,++,False,False,False,
TALL_SHOOTERS [paint],paint,1628920,Mercedes Russell,80,67.64,0.06924,-0.00459,0.0,0.0,0.31768,-1.11608,+-,False,False,False,
TALL_SHOOTERS [paint],paint,1628922,Azurá Stevens,99,97.99,-0.0532,-0.0025,0.0,0.0,-0.26264,0.13929,-+,False,False,False,
TALL_SHOOTERS [paint],paint,1628927,Victoria Vivians,105,105.71,-0.05408,0.05989,0.0,0.0,0.3556,-0.49698,+-,False,False,False,
TALL_SHOOTERS [paint],paint,1628929,Kristy Wallace,70,74.21,-0.12349,0.09708,0.0,0.0,0.32806,-0.57504,+-,False,False,False,
TALL_SHOOTERS [paint],paint,1628931,Gabby Williams,43,32.52,0.7329,0.14201,0.0,0.0,1.34727,-0.08112,+-,False,False,False,
TALL_SHOOTERS [paint],paint,1628932,A'ja Wilson,126,126.85,-0.39287,-0.00358,0.0,0.0,0.02314,-0.84281,+-,False,False,False,
TALL_SHOOTERS [paint],paint,1629476,Asia (AD) Durr,34,33.95,0.10668,0.12034,0.0,0.0,0.18084,0.09628,++,False,False,False,
TALL_SHOOTERS [paint],paint,1629477,Sabrina Ionescu,120,76.91,-0.47499,0.12102,0.0,0.0,-0.40013,-0.60663,--,False,False,False,
TALL_SHOOTERS [paint],paint,1629478,Katie Lou Samuelson,77,84.76,0.38821,0.012,0.0,0.0,0.07326,0.70396,++,False,False,False,
TALL_SHOOTERS [paint],paint,1629479,Teaira McCowan,111,113.39,0.2366,0.0532,0.0,0.0,-0.14605,0.62037,-+,False,False,False,
TALL_SHOOTERS [paint],paint,1629480,Kalani Brown,54,60.12,-0.70612,0.03472,0.0,0.0,-0.21308,-0.79041,--,False,False,False,
TALL_SHOOTERS [paint],paint,1629481,Arike Ogunbowale,120,116.13,-0.33245,0.18897,0.0,0.0,-0.62976,-0.05494,--,False,False,False,
TALL_SHOOTERS [paint],paint,1629482,Sophie Cunningham,107,100.21,0.50206,0.07436,0.0,0.0,0.33429,0.6544,++,False,False,False,
TALL_SHOOTERS [paint],paint,1629483,Napheesa Collier,85,81.87,-0.07537,0.07915,0.0,0.0,-0.38979,0.22293,-+,False,False,False,
TALL_SHOOTERS [paint],paint,1629484,Megan Gustafson,62,50.22,-0.70384,0.03353,0.0,0.0,0.11674,-2.32695,+-,False,False,False,
TALL_SHOOTERS [paint],paint,1629488,Brianna Turner,98,88.34,0.44814,0.14147,0.0,0.0,-0.13255,0.88939,-+,False,False,False,
TALL_SHOOTERS [paint],paint,1629491,Jessica Shepard,57,66.21,0.20234,0.06205,0.0,0.0,0.63206,-0.40053,+-,False,False,False,
TALL_SHOOTERS [paint],paint,1629496,Ezi Magbegor,117,88.32,-0.01899,0.06741,0.0,0.0,-0.06909,0.03361,-+,False,False,False,
TALL_SHOOTERS [paint],paint,1629497,Marina Mabrey,125,117.48,0.00088,0.10892,0.0,0.0,0.24061,-0.21961,+-,False,False,False,
TALL_SHOOTERS [paint],paint,1629498,Jackie Young,123,128.68,-0.33115,0.06374,0.0,0.0,-0.30232,-0.38753,--,False,False,False,
TALL_SHOOTERS [paint],paint,1629501,Alanna Smith,74,75.6,-0.08517,0.05539,0.0,0.0,-0.35736,0.20414,-+,False,False,False,
TALL_SHOOTERS [paint],paint,1629524,Bridget Carleton,118,126.84,-0.03382,0.05065,0.0,0.0,-0.29322,0.24369,-+,False,False,False,
TALL_SHOOTERS [paint],paint,1629546,Marine Johannès,48,33.18,-0.16349,0.12484,0.0,0.0,-0.4165,0.50994,-+,False,False,False,
TALL_SHOOTERS [paint],paint,1629566,Han Xu,26,18.78,-0.42336,-0.10492,0.0,0.0,1.95335,-2.80008,+-,False,False,False,
TALL_SHOOTERS [paint],paint,1629567,Natisha Hiedeman,122,122.68,0.10998,0.17748,0.0,0.0,-0.50328,0.76321,-+,False,False,False,
TALL_SHOOTERS [paint],paint,1629568,Kennedy Burke,40,28.3,0.10632,0.11968,0.0,0.0,0.5521,,+x,False,False,False,
TALL_SHOOTERS [paint],paint,1629571,Morgan Bertsch,22,18.16,0.15852,0.0027,0.0,0.0,-1.31652,0.64526,-+,False,False,False,
TALL_SHOOTERS [paint],paint,1629574,Li Yueru,31,32.94,-0.97601,0.01582,0.0,0.0,-2.53746,0.52302,-+,False,False,False,
TALL_SHOOTERS [paint],paint,1630093,Bella Alarie,21,17.97,0.85286,0.10127,0.0,0.0,2.35584,-0.55669,+-,False,False,False,
TALL_SHOOTERS [paint],paint,1630096,DiJonai Carrington,98,103.35,0.22141,0.18412,0.0,0.0,-0.13286,0.58129,-+,False,False,False,
TALL_SHOOTERS [paint],paint,1630097,Kaila Charles,22,21.44,-0.16545,0.06873,0.0,0.0,1.72765,-2.85423,+-,False,False,False,
TALL_SHOOTERS [paint],paint,1630099,Te'a Cooper,25,22.2,-1.65895,0.19762,0.0,0.0,-3.65049,0.69658,-+,False,False,False,
TALL_SHOOTERS [paint],paint,1630101,Crystal Dangerfield,99,81.73,0.40413,0.20897,0.0,0.0,0.8154,0.04416,++,False,False,False,
TALL_SHOOTERS [paint],paint,1630112,Tyasha Harris,110,100.95,-0.32997,0.11309,0.0,0.0,-1.17919,0.21329,-+,False,False,False,
TALL_SHOOTERS [paint],paint,1630113,Ruthy Hebard,40,46.62,0.49533,0.05402,0.0,0.0,-1.63694,2.24892,-+,False,False,False,
TALL_SHOOTERS [paint],paint,1630115,Joyner Holmes,35,23.78,0.46325,0.04368,0.0,0.0,0.17691,0.60676,++,False,False,False,
TALL_SHOOTERS [paint],paint,1630131,Kylee Shook,21,17.77,-0.68085,0.0502,0.0,0.0,-1.38887,-0.3734,--,False,False,False,
TALL_SHOOTERS [paint],paint,1630134,Sug Sutton,54,60.12,-0.89167,0.15666,0.0,0.0,-1.01597,-0.88048,--,False,False,False,
TALL_SHOOTERS [paint],paint,1630142,Leonie Fiebich,33,15.14,-0.83409,-0.00034,0.0,0.0,-0.23962,-1.79504,--,False,False,False,
TALL_SHOOTERS [paint],paint,1630149,Satou Sabally,61,68.05,0.73443,0.03126,0.0,0.0,0.31938,1.10532,++,False,False,False,
TALL_SHOOTERS [paint],paint,1630150,Chennedy Carter,51,62.9,-0.21784,0.17373,0.0,0.0,-0.23798,-0.37483,--,False,False,False,
TALL_SHOOTERS [paint],paint,1630386,Awak Kuier,46,32.94,-1.82713,0.03045,0.0,0.0,-3.07148,-1.81552,--,False,False,False,
TALL_SHOOTERS [paint],paint,1630389,Dana Evans,87,91.22,0.38366,0.19758,0.0,0.0,0.20555,0.56705,++,False,False,False,
TALL_SHOOTERS [paint],paint,1630442,Natasha Mack,31,19.33,-2.34485,0.06031,0.0,0.0,-2.97532,-1.71366,--,False,False,False,
TALL_SHOOTERS [paint],paint,1630446,Michaela Onyenwere,105,99.42,0.53781,0.11892,0.0,0.0,-0.34689,1.04845,-+,False,False,False,
TALL_SHOOTERS [paint],paint,1630459,DiDi Richards,32,30.08,0.43813,0.0612,0.0,0.0,1.3711,-0.3855,+-,False,False,False,
TALL_SHOOTERS [paint],paint,1630462,Aari McDonald,92,95.73,-0.64536,0.23289,0.0,0.0,-0.00086,-1.3135,--,False,False,False,
TALL_SHOOTERS [paint],paint,1630471,Maya Caldwell,30,34.96,-0.37136,0.10082,0.0,0.0,0.78332,-1.45135,+-,False,False,False,
TALL_SHOOTERS [paint],paint,1630957,Rui Machida,25,31.97,-0.11602,0.23593,0.0,0.0,-0.10973,-0.24828,--,False,False,False,
TALL_SHOOTERS [paint],paint,1630996,Rae Burrell,38,45.57,0.79753,0.04752,0.0,0.0,1.06149,0.55332,++,False,False,False,
TALL_SHOOTERS [paint],paint,1631006,Kierstan Bell,32,30.35,0.08111,0.07444,0.0,0.0,0.09158,0.01916,++,False,False,False,
TALL_SHOOTERS [paint],paint,1631007,Veronica Burton,66,67.27,-0.69097,0.12696,0.0,0.0,-0.79469,-0.6204,--,False,False,False,
TALL_SHOOTERS [paint],paint,1631009,Rhyne Howard,88,91.57,0.12618,0.04718,0.0,0.0,-0.23421,0.51526,-+,False,False,False,
TALL_SHOOTERS [paint],paint,1631019,NaLyssa Smith,88,79.46,-0.17256,0.03221,0.0,0.0,-0.27324,-0.24229,--,False,False,False,
TALL_SHOOTERS [paint],paint,1631022,Shakira Austin,52,51.23,-0.1044,0.02245,0.0,0.0,-0.206,1.42745,-+,False,False,False,
TALL_SHOOTERS [paint],paint,1631031,Queen Egbo,52,51.23,1.48929,0.05484,0.0,0.0,2.99247,-0.01388,+-,False,False,False,
TALL_SHOOTERS [paint],paint,1631044,Naz Hillmon,90,92.25,-0.80498,0.12898,0.0,0.0,-1.12152,-0.32389,--,False,False,False,
TALL_SHOOTERS [paint],paint,1631055,Nyara Sabally,29,19.14,3.23405,0.07671,0.0,0.0,3.54081,4.84242,++,False,False,False,
TALL_SHOOTERS [paint],paint,1631083,Emily Engstler,54,54.78,-0.86223,0.1356,0.0,0.0,-1.12857,-0.46179,--,False,False,False,
TALL_SHOOTERS [paint],paint,1631086,Lexie Hull,62,57.02,-0.19502,0.09543,0.0,0.0,-0.30683,-0.20317,--,False,False,False,
TALL_SHOOTERS [paint],paint,1631089,Destanni Henderson,36,34.53,0.25591,0.23202,0.0,0.0,-0.75158,2.83304,-+,False,False,False,
TALL_SHOOTERS [paint],paint,1631135,Olivia Nelson-Ododa,65,69.67,0.7888,0.05614,0.0,0.0,0.52364,1.17958,++,False,False,False,
TALL_SHOOTERS [paint],paint,1631141,Jade Melbourne,43,36.14,0.99389,0.13344,0.0,0.0,2.00631,0.5416,++,False,False,False,
TALL_SHOOTERS [paint],paint,1631263,Nikolina Milić,41,54.14,-0.62254,0.09795,0.0,0.0,-1.42894,0.15307,-+,False,False,False,
TALL_SHOOTERS [paint],paint,1641602,Ivana Dojkić,23,21.72,-0.09469,0.09653,0.0,0.0,0.34235,-0.22469,+-,False,False,False,
TALL_SHOOTERS [paint],paint,1641641,Robyn Parks,28,31.71,-0.33429,0.04967,0.0,0.0,-0.08806,-0.60122,--,False,False,False,
TALL_SHOOTERS [paint],paint,1641642,Li Meng,29,22.96,0.57557,0.07213,0.0,0.0,0.63288,0.85742,++,False,False,False,
TALL_SHOOTERS [paint],paint,1641648,Aliyah Boston,70,68.5,-0.65016,0.05904,0.0,0.0,-0.62957,-0.27514,--,False,False,False,
TALL_SHOOTERS [paint],paint,1641649,Diamond Miller,37,40.5,0.82162,0.0674,0.0,0.0,1.48687,-0.073,+-,False,False,False,
TALL_SHOOTERS [paint],paint,1641650,Haley Jones,53,48.38,-0.35033,0.06809,0.0,0.0,-0.23137,-0.45665,--,False,False,False,
TALL_SHOOTERS [paint],paint,1641651,Jordan Horston,64,50.55,0.54829,0.05376,0.0,0.0,-1.10767,1.92915,-+,False,False,False,
TALL_SHOOTERS [paint],paint,1641652,Maddy Siegrist,33,27.24,-0.21413,0.06763,0.0,0.0,-0.98229,0.48009,-+,False,False,False,
TALL_SHOOTERS [paint],paint,1641657,Dorka Juhász,55,55.09,0.37585,0.03133,0.0,0.0,0.51804,-0.31061,+-,False,False,False,
TALL_SHOOTERS [paint],paint,1641658,Grace Berger,27,31.24,0.32267,0.06008,0.0,0.0,0.1987,0.54907,++,False,False,False,
TALL_SHOOTERS [paint],paint,1641660,Zia Cooke,37,42.9,0.31516,0.15624,0.0,0.0,0.31141,0.27022,++,False,False,False,
TALL_SHOOTERS [paint],paint,1641675,Dulcy Fankam Mendjiadeu,24,18.5,-0.80996,0.16952,0.0,0.0,-1.25629,,-x,False,False,False,
TALL_SHOOTERS [paint],paint,1641690,Kadi Sissoko,20,20.81,-1.8484,0.0978,0.0,0.0,-1.81105,-1.96098,--,False,False,False,
TALL_SHOOTERS [paint],paint,1642210,Julie Vanloo,35,34.25,-0.39488,0.17779,0.0,0.0,-1.51337,0.41491,-+,False,False,False,
TALL_SHOOTERS [paint],paint,1642244,Sevgi Uzun,28,19.03,-0.6927,0.12099,0.0,0.0,,-0.45115,x-,False,False,False,
TALL_SHOOTERS [paint],paint,1642286,Caitlin Clark,35,23.78,-0.02763,0.12338,0.0,0.0,-0.58307,1.07333,-+,False,False,False,
TALL_SHOOTERS [paint],paint,1642288,Rickea Jackson,35,37.1,-0.79254,0.06137,0.0,0.0,0.01928,-1.75767,+-,False,False,False,
TALL_SHOOTERS [paint],paint,1642289,Kamilla Cardoso,27,25.9,0.42325,0.0631,0.0,0.0,0.69959,-0.02143,+-,False,False,False,
TALL_SHOOTERS [paint],paint,1642290,Aaliyah Edwards,29,26.41,1.15139,0.0884,0.0,0.0,-0.26676,2.53538,-+,False,False,False,
TALL_SHOOTERS [paint],paint,1642291,Angel Reese,29,29.47,-1.2756,0.13909,0.0,0.0,-2.202,-0.48894,--,False,False,False,
TALL_SHOOTERS [paint],paint,1642292,Jacy Sheldon,33,36.33,-0.40223,0.11724,0.0,0.0,-0.52113,-0.32066,--,False,False,False,
TALL_SHOOTERS [ft],ft,100720,Sue Bird,51,33.52,0.29569,-0.06394,0.0,0.0,0.63953,-0.31853,+-,False,False,False,
TALL_SHOOTERS [ft],ft,100940,Diana Taurasi,89,76.32,0.11737,0.05215,0.0,0.0,0.13846,0.0727,++,False,False,False,
TALL_SHOOTERS [ft],ft,201480,Sylvia Fowles,51,47.88,0.4227,-0.21017,0.0,0.0,1.34069,0.01292,++,False,False,False,
TALL_SHOOTERS [ft],ft,201496,Candace Parker,58,66.69,-0.03695,-0.03209,0.0,0.0,-0.29648,0.21722,-+,False,False,False,
TALL_SHOOTERS [ft],ft,201507,Leilani Mitchell,26,28.39,-0.16848,0.02418,0.0,0.0,0.45534,-0.66363,+-,False,False,False,
TALL_SHOOTERS [ft],ft,201516,Allie Quigley,50,53.39,-0.52059,-0.08352,0.0,0.0,-0.79574,-0.22144,--,False,False,False,
TALL_SHOOTERS [ft],ft,201886,DeWanna Bonner,123,125.88,-0.23298,-0.00397,0.0,0.0,0.12984,-0.5949,+-,False,False,False,
TALL_SHOOTERS [ft],ft,201896,Briann January,55,37.94,0.16188,-0.04418,0.0,0.0,-0.15361,0.8291,-+,False,False,False,
TALL_SHOOTERS [ft],ft,201911,Kristi Toliver,22,14.38,-0.23626,-0.08763,0.0,0.0,-0.34618,-0.16586,--,False,False,False,
TALL_SHOOTERS [ft],ft,201913,Kia Vaughn,42,47.57,-0.12867,-0.11183,0.0,0.0,-0.28443,0.02709,-+,False,False,False,
