screen,file,line,code
E1_I0022_optimal_simple_estimator,E1_I0022_optimal_simple_estimator/s00_inspect.py,18,"print(""gdate min/max"", f[""gdate""].min(), f[""gdate""].max())"
E1_I0022_optimal_simple_estimator,E1_I0022_optimal_simple_estimator/s00_inspect.py,36,"print(""%-24s mean=%10.4f sd=%10.4f min=%8.3f max=%8.3f"" %"
E1_I0022_optimal_simple_estimator,E1_I0022_optimal_simple_estimator/s01_reproduce.py,63,"print(""\n  MAX |delta skill| = %.3e     MAX |delta MAE| = %.3e     REPRODUCED = %s"""
E1_I0022_optimal_simple_estimator,E1_I0022_optimal_simple_estimator/s01_reproduce.py,114,"print(""  ref_%-8s  max|rebuild - frozen| = %.3e"" % (t, d))"
E1_I0025_threshold_vs_refit,E1_I0025_threshold_vs_refit/c01_reproduce.py,98,"P(""  max |delta| over the two headline anchors = %.3e"" % rdf[""abs_delta_published_vs_newroute""].max())"
E1_I0025_threshold_vs_refit,E1_I0025_threshold_vs_refit/c01_reproduce.py,99,"P(""  max |delta| over the four pooled anchors  = %.3e"" % adf[""abs_delta""].max())"
E1_I0025_threshold_vs_refit,E1_I0025_threshold_vs_refit/c04_placebo_random_tiers.py,118,"P(""  %-12s %-7s %-8s observed=%+.6f   null %+.6f +- %.6f  p95=%+.6f  max=%+.6f  """
E1_I0025_threshold_vs_refit,E1_I0025_threshold_vs_refit/c04_placebo_random_tiers.py,144,"P(""  NEGATIVE CONTROL: max noise dR2 = %+.6f  ->  %s"""
E1_I0025_threshold_vs_refit,E1_I0025_threshold_vs_refit/c06_findings.py,58,"p_rand = float(rnd[(rnd.response == rid) & (rnd.statistic == ""defence"")][""p_onesided""].max())"
E1_I0026_detection_floor,E1_I0026_detection_floor/scripts/s00_inspect.py,63,"p(""  DATERANGE %s: %s .. %s"" % (c, df[c].min(), df[c].max()))"
E1_I0026_detection_floor,E1_I0026_detection_floor/scripts/s06_retrospective.py,104,"""""""Family-wise q95 max-t at family size K.  K values not on the precomputed grid are"
E1_I0026_detection_floor,E1_I0026_detection_floor/scripts/s10_assemble.py,123,"float(pc[""power_per_cell_alpha05""][pc.planted_dr2 == 0].max())],"
E1_I0027_reference_ladder,E1_I0027_reference_ladder/refladder.py,153,"prev = r[""max""]"
E1_I0027_reference_ladder,E1_I0027_reference_ladder/refladder.py,156,"print(""    season %s  %s .. %s"" % (s, r[""min""].date(), r[""max""].date()))"
E1_I0030_home_advantage_accounting,E1_I0030_home_advantage_accounting/s01_guards_and_build.py,148,"maxdiff = float((j[""player_pts_sum""] - j[""team_pts""]).abs().max())"
E1_I0030_home_advantage_accounting,E1_I0030_home_advantage_accounting/s01_guards_and_build.py,149,"print(""  SUM OF PLAYER POINTS == TEAM POINTS on every team-game: max |diff| = %.12g"" % maxdiff)"
E1_I0030_home_advantage_accounting,E1_I0030_home_advantage_accounting/s01_guards_and_build.py,156,"md = float((jm[""player_min_sum""] - jm[""team_min""]).abs().max())"
E1_I0030_home_advantage_accounting,E1_I0030_home_advantage_accounting/s01_guards_and_build.py,157,"print(""  sum of player minutes vs team minutes: max |diff| = %.6f (rounding in the mm:ss """
E1_I0030_home_advantage_accounting,E1_I0030_home_advantage_accounting/s02_team_effect.py,299,"print(""  max |home_frac - 0.5| over (season, team) cells = %.4f"" % worst)"
E1_I0031_rapm_as_prior,E1_I0031_rapm_as_prior/rp_base.py,72,"print(""\n--- %s "" % s + ""-"" * max(0, 96 - len(s)))"
E1_I0031_rapm_as_prior,E1_I0031_rapm_as_prior/rp_base.py,272,"assert f[""gdate""].max() < pd.Timestamp(""2025-01-01"")"
E1_I0031_rapm_as_prior,E1_I0031_rapm_as_prior/s00_provenance.py,47,"print(""    rows with max(train_seasons) >= emit season .... %d"" % prov[""row_level_train_ge_emit""])"
E1_I0031_rapm_as_prior,E1_I0031_rapm_as_prior/s01_prereg.py,118,"assert mp[""gdate""].max() < pd.Timestamp(""2025-01-01"")"
E1_I0031_rapm_as_prior,E1_I0031_rapm_as_prior/s05_decompose.py,56,"assert mp[""gdate""].max() < pd.Timestamp(""2025-01-01"")"
E1_I0032_aggregate_stack,E1_I0032_aggregate_stack/scripts/s04c_universe.py,35,"print(""  gdate range: %s .. %s"" % (pd.to_datetime(tier[""gdate""]).min(), pd.to_datetime(tier[""gdate""]).max()))"
E1_I0032_aggregate_stack,E1_I0032_aggregate_stack/scripts/s04_build.py,98,"print(""  %-8s |cfg_full - R2_EWMA_TUNED|max = %.3e"" % (t, d))"
E1_I0032_aggregate_stack,E1_I0032_aggregate_stack/scripts/s06_build.py,115,"print(""  %-8s |cfg_full - R2_EWMA_TUNED|max = %.3e"" % (t, d))"
E1_I0032_aggregate_stack,E1_I0032_aggregate_stack/scripts/s07_reproduce.py,314,"% (dr2, pr[""p""], pr[""null_sd""], 1.02e-3 / max(abs(dr2), 1e-12)))"
E1_I0032_aggregate_stack,E1_I0032_aggregate_stack/scripts/s12_verify.py,10,"print(""max n_prior among routed:"",float(np.nanmax(w['n_prior'].to_numpy(float)[(fl==2)&C])))"
E1_I0032_aggregate_stack,E1_I0032_aggregate_stack/scripts/s12_verify.py,11,"print(""max min5 among routed   :"",float(np.nanmax(w['min5'].to_numpy(float)[(fl==2)&C])))"
E1_I0033_aggregation_level,E1_I0033_aggregation_level/scripts/s03b_probe2.py,6,"max gap 24, and 36 team-games with no contract player rows at all.  What is missing?"
E1_I0033_aggregation_level,E1_I0033_aggregation_level/scripts/s03c_probe3.py,68,"print(""  candidates per team-game: mean %.2f min %.0f max %.0f"""
E1_I0033_aggregation_level,E1_I0033_aggregation_level/scripts/s03c_probe3.py,76,"print(""  sum(master player pts over appeared) vs master_team pts: max|gap| %.6g, n!=0 %d"""
E1_I0033_aggregation_level,E1_I0033_aggregation_level/scripts/s03c_probe3.py,88,"print(""    mean %.4f pts/team-game, sd %.4f, max %.0f, n team-games >0: %d of %d"""
E1_I0033_aggregation_level,E1_I0033_aggregation_level/scripts/s03c_probe3.py,91,"print(q.groupby(""season"")[""unreachable""].agg([""mean"", ""max"", ""sum""]).to_string())"
E1_I0033_aggregation_level,E1_I0033_aggregation_level/scripts/s03_probe.py,170,"print(""  n candidate rows per team-game: mean %.2f min %d max %d"""
E1_I0033_aggregation_level,E1_I0033_aggregation_level/scripts/s03_probe.py,172,"print(""  n appeared per team-game: mean %.2f min %d max %d"""
E1_I0033_aggregation_level,E1_I0033_aggregation_level/scripts/s03_probe.py,174,"print(""  SUM of contract-row realised points vs master team points: max|gap| = %.6g, """
E1_I0033_aggregation_level,E1_I0033_aggregation_level/scripts/s04_prereg.py,166,the real statistic with maximum deviation EXACTLY 0.0.  A placebo that moves means the
E1_I0033_aggregation_level,E1_I0033_aggregation_level/scripts/s06_topdown_vs_bottomup.py,47,"assert float(np.max(Sw[firsts])) == 0.0, ""a team-season's first row already carries prior mass"""
E1_I0033_aggregation_level,E1_I0033_aggregation_level/scripts/s06_topdown_vs_bottomup.py,95,"print(""    champion rows per team-game : mean %.3f  min %d  max %d"""
E1_I0033_aggregation_level,E1_I0033_aggregation_level/scripts/s07_gap_decomposition.py,67,"tfx[""prior_roster_size""] = np.where(Sw > 0, Sn / np.maximum(Sw, 1e-12), np.nan)"
E1_I0033_aggregation_level,E1_I0033_aggregation_level/scripts/s09_ft_composition.py,53,"print(""  team prior FT%% on RS1: mean %.4f  sd %.4f  min %.4f  max %.4f"""
E1_I0033_aggregation_level,E1_I0033_aggregation_level/scripts/s09_ft_composition.py,84,"print(""  composed minus flat: mean %+.6f  sd %.6f  min %+.6f  max %+.6f points"""
E1_I0034_redistribution,E1_I0034_redistribution/scripts/s03_probe.py,37,"print(""  sum of player minutes per team-game: mean %.4f  sd %.4f  min %.1f  max %.1f"""
E1_I0034_redistribution,E1_I0034_redistribution/scripts/s03_probe.py,55,"print(""  realised roster size: mean %.4f  sd %.4f  min %d  max %d"""
E1_I0034_redistribution,E1_I0034_redistribution/scripts/s06_cells.py,100,"assert float(np.abs(R.loc[R[""posmatch""].isna(), ""u_minutes""]).max()) == 0.0, \"
E1_I0035_availability_sum,E1_I0035_availability_sum/scripts/s04_repairs.py,175,"print(""  Xb scale factor: mean %.4f  min %.4f  max %.4f"""
E1_I0035_availability_sum,E1_I0035_availability_sum/scripts/s04_repairs.py,176,"% (np.mean(PF['scale']), np.min(PF['scale']), np.max(PF['scale'])))"
E1_I0036_level_artefact_sweep,E1_I0036_level_artefact_sweep/scripts/s12_level_fairtest.py,15,and the family-wise multiplicity over the 4 preregistered cells is applied by max-statistic.
E1_I0036_level_artefact_sweep,E1_I0036_level_artefact_sweep/scripts/s12_level_fairtest.py,194,"hdr(""4. FAMILY-WISE CORRECTION OVER THE 4 PREREGISTERED CELLS (max-z)"")"
E1_I0036_level_artefact_sweep,E1_I0036_level_artefact_sweep/scripts/s12_level_fairtest.py,198,"print(f""\n  {basename}: K = {len(zs)} cells, max-z null over {R_DRAWS} draws"")"
E1_I0036_level_artefact_sweep,E1_I0036_level_artefact_sweep/scripts/s15_findings.py,112,"""family_size_K"": 4, ""multiplicity"": ""max-z over the 4 preregistered cells"","
E1_I0036_level_artefact_sweep,E1_I0036_level_artefact_sweep/scripts/s15_findings.py,254,"""D-08 family-wise max-z uses independent draws per cell (mildly conservative)""]},"
MEASURE_F1_m13_fitpool,MEASURE_F1_m13_fitpool/m13_lib.py,514,"""max_abs_normal_vs_student_t"": float(np.max(np.abs(pn - pt_))),"
MEASURE_F1_m13_fitpool,MEASURE_F1_m13_fitpool/step1_reproduce.py,47,"""min"", ""max"", ""p05"", ""p95""):"
MEASURE_F1_m13_fitpool,MEASURE_F1_m13_fitpool/step1_reproduce.py,112,"print(""max abs numeric delta :"", worst, ""  (field:"", worst_key, "")"")"
MEASURE_F1_m13_fitpool,MEASURE_F1_m13_fitpool/step2_variants.py,228,"primary_C = max(fam_C_mode, key=fam_C_mode.get) if fam_C_mode else ""student_t"""
MEASURE_F1_m13_fitpool,MEASURE_F1_m13_fitpool/step2_variants.py,285,"""C_max_expanding"": int(pdf[""pool_n""].max()) if len(pdf) else None,"
MEASURE_F1_m13_fitpool,MEASURE_F1_m13_fitpool/step2_variants.py,300,"""normal_loc"": {""min"": float(pdf[""normal_loc""].min()), ""max"": float(pdf[""normal_loc""].max()),"
MEASURE_F1_m13_fitpool,MEASURE_F1_m13_fitpool/step2_variants.py,303,"""normal_scale"": {""min"": float(pdf[""normal_scale""].min()), ""max"": float(pdf[""normal_scale""].max()),"
MEASURE_F1_m13_fitpool,MEASURE_F1_m13_fitpool/step2_variants.py,306,"""t_df"": {""min"": int(pdf[""t_df""].min()), ""max"": int(pdf[""t_df""].max()),"
MEASURE_F1_m13_fitpool,MEASURE_F1_m13_fitpool/step2_variants.py,308,"""t_scale"": {""min"": float(pdf[""t_scale""].min()), ""max"": float(pdf[""t_scale""].max()),"
MEASURE_F1_m13_fitpool,MEASURE_F1_m13_fitpool/step2_variants.py,310,"""het_b1"": {""min"": float(pdf[""het_b1""].min()), ""max"": float(pdf[""het_b1""].max())},"
MEASURE_F1_m13_fitpool,MEASURE_F1_m13_fitpool/step3_variantD_and_parquets.py,101,"""family"": fam, ""pool_n_min"": int(min(pooln)), ""pool_n_max"": int(max(pooln)),"
MEASURE_F1_m13_fitpool,MEASURE_F1_m13_fitpool/step6_assemble.py,110,"""max(fit-pool game_date) < eval game_date at every refit.""),"
_screen_kit,_screen_kit/screenkit.py,948,"order-preserving, so `max - min <= tol` means for a boolean exactly what it means for any other"
_screen_kit,_screen_kit/screenkit.py,2302,"print(""  noop_placebo: real=%.10g  sd=%.3e  max|draw-real|=%.3e  distinct=%d -> %s"""
_screen_kit,_screen_kit/TESTS.py,370,"print(""      null sd inflation (correct/row): median %.2fx  min %.2fx  max %.2fx"""
_screen_kit,_screen_kit/TESTS.py,644,`pd.api.types.is_numeric_dtype` and `groupby.transform('max') - groupby.transform('min')` is
_screen_kit,_screen_kit/TESTS.py,946,"print(""      within-group SS: real = %.4f ; BETWEEN-scheme draws max = %.3e ; """
